제임스,ジェームズ
청해부대,キヨミブタイ
수원종합버스터미널,ミズハラバスターミナル
문산시외버스터미널,ムンサンシガイバスターミナル
도산서원,スヤマショイン
한국배구연맹,タイカンバレーボールキョウカイ
성덕대왕신종,セイトクダイオウシンカネ
옥산서원,タマヤマショイン
국채보상운동기념공원,コクサイホウショウウンドウキネンコウエン
세브란스병원,セブランスビョウイン
안산종합버스터미널,ヤスサンソウゴウバスターミナル
시화종합버스터미널,ハジメキョウソウゴウバスターミナル
청담대교,セイタンオオハシ
한진중공업,カンシンジュウコウギョウ
삼익악기,サミック
한국해양대학교,カンコクカイヨウダイガッコウ
정방폭포,セイボウバクフ
한국조폐공사,カンコクゾウヘイコウシャ
전주국제영화제,チョンジュコクサイエイガサイ
잠실야구장,サンシツソウゴウウンドウジョウヤキュウジョウ
안다미로,アンダミロ
한남대학교,カンミナミオオガッコウ
한세대학교,カンセダイガッコウ
해운대해수욕장,カイウンダイカイスイヨクジョウ
천지연폭포,アマチフカシバクフ
한국교육학술정보원,カンコクキョウイクガクジュツジョウホウイン
신천동,シンカワホラ
선화예술고등학교,センワゲイジュツコウトウガッコウ
한국경제신문,カンコクケイザイシンブン
부산신항국제터미널,プサンシンコウコクサイターミナル
청평면,キヨシヘイメン
명량해협,ナヤナカイキョウ
영동대교,エイトウダイキョウ
현대미포조선,ゲンダイオウラゾウセン
신월성원자력발전소,シンゲツジョウゲンシリョクハツデンショ
한성과학고등학교,カンジョウカガクコウトウガッコウ
융건릉,リュウケンリョウ
캐슬,キャッスル
병점차량사업소,モチテンシャリョウジギョウショ
황룡사,スメラギリュウテラ
두산중공업,トサンエナビリティ
옥포동,タマウラホラ
메가박스,メガボックス
영상물등급위원회,カンコクコウエンリンリイインカイ
험프리스,ハンフレー
공항철도주식회사,クウコウテツドウ
농협대학교,ノウキョウダイガッコウ
양재동,リョウサイホラ
덕유산국립공원,トクヒロシサンコクリツコウエン
강릉비행장,コウリョウヒコウジョウ
안양종합운동장,アンヨウソウゴウウンドウジョウ
앞산공원,アプサンコウエン
한화생명보험,ハンファセイメイホケン
경찰대학,ケイサツダイガク
과학기술연합대학원대학교,カガクギジュツレンゴウダイガクインダイガッコウ
시민통합당,シミントウゴウトウ
백운봉,シラクモホウ
구몬학습,コウブンキョウイクケンキュウカイ
병산서원,ヘイザンショイン
과학기술훈장,カガクギジュツクンショウ
국민훈장,コクミンクンショウ
하회별신굿탈놀이,カワカイベツシンクッカメンゲキ
금호고속,ニシキココウソク
금호속리산고속,ニシキコゾクハナレヤマコウソク
중앙고속,チュウオウコウソク
안정리,ヤスチンサト
안산대학교,ヤスヤマダイガッコウ
북한산국립공원,キタカンサンコクリツコウエン
청운대학교,セイウンダイガッコウ
박달봉,ボクイタルホウ
박쥐봉,パクジュイホウ
방산시장,ヨシヤマイチバ
팬택계열,パンテック
노동자연대,ロウドウシャレンタイ
경기고속,ケイキコウソク
대원고속,オオモトコウソク
경남여객,キョウミナミリョカク
수원여객,ミズハラリョカク
용남고속,リュウミナミコウソク
동원로엑스,トウブエクスプレス
지지대,オリジナル
더비,クラシコ
양남면,ヒナンメン
백둔봉,カシワタムロホウ
백석예술대학교,シライシゲイジュツダイガク
면제배갑,メンセイセカブト
설악산국립공원,ユキタケヤマコクリツコウエン
잠수교,センスイキョウ
태평로,タイヘイロ
바래봉,パレホウ
광역급행버스,コウイキキュウコウバス
소망교회,ショモウキョウカイ
영락교회,エイラクキョウカイ
파크원,パークワンタワー
르노삼성자동차,ルノーサムスンジドウシャ
동남보건대학교,トウナンホケンダイガッコウ
월출산국립공원,ツキデサンコクリツコウエン
해동용궁사,ウミヒガシリュウミヤデラ
개포동,ヒラクウラホラ
용신동,リュウシンドウ
수색동,スセクドン
대조동,ダイナツメホラ
역촌동,エキムラホラ
응암동,タカイワホラ
미아동,ミアドン
안동대학교,アンドウダイガッコウ
서울반도체,ソウルハンドウタイ
구산동,カメヤマホラ
흑석동,フクソクドン
시흥동,ハジメオキホラ
우이동,ウイドン
수궁동,ミズミヤホラ
길동,ヨシホラ
마곡동,アサヤホラ
명일동,メイイッホラ
수유동,スユドン
도곡동,ドウタニホラ
일원동,イッインホラ
능동,リョウホラ
암사동,イワテラボラ
지리산국립공원,サトシイヤマコクリツコウエン
가락시장,カラクイチジョウ
아신대학교,アシンダイガッコウ
뽀루봉,ポルホウ
신분당선주식회사,アラボントウセン
불광동,フツコウホラ
신설동,シンソルドン
가양동,カヨウホラ
신대방동,シンオオカタホラ
노량진동,サギヤナツホラ
신도림동,シンドウリンホラ
부산예술대학교,プサンゲイジュツダイガッコウ
부산공동어시장,プサンキョウドウギョシジョウ
부산세계불꽃축제,プサンコクサイハナビマツリ
부산국제고등학교,プサンコクサイコウトウガッコウ
부산항만공사,プサンコウワンコウシャ
부산장신대학교,プサンチョウシンダイガッコウ
부산과학고등학교,プサンカガクコウトウガッコウ
봉평면,ヨモギツボメン
보래봉,ホウライミネ
보림사,ホウリンジ
부띠크모나코,ブティックモナコ
등촌동,ノボリムラホラ
신사동,シンイサゴホラ
상도동,ジョウトウホラ
제기동,マツリハジメホラ
이문동,サトモンホラ
내남면,ウチナンメン
빛고을대로,ピッコウルオオジ
북청사자놀음,キタアオジシカメン
북평면,キタツボメン
분당고등학교,ボントウコウトウガッコウ
분당중앙공원,ボントウチュウオウコウエン
보광동,ヒロシコウホラ
가곡,カキョク
능곡고등학교,リョウタニコウトウガッコウ
세곡동,ホソヤホラ
진관동,ツヒロシホラ
봉천동,ホウテンホラ
가리봉동,カリホウホラ
회기동,カイモトホラ
전농동,テンノウホラ
중계동,ナカケイホラ
묵동,ボクホラ
신내동,シンナイホラ
공덕동,アナトクホラ
성산동,シロヤマホラ
응봉동,タカガミネホラ
금호동,キムミズウミホラ
중곡동,ナカタニホラ
삼양동,サムヤンドン
신림동,シンバヤシホラ
송천동,ソンチョンドン
화양동,カヨウホラ
인수동,インスドン
자양동,ムラサキヨウホラ
수서동,ミズサイト
발산동,ハチヤマホラ
성내동,キウチホラ
광장동,コウソウホラ
용산동,タツヤマホラ
장안동,ナガヤスホラ
대방동,オオカタホラ
독산동,ハゲヤマホラ
고덕동,コウトクホラ
방화동,ハタハナホラ
방학동,ホウツルホラ
송중동,ソンチュンドン
청주종합경기장,キヨスソウゴウウンドウジョウ
천안여자고등학교,テンヤスジョシコウコウ
연암대학교,テンヤスハチスアンダイガク
청구고등학교,アオタカシコウトウガッコウ
서교동,ニシハシホラ
중화동,チュウワホラ
대흥동,ダイキョウホラ
월곡동,ツキヤホラ
도화동,モモハナホラ
하계동,シモケイホラ
상봉동,ウエオオトリホラ
연남동,ノベミナミホラ
반포동,バンウラホラ
송정동,マツテイホラ
상계동,ウエケイホラ
합정동,ゴウイホラ
공릉동,アナリョウホラ
성북동,ジョウホクホラ
망원동,ボウエンホラ
옥수동,タマミズホラ
면목동,メンマキホラ
석관동,イシクシホラ
성수동,セイスイホラ
마장동,ババホラ
홍제동,ヒロスミホラ
홍은동,ヒロオンホラ
천연동,テンネンホラ
삼각산동,サムガクサンドン
염창동,シオクラホラ
군자동,クンシホラ
도봉동,ミチホウホラ
개봉동,ヒラキホウホラ
올레길,オルレ
경기공항리무진버스,ケイキクウコウリムジンバス
경기여객,ケイキリョカク
대원운수,オオモトウンユ
경기운수,ケイキウンユ
경기버스,ケイキバス
대양운수,タイヨウウンユ
부봉,カマホウ
부천대학교,トミカワダイガッコウ
부일영화상,カマビエイガショウ
부산가톨릭대학교,プサンカトリックダイガク
창전동,クラマエホラ
창성동,アキラナルホラ
체부동,カラダフホラ
내곡동,ウツタニホラ
안암동,アンイワホラ
서초동,ミズクサホラ
잠원동,カイコインホラ
상암동,アゲイワホラ
행당동,アンズドウホラ
월계동,ツキケイホラ
신원동,シンミナモトホラ
망우동,ボウユウホラ
방배동,ホウセホラ
서강동,ニシコウホラ
보문동,ヒロシモンホラ
한국생산기술연구원,カンコクセイサンギジュツケンキュウイン
스탠리,スタンレー
대한불교천태종,テンダイシュウ
중앙동,チュウオウホラ
강동면,コウトウメン
달성공원,イタルジョウコウエン
천지봉,テンチホウ
동천체육관,ヒガシガワアリーナ
대한무역투자진흥공사,タイカンボウエキトウシシンコウコウシャ
초당대학교,ソウドウダイガッコウ
건봉사,イヌイオオトリテラ
춘천송암스포츠타운,ハルカワソウゴウウンドウジョウ
충청대학교,タダキヨダイガッコウ
충북과학고등학교,チュウキタカガクコウトウガッコウ
충주고등학교,タダシュウコウトウガッコウ
충주공설운동장,タダシュウソウゴウウンドウジョウ
충렬사,カマヤマチュウレツホコラ
메타폴리스,メタポリス
진명여객,ススムアキラリョカク
평안운수,ヘイアンウンユ
명진여객,アキラシンリョカク
대구시민운동장,タイキュウシミンウンドウジョウ
촉대봉,ショクダイホウ
춘해보건대학교,ハルミホケンダイガク
기독간호대학교,キリストカンゴダイガッコウ
한국기독교총연합회,カンコクキリストキョウソウレンゴウカイ
추계예술대학교,アキケイゲイジュツダイガッコウ
대청댐,ダイキヨシダム
대동대학교,ダイドウダイガッコウ
대구미래대학교,タイキュウミライダイガッコウ
대구한의대학교,タイキュウカンイダイガッコウ
대구보건대학교,タイキュウホケンダイガッコウ
대구고등학교,タイキュウコウトウガッコウ
대구체육고등학교,タイキュウタイイクコウトウガッコウ
대구과학고등학교,タイキュウカガクコウトウガッコウ
춘사영화상,ハルシタイショウエイガサイ
코카콜라음료,カンコクコカコーラ
소신여객,モトシンリョカク
대한육상경기연맹,タイカンリクジョウキョウギレンメイ
전국실업축구연맹전,ゼンコクジツギョウサッカーレンメイセン
레드,レッド
클라우드,クラウド
줄타기,チュルタギ
탄금호,ダンキンミズウミ
속리산국립공원,ゾクハナレヤマコクリツコウエン
저작권법,チョサクケンホウ
한미연합사령부,ベイカンレンゴウシレイブ
대순진리회,ダイジュンシンリカイ
대원외국어고등학교,オオモトガイコクゴコウトウガッコウ
대연고등학교,オオフチコウトウガッコウ
계봉,ニワトリホウ
당주동,トウタマホラ
당산동,ドウヤマホラ
단지봉,タンシバミネ
도솔봉,カブトリツホウ
두로봉,アタマロウミネ
두류동,アタマリュウホラ
두류공원,アタマリュウコウエン
전동성당,シンガリホラセイドウ
국방대학교,コクボウダイガッコウ
동아방송예술대학교,トウアホウソウゲイジュツダイガク
동백장,コクミンクンショウフユカシワアキラ
예원예술대학교,ゲイエンゲイジュツダイガク
대우조선해양,ハンファオーシャン
광주인권상,コウシュウジンケンショウ
롯데타운타워,プサンロッテタウンタワー
울진원자력발전소,ウルジンゲンシリョクハツデンショ
영광원자력발전소,レイコウゲンシリョクハツデンショ
미탄면,ヨシナダメン
곶자왈,コッチャワル
가득봉,カトクホウ
동도중학교,トウトチュウガッコウ
동강대학교,トウコウダイガッコウ
동신대학교,トウシンダイガッコウ
동양미래대학교,トウヨウミライダイガッコウ
동양대학교,トウヨウダイガッコウ
두산건설,トサンケンセツ
두원공과대학교,トモトコウカダイガッコウ
대한신학대학원대학교,タイカンシンガクダイガクインダイガッコウ
대전보건대학교,オオタホケンダイガク
대림동,オオバヤシホラ
대륜고등학교,ダイリンコウトウガッコウ
한국외국인학교,カンコクガイコクジンガッコウ
