нюша,뉴샤,nyusha,nyusya
хакуродзан,하쿠로잔,hakurodzan,hakurojan
юта,유타,yuta,yuta
нургалиев,누르갈리예프,nurgaliev,nureugalriyepeu
панин,파닌,panin,panin
ливанов,리바노프,livanov,ribanopeu
зализняк,잘리즈냐크,zaliznyak,jalrijeunyakeu
кислов,키슬로프,kislov,kiseulropeu
скобцева,스코브세바,skobceva,seukobeuseba
береговой,베레고보이,beregovoy,beregoboi
казачёнок,카자초노크,kazachyonok,kajaconokeu
рыжков,리즈코프,ryzhkov,rijeukopeu
минтимер,민티메르,mintimer,mintimereu
шаймиев,샤이미예프,shaymiev,syaimiyepeu
козеев,코제예프,kozeev,kojeyepeu
дежуров,데주로프,dezhurov,dejuropeu
каун,카운,kaun,kaun
немцов,넴초프,nemcov,nemcopeu
серебряков,세레브랴코프,serebryakov,serebeuryakopeu
никоненко,니코넨코,nikonenko,nikonenko
иосифович,가프,iosifovich,gapeu
гафт,트,gaft,teu
якубович,야쿠보비치,yakubovich,yakubobici
венедиктов,베네딕토프,venediktov,benedigtopeu
пугачёв,푸가치요프,pugachyov,pugaciyopeu
курбан,쿠르반,kurban,kureuban
бердыев,베르디예프,berdyev,bereudiyepeu
миронов,미로노프,mironov,mironopeu
борисович,그라드,borisovich,geuradeu
градский,스키,gradskiy,seuki
концевич,콘체비치,koncevich,koncebici
юсупов,유수포프,yusupov,yusupopeu
барсуков,바르수코프,barsukov,bareusukopeu
гавриил,가브릴,gavriil,gabeuril
илизаров,일리자로프,ilizarov,ilrijaropeu
шнуров,시누로프,shnurov,sinuropeu
мадянов,마댜노프,madyanov,madyanopeu
лоськов,로스코프,loskov,roseukopeu
олеж,올레크,olezh,olrekeu
маскаев,마스카예프,maskaev,maseukayepeu
илларионов,일라리오노프,illarionov,ilrarionopeu
котт,코트,kott,koteu
родригез,로드리게즈,rodrigez,rodeurigejeu
чурина,추리나,churina,curina
смертин,스메르틴,smertin,seumereutin
немов,네모프,nemov,nemopeu
друбич,드루비치,drubich,deurubici
смольников,스몰니코프,smolnikov,seumolnikopeu
ангелина,안겔리나,angelina,angelrina
варганова,바르가노바,varganova,bareuganoba
краско,크라스코,krasko,keuraseuko
кулиджанов,쿨리자노프,kulidzhanov,kulrijanopeu
резанцев,레잔체프,rezancev,rejancepeu
смольянинов,스몰랴니노프,smolyaninov,seumolryaninopeu
леонидовна,코발,leonidovna,kobal
пороховщиков,포로홉시코프,porohovshchikov,porohobsikopeu
марцинкевич,마르친케비치,marcinkevich,mareucinkebici
симонова,시모노바,simonova,simonoba
лычёва,리초바,lychyova,ricoba
валдис,발디스,valdis,baldiseu
пельш,펠슈,pelsh,pelsyu
удовиченко,우도비첸코,udovichenko,udobicenko
эдмонд,에드먼드,edmond,edeumeondeu
кеосаян,케사얀,keosayan,kesayan
козлов,코즐로프,kozlov,kojeulropeu
крючков,크류츠코프,kryuchkov,keuryuceukopeu
елисеев,옐리세예프,eliseev,yelriseyepeu
ильсур,일수르,ilsur,ilsureu
метшин,멧신,metshin,messin
геворк,게보르크,gevork,geboreukeu
вартанян,바르타냔,vartanyan,bareutanyan
усачёв,우사초프,usachyov,usacopeu
скобрев,스코브레프,skobrev,seukobeurepeu
красовский,크라솝스키,krasovskiy,keurasobseuki
зудилин,주딜린,zudilin,judilrin
красный,오메가,krasnyy,omega
омега,레드,omega,redeu
самедов,사메도프,samedov,samedopeu
серебренников,세레브렌니코프,serebrennikov,serebeurennikopeu
кобзон,코브존,kobzon,kobeujon
роланд,롤란트,roland,rolranteu
добрушин,도브루신,dobrushin,dobeurusin
дацюк,다추크,dacyuk,dacukeu
ивашов,이바소프,ivashov,ibasopeu
дюмин,듀민,dyumin,dyumin
селезнёва,셀레즈뇨바,seleznyova,selrejeunyoba
башаров,바샤로프,basharov,basyaropeu
ролан,롤란,rolan,rolran
антонович,비,antonovich,bi
слепаков,슬레파코프,slepakov,seulrepakopeu
бероев,베로예프,beroev,beroyepeu
макин,마킨,makin,makin
юран,유란,yuran,yuran
бородюк,보로듀크,borodyuk,borodyukeu
хлестов,흘레스토프,hlestov,heulreseutopeu
юрьевна,볼로,yurevna,bolro
волочкова,코바,volochkova,koba
цекало,체칼로,cekalo,cekalro
кагарлицкий,카갈리츠키,kagarlickiy,kagalriceuki
будина,부디나,budina,budina
невзоров,네브조로프,nevzorov,nebeujoropeu
аран,아란,aran,aran
хакутора,하쿠토라,hakutora,hakutora
алентова,베라,alentova,bera
валентиновна,알렌토바,valentinovna,alrentoba
носков,노스코프,noskov,noseukopeu
митя,미타,mitya,mita
фомин,포민,fomin,pomin
гарик,가리크,garik,garikeu
сукачёв,수카초프,sukachyov,sukacopeu
омари,오마리,omari,omari
тетрадзе,테트라제,tetradze,teteuraje
вера,베라,vera,bera
горностаева,고르노스타예바,gornostaeva,goreunoseutayeba
траньков,트란코프,trankov,teurankopeu
данила,다닐라,danila,danilra
козловский,코즐롭스키,kozlovskiy,kojeulrobseuki
вилухина,빌루히나,viluhina,bilruhina
бережная,베레즈나야,berezhnaya,berejeunaya
милов,밀로프,milov,milropeu
нагиев,나기예프,nagiev,nagiyepeu
черниговская,체르니곱스카야,chernigovskaya,cereunigobseukaya
началова,나찰로바,nachalova,nacalroba
кубасов,쿠바소프,kubasov,kubasopeu
федоровцев,페도롭체프,fedorovcev,pedorobcepeu
кудинов,쿠디노프,kudinov,kudinopeu
большаков,볼샤코프,bolshakov,bolsyakopeu
сархат,사르핫,sarhat,sareuhas
рашидова,라쉬도바,rashidova,raswidoba
скрипаль,스크리팔,skripal,seukeuripal
шацкая,샤츠카야,shackaya,syaceukaya
губенко,구벤코,gubenko,gubenko
ник,닉,nik,nig
перумов,페루모프,perumov,perumopeu
бари,바리,bari,bari
алибасов,알리바소프,alibasov,alribasopeu
голуб,골럽,golub,golreob
алпатов,알파토프,alpatov,alpatopeu
меньшикова,멘시코바,menshikova,mensikoba
сафонова,사포노바,safonova,saponoba
михалкова,미할코바,mihalkova,mihalkoba
гвердцители,그베르드치텔리,gverdciteli,geubereudeucitelri
эцио,에치오,ecio,ecio
гамба,감바,gamba,gamba
аллилуев,알릴루예프,alliluev,alrilruyepeu
долина,돌리나,dolina,dolrina
гундарева,군다레바,gundareva,gundareba
альбац,알바츠,albac,albaceu
мрачный,그림,mrachnyy,geurim
охотник,헌터,ohotnik,heonteo
савочкин,사보치킨,savochkin,sabocikin
кожевникова,코제브니코바,kozhevnikova,kojebeunikoba
фёдорович,말리,fyodorovich,malri
маликов,코프,malikov,kopeu
меседа,메사,meseda,mesa
абдулларисовна,바구,abdullarisovna,bagu
багаудинова,디노바,bagaudinova,dinoba
владимирович,사나,vladimirovich,sana
санаев,예프,sanaev,yepeu
высоцкая,비소츠카야,vysockaya,bisoceukaya
буцаев,부차예프,bucaev,bucayepeu
жидков,지드코브,zhidkov,jideukobeu
николь,니콜,nikol,nikol
госвияни,고스비아니,gosviyani,goseubiani
нурзия,누르지야,nurziya,nureujiya
багманова,바그마노바,bagmanova,bageumanoba
ходос,호도스,hodos,hodoseu
женя,제니아,zhenya,jenia
гребенников,그레베니코브,grebennikov,geurebenikobeu
сканави,스카나비,skanavi,seukanabi
харлампович,하를람포비치,harlampovich,hareulrampobici
гаврилова,가브릴로바,gavrilova,gabeurilroba
дацик,다치크,dacik,dacikeu
брик,히립스카야,brik,hiribseukaya
алимжан,알림잔,alimzhan,alrimjan
тохтахунов,토흐타후노프,tohtahunov,toheutahunopeu
катя,카티아,katya,katia
лель,엘,lel,el
веденеева,베네데예바,vedeneeva,benedeyeba
ковылина,코빌리나,kovylina,kobilrina
анненко,안넨코,annenko,annenko
гришаева,그리샤예바,grishaeva,geurisyayeba
чернышёв,체르니쇼프,chernyshyov,cereunisyopeu
баста,바스타,basta,baseuta
порошина,포로시나,poroshina,porosina
зверева,즈베레바,zvereva,jeubereba
захаров,자카로프,zaharov,jakaropeu
зудина,주디나,zudina,judina
серябкина,세럅키나,seryabkina,seryabkina
лем,렘,lem,rem
араз,아라스,araz,araseu
агаларов,아갈라로프,agalarov,agalraropeu
антюфеев,안튜페예프,antyufeev,antyupeyepeu
таир,타이르,tair,taireu
красносельский,크라스노셀스키,krasnoselskiy,keuraseunoselseuki
апексимова,아펙시모바,apeksimova,apegsimoba
охлобыстина,아르부조바,ohlobystina,areubujoba
шатов,샤토프,shatov,syatopeu
антонов,안토노프,antonov,antonopeu
почепа,포셰파,pochepa,posyepa
гусева,무라시케비치,guseva,murasikebici
фортов,포르토프,fortov,poreutopeu
ардов,아르도프,ardov,areudopeu
ардова,아르도바,ardova,areudoba
дусмухаметов,두스무카메모프,dusmuhametov,duseumukamemopeu
загалав,자갈라프,zagalav,jagalrapeu
абдулбеков,압둘베코프,abdulbekov,abdulbekopeu
ведерников,베데르니코프,vedernikov,bedereunikopeu
арзамасова,아르자마소바,arzamasova,areujamasoba
мира,미라,mira,mira
арланова,알라노바,arlanova,alranoba
абрамова,아브라모바,abramova,abeuramoba
воля,볼랴,volya,bolrya
садовничий,사도브니치,sadovnichiy,sadobeunici
кургинян,쿠르기냔,kurginyan,kureuginyan
шеремет,샤라메트,sheremet,syarameteu
лещенко,레셴코,leshchenko,resyenko
рената,레나타,renata,renata
литвинова,리트비노바,litvinova,riteubinoba
лановой,라노보이,lanovoy,ranoboi
артемьевич,아르테,artemevich,areute
мартынович,마르티노비치,martynovich,mareutinobici
баркашов,바르카쇼프,barkashov,bareukasyopeu
светлаков,스베틀라코프,svetlakov,seubeteulrakopeu
дворцевой,드보르체보이,dvorcevoy,deuboreuceboi
качанов,카차노프,kachanov,kacanopeu
ляйсан,랴이산,lyaysan,ryaisan
утяшева,우탸셰바,utyasheva,utyasyeba
серова,세로바,serova,seroba
полина,폴리나,polina,polrina
агуреева,아구레예바,agureeva,agureyeba
орджоникидзе,오르조니키제,ordzhonikidze,oreujonikije
хотиненко,호티넨코,hotinenko,hotinenko
шапошников,샤포시니코프,shaposhnikov,syaposinikopeu
смирнитский,스미르니츠키,smirnitskiy,seumireuniceuki
авен,아벤,aven,aben
гринденко,그린덴코,grindenko,geurindenko
найник,나이닉,naynik,nainig
трифонов,트리프노프,trifonov,teuripeunopeu
пионтковский,피온트콥스키,piontkovskiy,pionteukobseuki
старыгин,스타리긴,starygin,seutarigin
нурмагомедов,누르마고메도프,nurmagomedov,nureumagomedopeu
сергеевич,아스타시,sergeevich,aseutasi
асташёнок,요크,astashyonok,yokeu
соснора,소스노라,sosnora,soseunora
гарипова,가리포바,garipova,garipoba
сабина,사비나,sabina,sabina
ахмедова,아흐메도바,ahmedova,aheumedoba
берл,베를,berl,bereul
лазар,라자르,lazar,rajareu
бибилов,비빌로프,bibilov,bibilropeu
проклова,프로클로바,proklova,peurokeulroba
мирослава,미로슬라바,miroslava,miroseulraba
карпович,카르포비치,karpovich,kareupobici
мединский,메딘스키,medinskiy,medinseuki
снигирь,스니기르,snigir,seunigireu
сластин,슬라스틴,slastin,seulraseutin
яглыч,야글리크,yaglych,yageulrikeu
заманский,자만스키,zamanskiy,jamanseuki
ашманов,아시마노프,ashmanov,asimanopeu
ашурков,블라디미르,ashurkov,beulradimireu
китаев,키타예프,kitaev,kitayepeu
алёна,알료나,alyona,alryona
бабенко,바벤코,babenko,babenko
бабушкина,바부시키나,babushkina,babusikina
редникова,레드니코바,rednikova,redeunikoba
александровна,아자,aleksandrovna,aja
азарова,로바,azarova,roba
щёкина,쇼키나,shchyokina,syokina
мисуркин,미수르킨,misurkin,misureukin
бабкина,밥키나,babkina,babkina
макаревич,마카레비치,makarevich,makarebici
игнатий,이그나트,ignatiy,igeunateu
акрачков,아카크코브,akrachkov,akakeukobeu
климова,클리모바,klimova,keulrimoba
шамиль,샤밀,shamil,syamil
тарпищев,타르피셰프,tarpishchev,tareupisyepeu
лукин,루킨,lukin,rukin
самуил,사무일,samuil,samuil
алёшин,알료신,alyoshin,alryosin
александрова,알렉산드로바,aleksandrova,alregsandeuroba
хованский,코반스키,hovanskiy,kobanseuki
газенко,가젠코,gazenko,gajenko
бычкова,비치코바,bychkova,bicikoba
банщикова,반쉬치코바,banshchikova,banswicikoba
вьялицына,비알리치나,vyalicyna,bialricina
барецкий,바레츠키,bareckiy,bareceuki
драго,드라고,drago,deurago
винерусманова,비네르,vinerusmanova,binereu
алифиренко,알리피렌코,alifirenko,alripirenko
кудряшов,쿠드랴쇼프,kudryashov,kudeuryasyopeu
радимов,라디모프,radimov,radimopeu
симон,사이먼,simon,saimeon
набатов,나바토프,nabatov,nabatopeu
гуськов,구스코프,guskov,guseukopeu
зобова,조보바,zobova,joboba
болдыков,볼디코프,boldykov,boldikopeu
ионов,이오노프,ionov,ionopeu
балтер,발터,balter,balteo
чадов,차도프,chadov,cadopeu
батрутдинов,바트루트디노프,batrutdinov,bateuruteudinopeu
дворников,드보르니코프,dvornikov,deuboreunikopeu
виторган,비토르간,vitorgan,bitoreugan
витальевич,글루,vitalevich,geulru
