マツモトユキヒロ,松本行弘,matsumotoyukihiro
シズオカケン,静冈县,shizuokaken
アシックス,亚瑟士,ashikkusu
バンフクジ,万福寺,banfukuji
ニッポンプロサッカーリーグ,日本职业足球联赛,nipponpurosakkārīgu
ニホンコウクウコウトウガッコウ,日本航空高等学校,nihonkoukuukoutougakkou
コクリツイデンガクケンキュウジョ,国立遗传学研究所,kokuritsuidengakukenkyuujo
トウホクホウソウ,东北放送,touhokuhousou
アサクサ,浅草,asakusa
アサクラグン,朝仓郡,asakuragun
サンインチュウオウテレビジョンホウソウ,山阴中央电视台,saninchuuouterebijonhousou
トウカイテレビホウソウ,东海电视台,toukaiterebihousou
フジニュースネットワーク,富士新闻网,fujinyūsunettowāku
サンインホウソウ,山阴放送,saninhousou
オカヤマホウソウ,冈山放送,okayamahousou
セトナイカイホウソウ,濑户内海放送,setonaikaihousou
サッポロシエイチカテツナンボクセン,南北线,sapporoshieichikatetsunanbokusen
イワキヒラハン,磐城平藩,iwakihirahan
ニホンカイテレビジョンホウソウ,日本海电视台,nihonkaiterebijonhousou
チチブテツドウ,秩父铁道,chichibutetsudou
ニシニッポンホウソウ,西日本放送,nishinipponhousou
トヤマケン,富山县,toyamaken
ヴィッセルコウベ,神户胜利船,visserukoube
ウジカズワシャ,宇治上神社,ujikazuwasha
アジアハイウェイ,亚洲公路网,ajiahaiwei
エイアオブンコ,永青文库,eiaobunko
シセイドウ,资生堂,shiseidou
アサヒショウ,朝日奖,asahishou
アサヒカセイ,旭化成,asahikasei
アサヒシンブン,朝日新闻,asahishinbun
アサヒビール,朝日啤酒,asahibīru
セイイタイショウグン,征夷大将军,seiitaishougun
プロレス,职业摔角,puroresu
マエダシ,前田氏,maedashi
イチカイマチ,市贝町,ichikaimachi
ウラガスイドウ,浦贺水道,uragasuidou
グッドデザインショウ,优良设计奖,guddodezainshou
ミタケ,御岳,mitake
ゼブラ,斑马文具,zebura
タイマヒコジンジャ,大麻比古神社,taimahikojinja
キセイホンセン,纪势本线,kiseihonsen
カントウチホウ,关东地方,kantouchihou
ヤマナシケン,山梨县,yamanashiken
トエイチカテツアサクサセン,浅草线,toeichikatetsuasakusasen
シマネケン,岛根县,shimaneken
ニッコウコクリツコウエン,日光国立公园,nikkoukokuritsukouen
シンゴンリツムネ,真言律宗,shingonritsumune
ノムラショウケン,野村证券,nomurashouken
キョウトギョエン,京都御苑,kyoutogyoen
ヒナマツリ,雏祭,hinamatsuri
カシワザキカリワゲンシリョクハツデンショ,柏崎刈羽核能发电厂,kashiwazakikariwagenshiryokuhatsudensho
フゾクイケダショウジケン,附属池田小学事件,fuzokuikedashoujiken
アシヤマチ,芦屋町,ashiyamachi
ソウマナカムラハン,相马中村藩,soumanakamurahan
オヤママチ,小山町,oyamamachi
コウダンシャ,讲谈社,koudansha
オカヤマケン,冈山县,okayamaken
セイブタマガワセン,多摩川线,seibutamagawasen
カミカゼトクベツコウゲキタイ,特别攻击队,kamikazetokubetsukougekitai
フクイケン,福井县,fukuiken
ヨドハン,淀藩,yodohan
トウキョウディズニーランド,东京迪士尼乐园,toukyoudizunīrando
コウベシエイチカテツカイガンセン,海岸线,koubeshieichikatetsukaigansen
ニイガタケン,新潟县,niigataken
テレビセトウチ,濑户内电视台,terebisetouchi
キムツヨシイコマオサムイズミコクテイコウエン,金刚生驹纪泉国定公园,kimutsuyoshiikomaosamuizumikokuteikouen
シモイナグン,下伊那郡,shimoinagun
ハニシナグン,埴科郡,hanishinagun
キョウトシエイチカテツ,京都市营地下铁,kyoutoshieichikatetsu
ヨウワ,养和,youwa
オオイタケン,大分县,ooitaken
タマキマチ,玉城町,tamakimachi
ヒダキソガワコクテイコウエン,飞驒木曾川国定公园,hidakisogawakokuteikouen
リュウアンジ,龙安寺,ryuuanji
ウラニッポン,里日本,uranippon
カイジョウジエイタイ,海上自卫队,kaijoujieitai
トウエイアニメーション,东映动画,toueianimēshon
ブンキュウ,文久,bunkyuu
サツママチ,萨摩町,satsumamachi
ハクビセン,伯备线,hakubisen
キビセン,吉备线,kibisen
カスミガセキビルディング,霞关大楼,kasumigasekibirudingu
ミヤケ,宫家,miyake
トットリケン,鸟取县,tottoriken
ヨコハマランドマークタワー,横滨地标大厦,yokohamarandomākutawā
ヨウコウ,阳光号卫星,youkou
ホッカイドウコンサドーレサッポロ,北海道札幌冈萨多,hokkaidoukonsadōresapporo
コウチケン,高知县,kouchiken
キョウトアサヒガオカチュウガクジケン,京都旭丘中学事件,kyoutoasahigaokachuugakujiken
チュウブチホウ,中部地方,chuubuchihou
マガタマ,勾玉,magatama
トウキョウデンリョクホールディングス,东京电力,toukyoudenryokuhōrudingusu
セッカンセイジ,摄关政治,sekkanseiji
ヨゴマチ,余吴町,yogomachi
ウスザン,有珠山,usuzan
ジョウモンスギ,绳文杉,joumonsugi
ショウミョウダキ,称名瀑布,shoumyoudaki
ハトヤマユキオナイカク,鸠山由纪夫内阁,hatoyamayukionaikaku
ソニーミュージックエンタテインメント,日本索尼音乐娱乐,sonīmyūjikkuentateinmento
シュウエイシャ,集英社,shuueisha
アソサン,阿苏山,asosan
ニシテラ,西寺,nishitera
カドカワガクエンショウセツタイショウ,角川学园小说大赏,kadokawagakuenshousetsutaishou
ホンカクミステリタイショウ,本格推理大奖,honkakumisuteritaishou
カブキモノ,倾奇者,kabukimono
クマノハヤタマタイシャ,熊野速玉大社,kumanohayatamataisha
ネヅジンジャ,根津神社,nedzujinja
ヒロシマテレビホウソウ,广岛电视台,hiroshimaterebihousou
オダキュウオダワラセン,小田原线,odakyuuodawarasen
ホクエツキュウコウホクホクセン,北北线,hokuetsukyuukouhokuhokusen
アカシカイキョウ,明石海峡,akashikaikyou
ハマドオリ,滨通,hamadoori
アブカザングン,阿武火山群,abukazangun
ムロマチトキヨ,室町时代,muromachitokiyo
コウキョガイエン,皇居外苑,koukyogaien
カシワレイソル,柏雷素尔,kashiwareisoru
コーエー,光荣,kōē
センボクグン,仙北郡,senbokugun
トウキョウドーム,东京巨蛋,toukyoudōmu
トウホクデンリョク,东北电力,touhokudenryoku
ゲンプク,日本元服礼,genpuku
ソウヤ,宗谷号巡视船,souya
コカワデラエンギエマキ,粉河寺缘起绘卷,kokawaderaengiemaki
テレビトウキョウ,东京电视台,terebitoukyou
モトヤママチ,本山町,motoyamamachi
スカイマーク,天马航空,sukaimāku
シモキタザワ,下北泽,shimokitazawa
ホウソウダイガクガクエン,放送大学学园,housoudaigakugakuen
トウブニッコウセン,日光线,toubunikkousen
カントウテツドウ,关东铁道,kantoutetsudou
サガミテツドウ,相模铁道,sagamitetsudou
ジンジャ,神社,jinja
コウブンキョウイクケンキュウカイ,公文式,koubunkyouikukenkyuukai
バンダイマチ,磐梯町,bandaimachi
ミナマタビョウ,水俣病,minamatabyou
トウキュウセタガヤセン,世田谷线,toukyuusetagayasen
フィリピンウミプレート,菲律宾海板块,firipinumipurēto
ビワコマイニチマラソン,琵琶湖马拉松,biwakomainichimarason
サカホギマチ,坂祝町,sakahogimachi
コトブキヒサシ,寿永,kotobukihisashi
オクタママチ,奥多摩町,okutamamachi
オキグン,隐岐郡,okigun
アサヒマチ,朝日町,asahimachi
サッポロシエイチカテツ,札幌市营地下铁,sapporoshieichikatetsu
ワシ,和纸,washi
タカオカグン,高冈郡,takaokagun
チョウジュウジンブツギガ,鸟兽戏画,choujuujinbutsugiga
ダザイフ,大宰府,dazaifu
セイウンショウ,星云奖,seiunshou
フネオカヤマ,船冈山,funeokayama
アカングン,阿寒郡,akangun
コセイセン,湖西线,koseisen
ミナモトシ,源氏,minamotoshi
ヘイリンジ,平林寺,heirinji
イタダキホウテラ,顶法寺,itadakihoutera
ミノルタ,美能达,minoruta
アダタラヤマ,安达太良山,adatarayama
コニカ,柯尼卡,konika
シグマ,适马,shiguma
カマクラバクフ,镰仓幕府,kamakurabakufu
テンリキョウ,天理教,tenrikyou
サイタマシントシコウツウイナセン,伊奈线,saitamashintoshikoutsuuinasen
エピックレコードジャパン,日本史诗唱片,epikkurekōdojapan
ソウテツイズミノセン,泉野线,soutetsuizuminosen
ソウテツホンセン,相铁本线,soutetsuhonsen
ソウシャバン,奏者番,soushaban
ウエシンデンテツジョウシンセン,上信线,ueshindentetsujoushinsen
キトラコフン,龟虎古坟,kitorakofun
オオホリコウエン,大濠公园,oohorikouen
ネットウヨク,网路右翼,nettouyoku
ミヤフルグン,宫古郡,miyafurugun
トマリハツデンショ,泊核能发电厂,tomarihatsudensho
カモン,家纹,kamon
ブンカフクソウガクイン,文化服装学院,bunkafukusougakuin
ヒラノジンジャ,平野神社,hiranojinja
ガンバオオサカ,大阪飞脚,ganbaoosaka
ヨシダグン,吉田郡,yoshidagun
シレトココクリツコウエン,知床国立公园,shiretokokokuritsukouen
フクオカタワー,福冈塔,fukuokatawā
シンジョウハン,新庄藩,shinjouhan
カメダハン,龟田藩,kamedahan
ウエヤマハン,上山藩,ueyamahan
スクウェア,史克威尔,sukuwea
オオサカジョウコウエン,大阪城公园,oosakajoukouen
ジャパンカップ,日本杯,japankappu
ヤヒコヤマ,弥彦山,yahikoyama
ヒロカイグンコウショウ,广海军工厂,hirokaigunkoushou
サンポクマチ,山北町,sanpokumachi
カゲマ,阴间,kagema
キタシタラグン,北设乐郡,kitashitaragun
オダキュウハコネ,箱根登山铁道,odakyuuhakone
ニッポンビジュツ,日本艺术,nipponbijutsu
リクルートジケン,瑞可利事件,rikurūtojiken
ホクリクデンリョク,北陆电力,hokurikudenryoku
タネガシマウチュウセンター,种子岛宇宙中心,tanegashimauchuusentā
リツリョウセイ,日本律令制,ritsuryousei
カイジ,甲斐路号列车,kaiji
ホッカイドウデンリョク,北海道电力,hokkaidoudenryoku
ドウシュウセイ,日本道州制议论,doushuusei
コウベコウソクテツドウ,神户高速铁道,koubekousokutetsudou
ケイサツチョウ,警察厅,keisatsuchou
ヨウロウマチ,养老町,youroumachi
キョウト,京都,kyouto
トウキョウマルイ,东京丸井,toukyoumarui
シズタニガッコウ,闲谷学校,shizutanigakkou
ショウナイハン,庄内藩,shounaihan
ケイヨウセン,京叶线,keiyousen
アンバテラ,鞍马寺,anbatera
カデナヒコウジョウ,嘉手纳空军基地,kadenahikoujou
クビサト,首里,kubisato
ミヤシロマチ,宫代町,miyashiromachi
パイオニア,先锋,paionia
ヤマハハツドウキ,山叶发动机,yamahahatsudouki
フナイデンキ,船井电机,funaidenki
ニッポンサッカーリーグ,日本足球联赛,nipponsakkārīgu
ワシミヤジンジャ,鹫宫神社,washimiyajinja
タカサゴコウリョウコウギョウ,高砂香料工业,takasagokouryoukougyou
カラツハン,唐津藩,karatsuhan
キョウセラ,京瓷,kyousera
フジテレビジョン,富士电视台,fujiterebijon
ギンザ,银座,ginza
セイコーエプソン,精工爱普生,seikōepuson
トクシマケン,德岛县,tokushimaken
サガケン,佐贺县,sagaken
ウエマツマチ,上松町,uematsumachi
ミョウシンジ,妙心寺,myoushinji
イズヤマジンジャ,伊豆山神社,izuyamajinja
オオクニタマシイジンジャ,大国魂神社,ookunitamashiijinja
ムラタセイサクショ,村田制作所,murataseisakusho
ウエノオンシコウエン,上野公园,uenoonshikouen
マシケマチ,增毛町,mashikemachi
ハラジュク,原宿,harajuku
セツブン,节分,setsubun
オトクニグン,乙训郡,otokunigun
カガワケン,香川县,kagawaken
ソニーモバイルコミュニケーションズ,索尼移动通信,sonīmobairukomyunikēshonzu
オオエマチ,大江町,ooemachi
アオハチスイン,青莲院,aohachisuin
センソウジ,浅草寺,sensouji
キンユウチョウ,金融厅,kinyuuchou
カイケイケンサイン,会计检查院,kaikeikensain
ハシマグン,羽岛郡,hashimagun
ヒエイザン,比叡山,hieizan
カワサキジュウコウギョウ,川崎重工业,kawasakijuukougyou
ツガルカイキョウセン,津轻海峡线,tsugarukaikyousen
ソウトウシュウ,日本曹洞宗,soutoushuu
ヒロシマコウソクコウツウ,广岛高速交通,hiroshimakousokukoutsuu
ウスイトウゲ,碓冰峠,usuitouge
ジュウジュツ,柔术,juujutsu
イカルガマチ,斑鸠町,ikarugamachi
ニッポンアカデミーショウサクヒンショウ,日本电影学院奖最佳影片奖,nipponakademīshousakuhinshou
ホクリクチホウ,北陆地方,hokurikuchihou
トウキュウタマガワセン,东急多摩川线,toukyuutamagawasen
オンシウエノドウブツエン,上野动物园,onshiuenodoubutsuen
コマツセイサクショ,小松制作所,komatsuseisakusho
ミノブセン,身延线,minobusen
アルビレックスニイガタ,新潟天鹅,arubirekkusuniigata
トウキョウトコウツウキョクウエノケンスイセン,上野悬垂线,toukyoutokoutsuukyokuuenokensuisen
アオキヶハラ,青木原,aokiヶhara
サンヨウシンカンセン,山阳新干线,sanyoushinkansen
ニッポンコクユウテツドウ,日本国有铁道,nipponkokuyuutetsudou
シモミノチグン,下水内郡,shimominochigun
ポカヨケ,防呆,pokayoke
ヒロシマケン,广岛县,hiroshimaken
マツカワジケン,松川事件,matsukawajiken
セシュウシンノウカ,世袭亲王家,seshuushinnouka
マツヤフーズ,松屋食品,matsuyafūzu
ローランド,乐兰,rōrando
キンキチホウ,近畿地方,kinkichihou
オオバヤシグミ,大林组,oobayashigumi
オウバクシュウ,黄檗宗,oubakushuu
ミハマハツデンショ,美滨核电厂,mihamahatsudensho
トエイチカテツオオエドセン,大江户线,toeichikatetsuooedosen
デンゲキショウセツタイショウ,电击小说大奖,dengekishousetsutaishou
ヘイアンキョウ,平安京,heiankyou
パレットタウンダイカンランシャ,调色板城大摩天轮,parettotaundaikanransha
アスカミヤコ,飞鸟,asukamiyako
チュウガイセイヤク,中外制药,chuugaiseiyaku
カンサイコクサイクウコウレンラクキョウ,关西国际机场联络桥,kansaikokusaikuukourenrakukyou
ウエダカッセン,上田合战,uedakassen
ヨシオカテイテン,吉冈定点,yoshiokateiten
ハニワ,埴轮,haniwa
アフロイヌ,爆炸狗,afuroinu
オオキマチ,大木町,ookimachi
トヤママチ,富山町,toyamamachi
オオクママチ,大熊町,ookumamachi
オウメセン,青梅线,oumesen
オダワラヒョウジョウ,小田原评定,odawarahyoujou
ヒロシマヘイワキネンシキテン,广岛和平纪念仪式,hiroshimaheiwakinenshikiten
シンカンセン,新干线,shinkansen
マキノフライスセイサクショ,牧野机床,makinofuraisuseisakusho
サッポロラーメンヨコチョウ,札幌拉面横街,sappororāmenyokochou
イケダマチ,池田町,ikedamachi
アヅチマチ,安土町,adzuchimachi
フジフイルム,富士胶片,fujifuirumu
ニシヤマジケン,西山事件,nishiyamajiken
サーチナ,新秦,sāchina
ホウザンジ,宝山寺,houzanji
キョウトシエイチカテツカラスマセン,乌丸线,kyoutoshieichikatetsukarasumasen
ヤマグチグミ,山口组,yamaguchigumi
オオイグン,大饭郡,ooigun
ニッポンエイガ,日本电影,nipponeiga
オオイトセン,大糸线,ooitosen
トウキュウオオイマチセン,大井町线,toukyuuooimachisen
オオイソマチ,大矶町,ooisomachi
オオイマチ,大饭町,ooimachi
オオイズミマチ,大泉町,ooizumimachi
オウジセイシ,王子制纸,oujiseishi
スクールミズギ,日本学生泳衣,sukūrumizugi
シチョウ,支厅,shichou
ウンゼンダケ,云仙岳,unzendake
タイジンキョウフショウ,对人恐惧症,taijinkyoufushou
シナイ,竹刀,shinai
コトブキフクテラ,寿福寺,kotobukifukutera
ザオウレンポウ,藏王连峰,zaourenpou
トウレ,东丽,toure
オオミヤアルディージャ,大宫松鼠,oomiyaarudīja
ホンノウジ,本能寺,honnouji
オオヨドマチ,大淀町,ooyodomachi
ミハママチ,美滨町,mihamamachi
ニイガタケンナカゴエオキジシン,新潟县中越近海地震,niigatakennakagoeokijishin
クラテマチ,鞍手町,kuratemachi
ゾクグン,贼军,zokugun
タチヒキギョウ,立飞企业,tachihikigyou
チュウブサンガクコクリツコウエン,中部山岳国立公园,chuubusangakukokuritsukouen
トウキョウシンブン,东京新闻,toukyoushinbun
テンコウ,转向,tenkou
ゼンミネテラ,善峰寺,zenminetera
ニンテンドウジョウホウカイハツホンブ,任天堂情报开发本部,nintendoujouhoukaihatsuhonbu
ナガサキケン,长崎县,nagasakiken
オキナワケン,冲绳县,okinawaken
オオサカコクサイジョシマラソン,大阪国际女子马拉松,oosakakokusaijoshimarason
オオサカガス,大阪瓦斯,oosakagasu
