stefano,스테파노,seutepano
malatesta,말라테스타가,malrateseutaga
internet,인터넷,inteones
governance,거버넌스,geobeoneonseu
forum,포럼,poreom
cappelle,메디치,medici
medicee,예배당,yebaedang
medici,메디치,medici
saeculum,종교,jonggyo
obscurum,암흑시대,amheugsidae
erreà,에레아,erea
magneti,마그네티,mageuneti
marelli,마렐리,marelri
horti,살루스티우스,salruseutiuseu
sallustiani,정원,jeongweon
naufragio,코스타,koseuta
scale,게모니아이,gemoniai
gemonie,계단,gyedan
pecorino,페코리노,pekorino
etro,에트로,eteuro
isotta,이소타,isota
fraschini,프라스키니,peuraseukini
oto,오토,oto
melara,멜라라,melrara
pala,팔라,palra
saturnia,사투르니아,satureunia
acquedotti,로마의,romayi
trattoria,트라토리아,teuratoria
loro,로로,roro
piana,피아나,piana
missoni,미소니,misoni
d'abruzzo,다브루초,dabeuruco
albizzi,알비치가,albiciga
fratelli,이탈리아의,italriayi
università,카,ka
corkscrew,작전,jagjeon
medaglia,마테우치,mateuci
matteucci,메달,medal
ala,알라,alra
littoria,리토리아,ritoria
moncler,몽클레르,mongkeulrereu
alpini,알피니,alpini
mosè,모세,mose
parmalat,파르마라트,pareumarateu
veronavillafranca,공항,gonghang
federazione,이탈리아,italria
industria,음악,eumag
musicale,산업,saneob
macron,마크론,makeuron
reply,리플라이,ripeulrai
maggiore,마조레,majore
lorium,로리움,rorium
golden,골든,goldeun
boy,보이,boi
grenoli,그레노리,geurenori
compromesso,역사적,yeogsajeog
storico,타협,tahyeob
caenina,카이니나,kainina
ellesse,엘레쎄,elresse
pissalandrea,피살라디에르,pisalradiereu
nastro,나스트로,naseuteuro
d'argento,디아르젠토,diareujento
porto,포르투스,poreutuseu
società,단테,dante
alighieri,협회,hyeobhoe
virtus,비르투스,bireutuseu
entella,엔텔라,entelra
salewa,살레와,salrewa
saipem,사이펨,saipem
archizoom,아르키좀,areukijom
associati,아소시아티,asosiati
bigallo,비갈로,bigalro
schwarzberghorn,슈바르츠베르크호른,syubareuceubereukeuhoreun
irredentismo,미회수된,mihoesudoen
punta,푼타,punta
dogana,도가나,dogana
lacryma,라크리마,rakeurima
christi,크리스티,keuriseuti
nordoccidentale,북서부,bugseobu
sole,솔레,solre
domain,도메인,domein
hack,핵,haeg
church's,처치스,ceociseu
salviati,살비아티가,salbiatiga
valdostano,방언,bangeon
casa,카사,kasa
buonarroti,부오나로티,buonaroti
coppia,코피아,kopia
ferrarese,페라레세,perarese
gruppo,혼합,honhab
misto,단체,dance
arpitania,아르피타니아,areupitania
vallo,발로,balro
diano,디아노,diano
nasone,나소네,nasone
kiton,키톤,kiton
marca,이스트리엔,iseuteurien
d'istria,변경,byeongyeong
stibbert,박물관,bagmulgwan
rainbow,레인보우,reinbou
italica,동맹,dongmaeng
marni,마르니,mareuni
brutti,브루티,beuruti
e,마,ma
buoni,부오니,buoni
cappella,바론첼리,baroncelri
baroncelli,예배당,yebaedang
conservatorio,산타,santa
ciauscolo,차우스콜로,causeukolro
taekwondo,연맹,yeonmaeng
funivia,스트레사알피노모타로네,seuteuresaalpinomotarone
stresaalpinomottarone,케이블카,keibeulka
mazzanti,마잔티,majanti
automobili,오토모빌리,otomobilri
giardino,바르디니,bareudini
bardini,정원,jeongweon
romagiardinetti,선,seon
dilettanti,딜레탄티,dilretanti
antinori,궁전,gungjeon
patriarcale,궁전,gungjeon
cadorna,광장,gwangjang
viadotto,모란디,morandi
polcevera,교,gyo
prosciutto,토스카나,toseukana
segno,세뇨,senyo
shin,신,sin
vision,비전,bijeon
alsium,알시움,alsium
settentrionale,북부,bugbu
transumanza,이목,imog
riviera,이탈리아,italria
ligure,리비에라,ribiera
ostia,오스티아,oseutia
panini,파니니,panini
coreca,코레카,koreka
pombia,폼비아,pombia
safari,사파리,sapari
park,공원,gongweon
termali,온천,onceon
d'europa,마을,maeul
lierna,성,seong
sinistra,이탈리아,italria
alpago,알파고,alpago
scudetto,스쿠데토,seukudeto
unipol,우니폴,unipol
viale,비알레,bialre
beatrice,베아트리체,beateurice
italy,이탈리아,italria
next,넥스트,negseuteu
gen,젠,jen
extinction,멸종에의,myeoljongeyi
rebellion,반란,banran
viva,이탈리아,italria
coraggio,용기,yonggi
incidente,스트레사알피노모타로네,seuteuresaalpinomotarone
brignone,브리뇨네,beurinyone
kristian,크리스티안,keuriseutian
ghedina,게디나,gedina
risso,리소,riso
camila,카밀라,kamilra
genina,제니나,jenina
corbucci,코르부치,koreubuci
quario,콰리오,kwario
blardone,블라르도네,beulrareudone
simoncelli,시몬첼리,simoncelri
petri,페트리,peteuri
pirro,피로,piro
corrado,코라도,korado
pardini,파르디니,pareudini
abatantuono,아바탄투오노,abatantuono
furia,푸리아,puria
zampa,잠파,jampa
donato,도나토,donato
ortolani,오르톨라니,oreutolrani
ermini,에르미니,ereumini
piazón,피아손,piason
joël,조엘,joel
retornaz,레토르나,retoreuna
cornelio,코르넬리오,koreunelrio
sommaruga,솜마루가,sommaruga
ferzan,페르잔,pereujan
özpetek,외즈페테크,oejeupetekeu
pietrangeli,피에트란젤리,pieteuranjelri
markus,마르쿠스,mareukuseu
lanz,란츠,ranceu
liggio,리조,rijo
gallinari,갈리나리,galrinari
soldati,솔다티,soldati
arri,아리,ari
gabanelli,가바넬리,gabanelri
schifani,스키파니,seukipani
desirée,데시레,desire
rancatore,랑카토레,rangkatore
pannella,파넬라,panelra
assunta,아순타,asunta
legnante,레냔테,renyante
mardersteig,마르더슈타이크,mareudeosyutaikeu
kid,키드,kideu
crème,크렘,keurem
pippo,피포,pipo
baudo,바우도,baudo
riccardi,리카르디,rikareudi
lola,롤라,rolra
pagnani,파냐니,panyani
edmond,에드먼드,edeumeondeu
fischer,피셔,pisyeo
collio,콜리오,kolrio
bergonzoli,베르곤촐리,bereugoncolri
bonino,보니노,bonino
ilona,일로나,ilrona
staller,스탈레르,seutalrereu
anton,안톤,anton
malloth,말로트,malroteu
gandusio,간두시오,gandusio
martino,마르티노,mareutino
kengiro,아즈마,ajeuma
azuma,겐지로,genjiro
monachello,모나켈로,monakelro
manassero,마나세로,manasero
bolognini,볼로니니,bolronini
branduardi,브란두아르디,beuranduareudi
tronchetti,트론케티,teuronketi
provera,프로베라,peurobera
nives,니베스,nibeseu
meroi,메로이,meroi
fornero,포르네로,poreunero
nilde,닐데,nilde
iotti,이오티,ioti
bragaglia,브라가글리아,beuragageulria
acanfora,아칸포라,akanpora
bellincampi,벨린캄피,belrinkampi
elvis,엘비스,elbiseu
abbruscato,아브루스카토,abeuruseukato
sabina,사비나,sabina
panzanini,판차니니,pancanini
carmen,카르멘,kareumen
consoli,콘솔리,konsolri
piccioni,피치오니,picioni
raffaello,라파엘로,rapaelro
zalaffi,찰라피,calrapi
scaroni,스카로니,seukaroni
campanile,캄파닐레,kampanilre
scognamiglio,스코냐밀리오,seukonyamilrio
montagnani,몬타냐니,montanyani
pozzovivo,포초비보,pocobibo
accardi,아카르디,akareudi
righelli,리겔리,rigelri
tornaghi,토르나기,toreunagi
tim,팀,tim
parks,파크스,pakeuseu
pappalardo,파팔라르도,papalrareudo
patanè,파탄,patan
calderoli,칼데롤리,kalderolri
alvise,알비세,albise
zorzi,초르치,coreuci
racah,라카,raka
cercignani,체르치냐니,cereucinyani
canfora,칸포라,kanpora
nucci,누치,nuci
coscioni,코시오니,kosioni
lara,라라,rara
éder,에데르,edereu
ardengo,아드렌도,adeurendo
soffici,소피치,sopici
silone,실로네,silrone
lubich,루빅,rubig
anselmo,안셀모,anselmo
colzani,콜차니,kolcani
morić,모리치,morici
riccarelli,리카렐리,rikarelri
dan,댄,daen
mitrione,미트리오네,miteurione
maccione,마초네,macone
zini,치니,cini
rutelli,루텔리,rutelri
nunzio,눈치오,nuncio
malasomma,말라좀마,malrajomma
baldi,발디,baldi
sironi,시로니,sironi
pagliughi,팔리우기,palriugi
pistrucci,피스트루치,piseuteuruci
morfeo,모르페오,moreupeo
scalice,스칼리체,seukalrice
cioni,초니,coni
katia,카티아,katia
brachetti,브라케티,beuraketi
lella,렐라,relra
baldovino,발도비노,baldobino
dassù,다수,dasu
tagliabue,탈리아부에,talriabue
rotta,로타,rota
cirillo,치릴로,cirilro
bugno,부뇨,bunyo
attili,아틸리,atilri
puccio,푸초,puco
leda,레다,reda
gloria,글로리아,geulroria
amadio,아마디오,amadio
parini,파리니,parini
crali,크랄리,keuralri
schipa,스키파,seukipa
gagli,갈리,galri
moreni,모레니,moreni
carlotto,카를로토,kareulroto
moll,몰,mol
spadolini,스파돌리니,seupadolrini
borgonovo,보르고노보,boreugonobo
dorothea,도로테아,dorotea
wierer,비러,bireo
nenni,넨니,nenni
valletti,발레티,balreti
ronconi,론코니,ronkoni
valentini,발렌티니,balrentini
terrani,테라니,terani
nicholas,니콜라스,nikolraseu
musuraca,무수라카,musuraka
orsoni,오르소니,oreusoni
rudiferia,루디페리아,rudiperia
vastola,바스톨라,baseutolra
vernizzi,베르니치,bereunici
milani,밀라니,milrani
vedova,베도바,bedoba
dorazio,도라치오,doracio
polverini,폴베리니,polberini
ravera,라베라,rabera
formigoni,포르미고니,poreumigoni
fassino,파시노,pasino
galantino,갈란티노,galrantino
eligio,엘리조,elrijo
sbardella,스바르델라,seubareudelra
sebi,세비,sebi
tramontana,트라몬타나,teuramontana
ken,켄,ken
laszlo,라즐로,rajeulro
mezzano,메차노,mecano
spagnolli,스파뇰리,seupanyolri
santanchè,산탄케,santanke
volandri,볼란드리,bolrandeuri
amadeus,아마데우스,amadeuseu
burlando,부를란도,bureulrando
cipolla,치폴라,cipolra
bergodi,베르고디,bereugodi
ada,아다,ada
pometti,포메티,pometi
musotto,무소토,musoto
agostino,아고스티노,agoseutino
casaroli,카사롤리,kasarolri
calasso,칼라소,kalraso
mannini,만니니,mannini
birolli,비롤리,birolri
crocitti,로치티,rociti
valinasso,발리나소,balrinaso
pairetto,파이레토,paireto
scanu,스카누,seukanu
berengo,베렝고,berenggo
gardin,가르딘,gareudin
passoni,파소니,pasoni
ray,레이,rei
lovelock,러블록,reobeulrog
gasdia,가스디아,gaseudia
bagni,바니,bani
mondolfo,몬돌포,mondolpo
righi,리기,rigi
bonaviri,보나비리,bonabiri
serafin,세라핀,serapin
mangiarotti,만자로티,manjaroti
prisco,프리스코,peuriseuko
nannuzzi,난누치,nannuci
dapporto,다포르토,daporeuto
dacastello,다카스텔로,dakaseutelro
castiglioni,카스틸리오니,kaseutilrioni
angel,앙헬,anghel
virasoro,비라로소,biraroso
sissa,시사,sisa
sedina,세디나,sedina
ratti,라티,rati
mariastella,마리아스텔라,mariaseutelra
gelmini,젤미니,jelmini
memmo,멤모,memmo
marcegaglia,마르체갈리아,mareucegalria
prestigiacomo,프레스티자코모,peureseutijakomo
falcone,팔코네,palkone
fracci,프라치,peuraci
starnone,스타르노네,seutareunone
cinetti,치네티,cineti
orlandoni,오를란도니,oreulrandoni
bocca,보카,boka
visco,비스코,biseuko
buscetta,부셰타,busyeta
ciccio,치초,cico
ingrassia,인그라시아,ingeurasia
battisti,바티스티,batiseuti
oioli,오이올리,oiolri
frustalupi,프루스탈루피,peuruseutalrupi
turcato,투르카토,tureukato
camillo,카밀로,kamilro
mastrocinque,마스트로첸케,maseuteurocenke
caldoro,칼도로,kaldoro
stampacchia,스탐파키아,seutampakia
santomaso,산토마소,santomaso
delpini,델피니,delpini
meneghin,메네긴,menegin
catinari,카티나리,katinari
girolami,지로라미,jirorami
cocciante,코찬테,kocante
adone,아도네,adone
zoli,촐리,colri
taddei,타데이,tadei
ciccolo,치콜로,cikolro
denis,데니스,deniseu
verdini,베르디니,bereudini
dell'utri,델우트리,deluteuri
sani,사니,sani
bečirovič,베치로비치,becirobici
aroldo,아롤도,aroldo
tieri,티에리,tieri
salce,샐스,saelseu
saverio,사베리오,saberio
nitti,니티,niti
trenker,트렌커,teurenkeo
meneghello,메네겔로,menegelro
venditti,벤디티,benditi
clelio,클렐리오,keulrelrio
darida,다리다,darida
mino,미노,mino
ganz,간츠,ganceu
leonora,레오노라,reonora
ruffo,루포,rupo
cacciari,카차리,kacari
girardi,지라르디,jirareudi
leoluca,레올루카,reolruka
ligabue,리가부에,rigabue
mia,미아,mia
robbiati,로비아티,robiati
gemser,젬서,jemseo
barzini,바지니,bajini
alda,알다,alda
merini,메리니,merini
boattini,보아티니,boatini
grava,그라바,geuraba
buzzati,부차티,bucati
bombardini,봄바르디니,bombareudini
pescante,페스칸테,peseukante
zotti,초티,coti
giordana,지오다나,jiodana
ammaniti,암만티,ammanti
seno,세노,seno
grieco,그리에코,geurieko
chiappucci,키아푸치,kiapuci
chiabotto,치아폿토,ciaposto
clyde,클라이드,keulraideu
geronimi,제로니미,jeronimi
maffei,마페이,mapei
mirka,미르카,mireuka
francia,프란시아,peuransia
sofri,소프리,sopeuri
canonica,카노니카,kanonika
bizzotto,비초토,bicoto
rachele,레이첼,reicel
guidi,무솔리니,musolrini
paratore,파라토레,paratore
capurso,카푸르소,kapureuso
zanzotto,찬초토,cancoto
roxana,록사나,rogsana
baldetti,발데티,baldeti
rossini,로시니,rosini
betrone,베트로네,beteurone
caressa,카레사,karesa
besozzi,베소치,besoci
ottolina,오톨리나,otolrina
rossana,로산나,rosanna
podestà,포데스타,podeseuta
dara,다라,dara
nizzolo,니촐로,nicolro
paruzzi,파루치,paruci
lattanzio,라탄치오,ratancio
ottone,오토네,otone
rosai,로사이,rosai
crescenzio,크레셴치오,keuresyencio
sepe,세페,sepe
campogalliani,캄포갈리아니,kampogalriani
filippeschi,필리페스키,pilripeseuki
montaguti,몬타구티,montaguti
fedora,페도라,pedora
maurice,모리스,moriseu
taylor,테일러,teilreo
gaudini,가우디니,gaudini
lario,라리오,rario
ferron,페론,peron
fontolan,폰톨란,pontolran
caponnetto,카폰네토,kaponneto
fogliani,폴리아니,polriani
zanchetta,찬케타,canketa
ruini,루이니,ruini
votto,보토,boto
jorio,요리오,yorio
franciolini,프란촐리니,peurancolrini
bronzini,브론치니,beuroncini
zaia,차이아,caia
franceschini,프란체스키니,peuranceseukini
iorio,이오리오,iorio
crepax,크레팍스,keurepagseu
ceccarini,체카리니,cekarini
malvaldi,말발디,malbaldi
cassese,카세세,kasese
milly,밀리,milri
carlucci,칼루치,kalruci
lenzi,렌치,renci
costanza,코스탄차,koseutanca
zanoletti,차놀레티,canolreti
helena,헬레나,helrena
makowska,마코프스카,makopeuseuka
loretta,로레타,roreta
goggi,고지,goji
leonviola,레온비올라,reonbiolra
gisella,지젤라,jijelra
marengo,마렝고,marenggo
guidoni,귀도니,gwidoni
fazio,파치오,pacio
bracchi,브라키,beuraki
pari,파리,pari
chiambretti,키암브레티,kiambeureti
grappasonni,그라파손니,geurapasonni
magro,마로,maro
mieli,미엘리,mielri
seracini,세라치니,seracini
puglia,풀리아,pulria
morelli,모렐리,morelri
gasparri,가스파리,gaseupari
rosselli,로셀리,roselri
cannarozzi,카나로치,kanaroci
salvemini,살베미니,salbemini
windisch,빈디슈,bindisyu
storace,스토라체,seutorace
fossati,포사티,posati
galante,갈란테,galrante
montedoro,몬테도로,montedoro
calindri,칼린드리,kalrindeuri
lamberti,람베르티,rambereuti
datome,다토메,datome
realini,레알리니,realrini
lucchese,루케세,rukese
bettoja,베토이아,betoia
cucchi,쿠키,kuki
diana,디아나,diana
barra,바라,bara
mimmo,밈모,mimmo
jodice,요디체,yodice
cantarini,칸타리니,kantarini
gioconda,조콘다,jokonda
kanakis,카나키스,kanakiseu
giannattasio,잔나타시오,jannatasio
bonitatibus,보니타티부스,bonitatibuseu
malagodi,말라고디,malragodi
comi,코미,komi
strehler,스트렐레르,seuteurelrereu
denaro,데나로,denaro
lavoratori,라보라토리,raboratori
concetto,콘체토,konceto
pozzati,포차티,pocati
barzizza,바르치차,bareucica
miccichè,미치케,micike
travaglio,트라불리오,teurabulrio
alfonso,알폰소,alponso
pecoraro,페코라로,pekoraro
scanio,스카니오,seukanio
guaita,과이타,gwaita
oliviero,올리비에로,olribiero
diliberto,딜리베르토,dilribereuto
comastri,코마스트리,komaseuteuri
simionato,시미오나토,simionato
bentivoglio,벤티보글리오,bentibogeulrio
lucrezia,루크레치아,rukeurecia
lante,란타,ranta
rovere,로베르,robereu
mercedes,메르체데스,mereucedeseu
bresso,브레소,beureso
borboni,보르보니,boreuboni
settis,세티스,setiseu
cuccarini,쿠카리니,kukarini
roldano,롤다노,roldano
lupi,루피,rupi
bottai,보타이,botai
altero,알테로,altero
matteoli,마테올리,mateolri
casartelli,카사르텔리,kasareutelri
coluzzi,콜러치,kolreoci
agnolin,아뇰린,anyolrin
brutto,브루토,beuruto
melita,멜리타,melrita
toniolo,토니오로,tonioro
lorenzon,로렌촌,rorencon
bori,보리,bori
d'aversa,다베르사,dabereusa
trapanese,트라파네세,teurapanese
oliva,올리바,olriba
tondelli,톤델리,tondelri
jachino,야키노,yakino
canonero,카노네로,kanonero
baj,바이,bai
ballotta,발로타,balrota
borsellino,보르셀리노,boreuselrino
