ana,アナ
lachambre,ラチャンブレ
augustín,アウグスチン
lisardo,リサルド
guarinos,グアリノス
espinàs,エスピナス
gautier,レイシー
gándara,ガンダラ
gurfi,グルフィ
ayestarán,アジェスタラン
oli,オリ
pestaña,ペスターニャ
graciano,グラシアーノ
jaena,ハエナ
dasmariñas,ダスマリニャス
llimona,リモーナ
pisón,ピソン
rodó,ロドー
rosado,ロサド
elias,エリアス
dios,ディオス
badía,バディア
feijoo,フェイホー
armillas,アルミヤス
alfons,アルフォンス
braulio,ブラウリオ
blanch,ブラン
estapé,アスタペー
bordonado,ボルドナド
bru,ブル
fructuós,フルクトゥオッソ
ioritz,イオリッツ
mendizabal,メンディザバル
armiñán,アルミニャン
cornet,コルネット
bucho,ブチョ
gallardón,ガジャルドン
aguirrezabala,アギレサバラ
lanzuela,ランスエラ
inocencio,イノセンシオ
bertolí,ベルトリ
andonaegui,アンドナエギ
helen,エレン
lindes,リンデス
añor,アニョル
pio,ピオ
filippani,フィリッパーニ
ronconi,ロンコーニ
pipi,ピピ
lledó,リェドー
latas,ラタス
alegre,アレグレ
arrudi,アルディ
jimeno,ヒメーノ
correas,コレアス
roces,ロセス
asorey,アソレイ
gabeiras,ガベイラス
gall,ガイ
nilda,ニルダ
moura,モウラ
cortereal,レアル
bertol,ベルトル
monner,モナー
villalta,ビジャルタ
sera,セラ
torregrossa,トレゴローサ
lojendio,ロヘンディオ
montealegre,モンテアレグレ
blázquez,ブラスケス
borges,ボルヘス
arqueta,アルケタ
corcuera,コルクェラ
care,ケア
calpe,カルペ
mejuto,メフト
leon,レオン
pachi,パチ
mazagatos,マザガトス
garcés,ガルセス
triguero,トリゲロ
elgezábal,エルゲサバル
vania,バニア
zarraluki,サラルキ
olgoso,オルゴソ
buale,ブアレ
larraz,ラルラース
borbolla,ボルボージャ
teijeiro,テイエイロ
natalya,ナタリア
vetlitskaya,ベトリスカヤ
casañas,カザーニャス
santacana,サンタカナ
miñones,ミニョーネス
satrustegi,サトゥルステギ
alemany,アレマニ
spottorno,スポトルノ
soladrero,ソラドレロ
endika,エンディカ
guarrotxena,グアロチェナ
oncina,オンシーナ
maika,マイカ
makovski,マコフスキー
rami,ラミ
sagaz,サガス
temprano,テンプラーノ
barreto,バレート
brimeyer,ブリメイヤー
dumetz,デュメッツ
camprodón,カンプルドン
valcárcel,バルカルセル
verdeja,ベルデハ
bardales,バルダレス
hilarión,イラリオン
casamajor,カサマジョール
santafé,サンタフェ
togores,トゴレス
biern,ビアーン
boyd,ボイド
villoslada,ビリョスラーダ
tasio,タシオ
erkizia,エルキシア
cabello,カベリョ
ico,フランシスコ
xaviel,シャビエル
vilareyo,ビラレージョ
aja,アジャ
corocotta,コロコッタ
alibel,アリベール
negrin,ネグリン
llera,ジェラ
longoria,ロンゴリア
portusach,ポーツザーチ
ollé,オリェ
marshall,マーシャル
lyme,ライム
sardinero,サルディネーロ
reiguera,レイゲラ
angelillo,アンヘリージョ
jános,クシュマン
kuszmann,ヤーノス
gabino,ガビーノ
artuñedo,アルトゥニェード
téllezgirón,デ
astor,アストール
molero,モレーロ
grisolía,グリゾリア
fergus,ファーガス
riordan,リオーダン
colomer,コロメル
cosgaya,コスガヤ
vandewalle,ヴァンデウァル
czartoryska,チャルトリスカ
levi,レビ
faerna,ファエルナ
feito,フェイト
anton,アントン
erkoreka,エルコレカ
olegar,オレガル
fedoro,フェドロ
cels,セルス
elisabeth,エリサベット
torrebejano,トレベハノ
shimanskaya,シマンスカヤ
masó,マソ
guincho,グインチョ
abdón,アブドン
elio,エリオ
berhanyer,ベランイエール
anka,アンカ
uztáriz,ウスタリス
gadel,ガデル
gavira,ガビラ
pes,ペス
torresblanco,トレスブランコ
mergelina,メルヘリーナ
perinat,ペリナト
tuero,トゥエロ
mandi,マンディ
otermin,オテルミン
bustelo,ブステロ
villén,ビレン
zóbel,ソベル
arantza,アランツァ
ada,アダ
colau,クラウ
zaldívar,サルディバル
català,カタラー
astol,アストル
dafauce,ダフォース
georgina,ヘオルヒナ
torras,トラス
callejo,カジェホ
bansi,バンシ
recari,レカリ
jo,ホー
pasamonte,パサモンテ
almudéver,アルムデベル
witty,ウィッティー
bejerano,ベヘラノ
albella,アルベラ
benet,ベネット
casablancas,カサブランカス
trifol,トリフォル
bobadilla,ボバディージャ
cristino,クリスティノ
agüero,アグエロ
chavarrías,チャバリアス
salbatore,サルバトレ
bilintx,ビリンチュ
dastis,ダスティス
jurío,フリオ
drove,ドローブ
larramendi,ララメンディ
portabella,ポルタベラ
giorgi,ギオルギ
bagration,バグラティオニ
mafra,マフラ
gamero,ガメロ
laskurain,ラスクライン
goñi,ゴニ
illanes,イリャネス
astigarrabía,アスティガラビア
guillem,ギジェム
balagué,バラゲ
bacarisas,バカリサス
puyal,プジャル
megido,メギド
vayreda,バイレダ
espalter,エスパルター
bogo,ボゴ
sisó,シソ
lamote,ラモーテ
grignon,グリニョン
bages,バジェス
vinyet,ビニェット
panyella,パニェーヤ
fadrique,ファドリケ
boix,ボイシュ
jáudenes,ハウデネス
pagans,パガンズ
leveroni,レベローニ
faner,ファネール
rigola,リゴラ
recio,ラーショ
berta,ベルタ
amós,アモス
simona,シモーナ
škrabec,シュクラベッチ
malvar,マルバル
pica,ピカ
moraleda,モラレダ
mònica,モニカ
terribas,テリバス
risueño,リスエーニョ
maestre,マエストレ
cerdà,セルダ
fernandez,フェルナンデス
rafaela,ラファエラ
rujas,ルハス
aramburo,アラムブロ
brígido,ブリヒド
campra,カンプラ
canuto,カヌート
berea,ベレア
juanra,フアンラ
imberto,インベルト
castel,カステル
caputo,カプート
mundina,ムンディーナ
boyero,ボジェーロ
christina,クリスティーナ
avello,アベージョ
chunchuna,チュンチュナ
villafañe,ビラファーニェ
alaminos,アラミノス
vivar,ビバル
zornoza,ゾルノザ
bringas,ブリンガス
rubido,ルビド
aurora,オーロラ
llorach,リョラッチ
dionís,ディオニス
bennássar,ベナサル
cabal,カバル
vermut,ベルムト
bucarelli,ブカレリ
ysbert,イスバート
docha,ドチャ
riobóo,リオボー
acassuso,アカスソ
petrés,ペトレス
celada,セラーダ
fahmi,ファミ
alqhai,アルカイ
tembleque,テンブレケ
larrabeiti,ララベイティ
jusid,フシド
ojea,オヘーア
moxó,モソ
francolí,フランコリ
lapausa,ラパウサ
carola,カロラ
baleztena,バレステナ
espinilla,エスピニラ
albertí,アルベルティ
coussent,コウセント
lassaga,ラサガ
schmukler,シュムクラー
briones,ブリオネス
ezcurra,エスクーラ
tejedor,テヘドール
ibañez,イバニェス
chinarro,チナロ
chulin,チューリン
nart,ナルト
espeso,エスペーソ
caldera,カルデラ
eliseo,エリセオ
coll,コール
piñeiro,ピニェイロ
mínguez,ミンゲス
cabrero,カブレロ
lidón,リドン
gandia,ガンディア
olayo,オラヨ
yuste,ユステ
beña,ベーニャ
engracia,エングラシア
benavent,ベナベント
llueca,リュエカ
encarna,エンカーナ
sagi,サージ
cao,カオ
hermann,ヘルマン
tertsch,テルチュ
fornarina,フォルナリーナ
cástor,カストール
fantoba,ファントーバ
lata,ラタ
macho,マチョ
albaladejo,アルバラデホ
luena,ルエーナ
comín,コミン
linés,リネス
escardó,エスカルド
hiba,ヒバ
abouk,アブーク
escolar,エスコラール
cihangir,ジハンギル
gaffari,ガファリ
casadellà,カサデラ
broncano,ブロンカノ
terraza,テラザ
grao,グラオ
retuerta,レツエルタ
brambila,ブランビラ
desola,デソーラ
buruaga,ブルアガ
santis,サンティス
menkes,メンケス
azaústre,アサウストレ
espartaco,エスパルタコ
santoni,サントーニ
jambrina,ハンブリナ
berami,ベラミ
sanzol,サンソル
brau,ブラウ
freijeiro,フライジェイロ
massagué,マサゲ
barbi,バルビ
leña,レニャ
rando,ランド
pagès,パジェス
fita,フィータ
ortuondo,オルトゥオンド
dibildos,ディビルドス
llorenç,ヨレンス
monedero,モネデーロ
wilkins,ウィルキンス
lidia,リディア
marceli,マルセリ
olivieri,オリヴィエーリ
descalzo,デスカルソ
sayagués,サヤゲス
valdelomar,ヴァルデロマー
apezarena,アペザレナ
verdegay,ベルデゲイ
palmireno,パルミレーノ
bascarán,バスカラン
federic,フェデリク
cardiel,カルディエル
larrodera,ラロデラ
hacha,ハチャ
manzanedo,マンサネード
linde,リンデ
carrascal,カラスカル
colmenarejo,コルメナレホ
milans,ミランス
mazza,マッツァ
perezagua,ペレザグア
bascuñana,バスクニャーナ
callaved,カラヴェド
talega,タレガ
altamiras,アルティミラス
antelo,アンテーロ
cantuel,カンチュエル
nega,ネガ
cuqui,クキ
berlín,ベルリン
egual,エグアル
santaella,サンタエージャ
isidra,イシドラ
casalvaque,カサルヴァク
nicasio,ニカシオ
carvallo,カルバッロ
valerio,バレリオ
artero,アルテーロ
matji,マジ
casaus,カサウス
azamor,アサモール
ruz,ルス
santugini,サントゥジーニ
cadellans,カデリャンス
ostalet,オ
visiedo,ウィシエド
michael,ミヒャエル
andreas,アンドレアス
haeringer,ハリンガー
barnuevo,バルヌエボ
adriansens,エイドリアンセンズ
alconero,アルコネロ
mestre,メストレ
quintiliano,クィンティリアーノ
arrojo,アロッホ
agudo,アグード
alsúa,アルスア
cifré,シフレー
casablanc,カサブランク
payno,パイノ
morayta,モライタ
sagrario,サグラーリオ
tallafé,タリャフェ
menacho,メナチョ
sixto,シクスト
vilas,ヴィラス
tedy,テディ
arozamena,アロサメーナ
lazarraga,ラサラガ
ample,ルイ
candel,ブラス
oliveros,オリヴェロス
roko,ロコ
monsalvatje,ムンサルバッチェ
sempson,センプソン
fontserè,フォンセレ
tebar,テバル
portera,ポルテラ
arizábalo,アリサバロ
dorado,ドラド
arcusa,アルクーサ
ory,オリー
lladonosa,リャドゥノサ
giró,ジロー
cilla,シラ
montiano,モンティアーノ
solaun,ソラウン
otáñez,オタニェス
pelicar,ペリカー
pelayo,ペラージョ
torriente,トリエンテ
albuerne,アルブエルネ
pelinor,ペリノー
hualde,ウアルデ
nitri,ニトリ
mendía,メンディア
rugero,ルゲロ
comesaña,コメサニャ
garralaga,ガララーガ
villarrubia,ヴィルラールビア
vivó,ヴィヴォ
perurena,ペルレナ
mayra,マイラ
kemp,ケンプ
merche,メルシェ
díezhochleitner,ディエ
silvano,シルヴァーノ
solans,ソランス
yanko,ヤンコ
daucik,ダウチーク
nicarao,ニカラオ
mullera,ムリェラ
vicky,ヴィッキー
mustafá,ムスタファ
abdelsalem,アブデサラム
requeno,レケーノ
adelgaster,アデルガステル
mus,ムス
busta,ブスタ
tezanos,テサーノス
godino,ゴディーノ
sàbat,サバト
andión,アンディオン
bontempi,ボンテムピ
perianes,ペリアネス
lizcano,リスカノ
alberta,アルベルタ
picazo,ピカソ
labrador,ラブラドール
wolfredo,ヴォルフレッド
wildpret,ヴィルドレット
miller,ミラー
amoraga,アモラガ
lussón,ルッソン
falconete,ファルコネーテ
ratón,ラトン
pernando,ペルナンド
amezketarra,アメスケタラ
peter,ピーター
amadeo,アマデオ
labarta,ラバルタ
barbany,バーバニー
leza,レザ
ferreño,フェレーニョ
betetos,ベテトス
tegeo,テゲオ
riqueni,リケニ
guirao,ギラオ
aniceto,アニセト
marinas,マリーナス
tarrés,タレス
rayito,ライート
municio,ムニシオ
collantes,コリャンテス
antonina,アントニーナ
posteguillo,ポステギーリョ
alabanda,アラバンダ
asteguieta,アステギエタ
epitié,エピティエ
lazkao,ラスカオ
arroyal,アロジャル
iturmendi,イトゥルメンディ
bañales,バニャレス
lamela,ラメラ
faura,ファウラ
chávarri,チャバリ
fuenmayor,フエンマイヨル
encinas,エンシナス
jefté,ヘフレ
paños,パノス
garicano,ガリカーノ
fenero,フェネロ
hidalgoclyne,イダルゴクライン
amodeo,アモデオ
antònia,アントニア
masarnau,デ
arcadi,アルカディ
ariadne,アリアドネ
luzita,ルジータ
manolita,マノリタ
ventayol,バンタジョール
cifre,シフレ
moscoso,モスコソ
carredano,カレダーノ
llach,リャッチ
cerviño,セルビニョ
teófilo,テファイロ
tubía,ツビア
viéitez,ビエイテス
tina,ティナ
tariq,タリク
spezie,スペシエ
romera,ロメラ
miryam,ミリアム
franquelo,フランケロ
cortezo,コルテゾ
tomé,トメ
carriquiri,カリキリ
centella,センテリャ
fermí,フェルミ
reixach,レイシャック
sarthou,サルソウ
carreres,カレレス
guerreros,ゲレロス
mangriñán,マングリニャン
mendiola,メンディオラ
vital,ビタル
alsar,アルサール
urtain,アーテイン
bes,ペス
piñeiros,ピニェイロ
chete,チェテ
lera,レーラ
elola,エロラ
cañita,カニタ
soroiz,ソロイズ
irazoki,イラソキ
esteruelas,エステルエーラス
cuca,キュカ
cotino,コティーノ
bisquert,ビスケット
eguillor,エギリョル
jódar,ホダル
roig,ロイグ
paesa,パエサ
gonzálezquevedo,ゴンザレス
bruzón,ケベード
iztueta,イズトゥエタ
urabayen,ウラバイェン
ferraté,ファラテー
brand,ブランド
coppini,コッピーニ
iribarren,イリバレン
suau,スアウ
zaragüeta,サラグエタ
roa,ロア
malla,マリャ
soreda,ソレダ
español,エスパニョール
karmelo,カルメロ
taberna,タベルナ
parís,パリス
viñuela,ビニュエラ
calle,カジェ
muncunill,ムンクニイ
parellada,パレリャーダ
alabern,アラバーン
moles,モレス
solanas,ソラーナス
colonya,クローニャ
martínesperanza,エスペランサ
forrellad,フォレラー
jabier,ハビエル
esain,エサイン
rizzo,リゾ
lolita,ロリータ
aguadé,アイグアデー
prades,プラデス
dans,ダンス
moroy,モロイ
carner,カルネル
zahera,サエラ
urquiri,ウルキリ
malbadi,マルバディ
gabarró,ガバロー
valdivia,バルディビア
folgueras,フォルゲラス
colino,コリーノ
joseph,ジュゼップ
bros,ブロス
safont,サフォント
arpa,アルパ
pich,ピック
pon,ポン
muntañola,ムンタニョーラ
galmés,ガルメス
marraco,マラッコ
iborra,イボーラ
puga,プガ
parga,パルガ
lluhí,リュイー
castellví,カステルビ
conejero,コーネヘロ
angelat,アンジェラット
venancio,ベナンシオ
ribó,リボー
berriochoa,ベリオチョア
valent,ヴァレント
intxaurrondo,インチャウロンド
llum,リュム
aperribay,アペリバイ
mur,ムル
oti,オティ
bonifaz,ボニファス
lémery,レメリー
morago,モラゴ
ansón,アンソン
candau,カンドウ
membrillo,メンブリーリョ
albar,アルバル
madre,マドレ
cavia,カヴィア
txumari,チュマリ
uztapide,ウスタピデ
recuerda,レカーダ
maestro,マエストロ
galofré,ガロフレ
ascensión,アセンシオン
planarbona,プラナルボナ
llorens,リョレンス
poy,ポイ
llompart,リュンパルト
esaú,エサウ
xan,ザン
das,ダス
bolas,ボーラ
monti,モンティ
castiñeiras,カスティニェラス
altet,アルテ
acha,アチャ
bens,ベンズ
pepa,ペパ
rus,ルス
dewis,デウィス
