陈定,チンサダ
上海日本人外籍人员子女学校,シャンハイニッポンジンガッコウ
日本驻上海总领事馆馆员自杀事件,シャンハイソウリョウジカンインジサツジケン
中华人民共和国外交部新闻司,チュウカジンミンキョウワコクガイコウブホウドウキョク
中国社会科学出版社,チュウゴクシャカイカガクシュッパンシャ
中华人民共和国住房和城乡建设部,チュウカジンミンキョウワコクジュウタクトシノウソンケンセツブ
会州,カイシュウ
反革命罪,ハンカクメイザイ
和州,カズシュウ
中华人民共和国兵役法,チュウカジンミンキョウワコクヘイエキホウ
信州,シンシュウ
利州,トギシュウ
解县,キタカイケン
上海影视乐园,シャンハイカゲシラクエン
上海县,シャンハイケン
中华人民共和国公司法,チュウカジンミンキョウワコクコウシホウ
博陵郡,ハクリョウグン
兔儿爷,ウサギジジイ
宜州,ムベシュウ
寿州,コトブキシュウ
小仓山,コグラヤマ
重庆嘉陵江索道,ヨシミリョウコウサクドウ
天山童姥,アマヤマワラベウバ
华山郡,カザングン
张亮,チョウアキラ
章明,アキラアキラ
周蜜,シュウミツ
阿兰,アラン
道格拉斯,ドグラス
博尔热斯,ボルジェス
德,デ
卡瓦略,カルヴァーリョ
谭雪,タンユキ
谢军,シャグン
张山,チョウヤマ
庄泳,ソウヒサシ
埃尔克森,エウケソン
田卿,タキョウ
尼科,ニコ
延纳里斯,イェナリス
赵雪,チョウユキ
丁松,チョウマツ
郑波,テイナミ
董芳,タダシヨシ
李菊,リキク
郑集,テイシュウ
童非,ワラベヒ
白杨,ハクヨウ
李楠,リクスノキ
叶正,ハタダシ
马晋,ウマススム
吴皓,ゴアキラ
江津,ゴウツ
刘锐,リュウスルド
王正,オウタダシ
马林,ウマリン
尤权,ユウケン
唐纳,トウオサメ
刘鹏,リュウホウ
刘华,アキエコウゴウ
高畅,コウトオル
谢晖,シャアキラ
巴音朝鲁,バヤンチョル
司马义,イスマイル
艾买提,アマット
阿鸽,オモネドバト
艾青,アイアオ
贝岭,カイミネ
辛祖,サンドロ
郑斌,テイアキラ
吴彬,ゴアキラ
吴优,ゴユウ
张岩,チョウイワ
飞龙,フェイロン
孙周,マゴシュウ
罗杰,ロジャー
陈翔,チンショウ
章硕,アキラセキ
秦茜,ハタアカネ
高红,コウクレナイ
孙晋,マゴススム
孙丹,マゴニ
虹影,ニジカゲ
侴陶,ケイスエ
汪顺,ヒロシジュン
刘东,リュウヒガシ
姜静,キョウシズ
陆斌,リクアキラ
李辉,リアキラ
成淑,ナルヨシ
吴德,ゴイサオ
艾芜,アイカブラ
田源,タゲン
柳荫,ヤナギカゲ
江帆,コウカイ
刘璇,リュウセン
李斌,リアキラ
林菱,ハヤシヒシ
田原,タハラ
徐震,ジョシン
贺平,ガタイラ
陶虹,トウニジ
陈中,チンナカ
李丹,リマコト
李芳,リカオル
陶红,トウクレナイ
清格尔泰,チンゲルテイ
黄穗,キホ
陈金,チンキン
多多,タタ
达理扎雅,ダリジャヤ
张震,チョウシン
曾山,ソヤマ
邓薇,トウゼンマイ
董勇,タダシイサム
董超,タダシチョウ
马军,ウマヒトシ
程晖,ホドアキラ
刘丽,リュウウララ
王度,オウタビ
陈奇,チンキ
陶伟,スエエラ
娜塔莉,ナタリー
门多萨,メンドゥザ
徐媛,ジョヒメ
段举,ダンキョ
李洋,リヒロシ
纪伟,キノエラ
周扬,シュウヨウ
方静,ホウシズ
齐晖,ヒトシアキラ
李敬,リタカシ
苏荣,ソサカエ
张力,チョウリョク
费兰度,フェルナンド
列斯奥,ラーショ
菲腊,フィリペ
高兴,コウキョウ
殷剑,インケン
威灵臣,ウェリングソン
迪,デ
苏沙,ソウザ
管虎,カントラ
李静,リシズ
韩玲,カンレイ
谭建,タンケン
钱红,センクレナイ
陆永,リクヒサシ
张惠,チョウメグミ
史良,シリョウ
陈介,チンカイ
余杰,ヨスグル
刚坚,ガンチェン
洛桑土旦,トゥルク
赤列雅培,リンポチェ
黄达,キタチ
肖扬,アヤカアゲ
侯波,ホウナミ
刘浩,リュウヒロシ
黎兵,ハジムヘイ
静婷,ジンティン
惠钧,メグミヒトシ
陈龙,チンリュウ
李喆,リテツ
尤勇,ユウイサム
积,ジャック
施利,シーリー
占美斯,ハイメス
麦基,マッキー
罗志,ラココロザシ
罗晋,ラススム
罗男,ラダン
马苏,ウマソ
吉翔,ヨシショウ
董程,タダシホド
姜武,キョウタケシ
桑吉悦希,テンポウ
张博,チョウヒロシ
蝎子,スコーピオン
哈那提,ハナティ
斯拉木,シラム
王凤,オウオオトリ
汪峰,ヒロシホウ
董栋,タダシトウ
吾尔开希,ウーアルカイシ
伍健,ゴケン
宁静,ヤスシセイ
康月,カンツキ
康德,カント
照那斯图,ショウナスト
孔飞,アナヒ
王锐,オウスルド
欧阳中石,オウヒナカイシ
欧阳晓芳,オウヒアカツキカオル
欧阳自远,オウヒジトオ
潘兵,ハンヘイ
特伟,トクエラ
张瑞,チョウミズホ
努,ヌーブ
赛伯特,サイボット
王助,オウスケ
雷声,カミナリゴエ
李达,リイタル
周龙,シュウリュウ
夏鼐,ナツダイ
叶飞,ハヒ
黄易,キエキ
芒克,ススキカツ
张恒,チョウヒサシ
李捷,リトシ
肖智,アヤカサトシ
林跃,ハヤシオド
丘乐,オカラク
徐田龙子,ジョタリュウコ
徐瑛,ジョアキラ
陆奇,リクキ
许巍,モトタカシ
李咏,リエイ
罗伯特,ロバート
童玲,ワラベレイ
里卡多,リカルド
古拉特,グラール
马坚,ウマケン
李震,リシン
上官云相,ジョウカンクモショウ
盛雪,モリユキ
刘京,リュウミヤコ
凌云,リョウウン
巍子,タカシコ
黄旭,キアサヒ
石峰,イシホウ
吴晗,ゴカン
李贞,リサダ
方芳,ホウカオル
宋冬,ソウフユ
水华,ミズハナ
小野珠实,オノタマミ
谭晶,タンアキラ
张鹤,チョウツル
刘震,リュウシン
张崴,チョウタケシ
陶鋳,スエイ
凌波,リョウナミ
李录,リロク
唐韵,トウイン
蒂芬妮,ティファニー
埃斯佩森,エスペンセン
李景,リケイ
周杰,シュウスグル
郑钧,テイヒトシ
张轩,チョウノキ
方槐,ホウエンジュ
铁木尔,トムル
达瓦买提,ダワマト
赵勇,チョウイサム
努尔兰,ヌルラン
阿不都满金,アビルマジヌリ
桐华,キリハナ
王荣,オウサカエ
周云,シュウクモ
韩勇,カンイサム
刘康,リュウヤスシ
布赫,ブヘ
阿不都热依木,オモネフトネツヨキ
阿米提,オモネベイヒサゲ
陶勇,トウイサム
姜鸿,キョウヒロシ
载洵,ノマコト
刘慧,リュウトシ
朱文,シュブン
马力,バリキ
赵林,チョウリン
熊复,クマフク
陈耕,チンコウ
废名,ハイメイ
戈麦,ホコムギ
令谷,リョウタニ
梁滨,リョウハマ
陶金,スエキン
谭卓,タンタク
凯墨,ケメイ
索南旺堆,ソナムワンデイ
卢强,ノツヨシ
贡米,ミツギマイ
海子,ウミコ
王晓,オウアキラ
海清,ウミキヨシ
高明,コウアキラ
黄觉,キサトシ
张伟,チョウエラ
海陆,カイリク
吴越,ゴエツ
江龙,コウリュウ
高阳,コウヨウ
欧阳泽华,オウヒサワハナ
金汉,キムカン
陈洁,チンキヨシ
刘佳,リュウケイ
吕中,リョチュウ
张彤,チョウトン
祖峰,ソホウ
刘昆,リュウコン
郑张尚芳,テイチョウショウヨシ
李晖,リアキラ
张瑶,チョウヨウ
罗俊,ラシュン
白云,シラクモ
胡英,エビスエイ
罗强,ラツヨシ
蓝天,アイタカシ
英达,エイタチ
丛斌,クサムラアキラ
马勇,ウマイサム
叶青,ハアオ
潘虹,ハンニジ
乔羽,タカシハネ
年芸,トシゲイ
朱军,シュグン
齐溪,ヒトシケイ
齐玉,ヒトシダマ
齐芳,ヒトシヨシ
郑强,リュウツヨシ
郑榕,テイヨウ
丽凤,レイファン
孙艺,マゴゲイ
李清,リキヨシ
谢芳,シャカオル
虞梦,オソレユメ
李晟,リアキラ
郭志,カクココロザシ
郑敏,テイサトシ
尼格买提,ニグメット
热合曼,ラクスマン
刘钧,リュウヒトシ
车晓,クルマアカツキ
陈刚,チンツヨシ
陈砾,チンツブテ
刘春,リュウハル
张政,チョウマサシ
张明,チョウアキラ
张茜,チョウアカネ
梁华,リョウハナ
吴刚,ゴツヨシ
张茅,チョウカヤ
向达,ムカイイタル
金杨,キムヨウ
汪玉,ヒロシダマ
孙健,マゴケン
汪俊,ヒロシシュン
洪深,ヒロシフカ
何维,ナニギ
徐辉,ジョアキラ
拉乌达热,トゥプテン
土丹旦达,タンダル
苏青,ソアオ
徐新,ジョシン
许勇,モトイサム
学诚法师,ガクマコト
孙茜,マゴアカネ
谢园,シャエン
周雨,シュウウ
利,リア
刘易斯,ルイス
张飞,チョウヒ
胡坤,エビスヒツジサル
人鱼宝宝,ニンギョタカラタカラ
大山胜美,オオヤマカツミ
安旭,アンアサヒ
李阳,リヨウ
村井国夫,ムライクニオ
东童多英子,ヒガシワラベタエイコ
罗梅,ラウメ
魏苇,ギアシ
赵韩樱子,チョウカンサクラコ
赵超,チョウチョウ
郁风,ユウフウ
赵悦,チョウエツ
郭峰,カクミネ
许竞,モトケイ
吕帆,リョホ
魏楠,ギクスノキ
费尔南多,フェルナンド
恩里克,エンリケ
达,ダ
孔塞桑,コンセイソン
伊莉莎贝塔,エリザベッタ
戎毅,エビスアツシ
刘烨,リュウヨウ
齐奇,ヒトシキ
陈虻,チンアブ
居马,ジュメ
塔依尔,タヒール
梁晨,リョウタツ
玛依努尔,マヒヌル
哈斯木,カスィミ
迈克唐纳,マクドナルド
陈展,チンテン
崔哲,チェアキラ
欧宁,オウヤスシ
曾珍,ソチン
沙比尔,サビール
陈抗,チンコウ
摩根,モーガン
霍尔德,ハード
高津,タカツ
李梦,リユメ
赵婧,チョウアキラ
张勇,チョウイサム
林锋,ハヤシホコサキ
赵温,チョウアツシ
李响,リヒビキ
朱桦,シュカバ
路青,ミチアオ
赵青,チョウアオ
尤浩,ユウヒロシ
任茜,ニンアカネ
赵石,チョウイシ
白银市连环杀人案,コウウケタマワイサム
宁武,ヤスシタケ
居马别克,ジュマビエク
吐尔逊,トゥアスン
齐心,ヒトシシン
巫刚,ミコツヨシ
刘昊,リュウヒロシ
孙航,マゴコウ
宝树,タカライツキ
王祯,オウタダシ
光敏,ミツトシ
张梅,チョウウメ
傅淼,デンビョウ
路阳,ミチヒ
赵志红连环杀人案,チョウココロザシベニ
徐勇,ジョイサム
庄奴,ソウヤツ
海铃,ウミスズ
丁健,チョウケン
马丽,ウマウララ
王谊,オウヨシミ
傅亮,デンアキラ
张鸣,チョウナ
何雷,ナニカミナリ
钱易,センエキ
马建,ウマケン
林斌,ハヤシアキラ
岳亮,タケアキラ
付冲,ツケオキ
常华,ツネハナ
米露,ベイロ
何震,ナニフ
潘非,ハンヒ
陈峰,チンミネ
张策,チョウサク
李旭,リアサヒ
陈浩,チンヒロシ
陈贤,チンケン
康宁,カンヤスシ
李劼,リコウ
钟山,カネヤマ
赵帅,チョウソチ
罗岩,ライワオ
李铭,リメイ
周阳,シュウヨウ
尹航,インワタル
方昊,ホウヒロシ
张健,チョウケン
董明,タダシアキラ
周旋,シュウセン
潘阳,ハンヨウ
王硕,オウセキ
陶然,トウゼン
杜伟,モリエラ
汪慧,ヒロシトシ
