セッシュウ,셋슈,sesshuu,sessyu
シュモン,슈몬,shumon,syumon
キクエ,키쿠에,kikue,kikue
ナツコイ,카렌,natsukoi,karen
エリナ,에리나,erina,erina
カミサキ,카미사키,kamisaki,kamisaki
マレサキ,키자키,maresaki,kijaki
アイリサ,아리사,airisa,arisa
カワハツノリ,하츠노리,kawahatsunori,haceunori
ハザマサトル,사토루,hazamasatoru,satoru
セイトウ,마사토,seitou,masato
セイナエ,마사미쓰,seinae,masamisseu
ジヌシ,지누시조노,jinushi,jinusijono
エンヒデミ,히데미,enhidemi,hidemi
マナベ,마나베,manabe,manabe
オキヤスシ,오키,okiyasushi,oki
コヅル,고즈루,kodzuru,gojeuru
セイトオル,마사유키,seitooru,masayuki
アキミツ,아키미쓰,akimitsu,akimisseu
チュウイ,다다타카,chuui,dadataka
ジュウヒサシ,시게나카,juuhisashi,sigenaka
チュウヒサシ,다다나카,chuuhisashi,dadanaka
チュウニン,다다토,chuunin,dadato
チュウトモ,다다토모,chuutomo,dadatomo
ヤスシタカシ,야스타카,yasushitakashi,yaseutaka
カンシゲル,야스시게,kanshigeru,yaseusige
カンサダ,야스사다,kansada,yaseusada
トミトコロ,도미도코로,tomitokoro,domidokoro
カンモリ,야스모리,kanmori,yaseumori
ハジト,하나토,hajito,hanato
ココロビ,코코미,kokorobi,kokomi
アイオン,아이네,aion,aine
マヒロ,마히로,mahiro,mahiro
ナガキ,나가키,nagaki,nagaki
セイジロウ,쇼지로,seijirou,syojiro
オカネ,오카네,okane,okane
ホリゴメ,호리고메,horigome,horigome
コマイ,고마이,komai,gomai
オサフネ,오사후네,osafune,osahune
タシュウヘイ,슈헤이,tashuuhei,syuhei
レイダイ,료타,reidai,ryota
ユメミ,유메미,yumemi,yumemi
ジンコ,기요코,jinko,giyoko
バロン,바론,baron,baron
バンタイラ,반다이라,bantaira,bandaira
ツキミ,츠키미,tsukimi,ceukimi
ヒビキ,히비키,hibiki,hibiki
マスナ,야마구치,masuna,yamaguci
カケヌノ,가케후,kakenuno,gakehu
ハガネタロウ,코타로,haganetarou,kotaro
シンクラ,신조,shinkura,sinjo
エノキミヤ,카미야,enokimiya,kamiya
カミハラ,칸바라,kamihara,kanbara
セイヤ,세이야,seiya,seiya
モトヒロ,모토히로,motohiro,motohiro
ツギフトシ,케이타,tsugifutoshi,keita
ミギテラ,미기테라,migitera,migitera
エイススム,노부마사,eisusumu,nobumasa
セキタ,세키타,sekita,sekita
ケイトウト,히로타카,keitouto,hirotaka
カンサワ,스가사와,kansawa,seugasawa
ユイコウ,유이카,yuikou,yuika
ヒサシジュ,히로키,hisashiju,hiroki
リウララ,리,riurara,ri
マスブチ,마스부치,masubuchi,maseubuci
ユキエ,유키에,yukie,yukie
ナカガミ,나카가미,nakagami,nakagami
アヤミ,아야미,ayami,ayami
ノユイ,유이,noyui,yui
ママレ,마마레,mamare,mamare
リカコ,리카코,rikako,rikako
サワヤマ,사와야마,sawayama,sawayama
サワチ,사와,sawachi,sawa
サクラギ,사쿠라기,sakuragi,sakuragi
チョウチ,조지,chouchi,joji
ソウアキラ,무네마사,souakira,munemasa
クシゲ,구시게,kushige,gusige
モリタキ,모리타키,moritaki,moritaki
モリトオル,모리,moritooru,mori
メリーキ,메리,merīki,meri
モリレン,모리,moriren,mori
メガ,메가타,mega,megata
タタネタロウ,다네타로,tatanetarou,danetaro
モリナツ,모리,morinatsu,mori
ヒメ,나츠키,hime,naceuki
トシサダ,도시사다,toshisada,dosisada
ミオ,미오,mio,mio
フルイ,후루이,furui,hurui
ミツナガ,미쓰나가,mitsunaga,misseunaga
スギシタ,스기시타,sugishita,seugisita
キヅカ,기즈카,kidzuka,gijeuka
チュウスケ,주스케,chuusuke,juseuke
スイジョウ,미카미,suijou,mikami
ケンボシ,켄세이,kenboshi,kensei
チョウジュン,조준,choujun,jojun
スイゲツ,미즈쓰키,suigetsu,mijeusseuki
シジョウ,이치사다,shijou,icisada
ウララハテ,레이카,urarahate,reika
カメタロウ,가메타로,kametarou,gametaro
ミヤノリヒトシンノウ,노리히토,miyanorihitoshinnou,norihito
カクカワ,츠노가에,kakukawa,ceunogae
フトオオトリ,다오,futoootori,dao
タクシ,다쿠지,takushi,dakuji
サカエト,히데토,sakaeto,hideto
フチガミ,후치가미,fuchigami,hucigami
ウエガキ,가미가이토,uegaki,gamigaito
カネミツ,카네미츠,kanemitsu,kanemiceu
イシモエカ,모카,ishimoeka,moka
ワガリュウ,가류,wagaryuu,garyu
キンバラ,카네하라,kinbara,kanehara
クサバ,쿠사바,kusaba,kusaba
ミチテル,미치테루,michiteru,miciteru
キナミ,키나미,kinami,kinami
ハレナツ,하루카,harenatsu,haruka
キヨミヤ,기요미야,kiyomiya,giyomiya
ショウタキ,코타키,shoutaki,kotaki
ゴサトシ,구레,gosatoshi,gure
エイ,도모후사,ei,domohusa
クリリョウ,구리,kuriryou,guri
ヤマサトシハヤ,지하야,yamasatoshihaya,jihaya
コザエモン,고자에몬,kozaemon,gojaemon
ゴルゴロ,고루고로,gorugoro,gorugoro
コウコトブキ,코쥬,koukotobuki,kojyu
タツキ,타츠키,tatsuki,taceuki
シュンサク,슌사쿠,shunsaku,syunsaku
キリハタ,기리하타,kirihata,girihata
クラシナ,쿠라시나,kurashina,kurasina
ミキコ,미키코,mikiko,mikiko
タユウライ,유키,tayuurai,yuki
シオミ,시오미,shiomi,siomi
シゲルショウ,시게,shigerushou,sige
タイミヤツコ,타이조,taimiyatsuko,taijo
シロネコ,시로네코,shironeko,sironeko
サンボウ,산보,sanbou,sanbo
シモオカ,시모오카,shimooka,simooka
シマハジメ,시마,shimahajime,sima
セイキ,시즈키,seiki,sijeuki
チュウモト,다다모토,chuumoto,dadamoto
ワコウ,와코우,wakou,wakou
チュウモリ,다다모리,chuumori,dadamori
ヨハヤシ,카린,yohayashi,karin
モモヤマ,모모야마,momoyama,momoyama
ヒナセ,히나세,hinase,hinase
チツヨシ,도모타카,chitsuyoshi,domotaka
タスクバ,유마,tasukuba,yuma
シロカヤ,하쿠보,shirokaya,hakubo
キアツシ,무츠미,kiatsushi,muceumi
サギサワ,사기사와,sagisawa,sagisawa
メグム,메구무,megumu,megumu
キヒロフミ,히로후미,kihirofumi,hirohumi
ネリョウキチ,료키치,neryoukichi,ryokici
ササ,사사키,sasa,sasaki
キコウ,이사오,kikou,isao
フシジンシンノウ,미사히토,fushijinshinnou,misahito
ムツオ,리쿠오,mutsuo,rikuo
モリヒトシシンノウ,타케히토,morihitoshishinnou,takehito
ホシン,호노부,hoshin,honobu
ハラチョウエン,나가노부,harachouen,naganobu
シュウツバサ,슈스케,shuutsubasa,syuseuke
ケンハレ,타케하루,kenhare,takeharu
ケント,켄토,kento,kento
オユウ,유스케,oyuu,yuseuke
サトシモト,도모키,satoshimoto,domoki
ソウイサオ,무네노리,souisao,munenori
カジツカ,가지쓰카,kajitsuka,gajisseuka
カンベ,간베,kanbe,ganbe
トシオトコ,도시오,toshiotoko,dosio
ヒワレ,요고,hiware,yogo
オオトリノ,고노,ootorino,gono
ジュンモト,준키,junmoto,junki
タミキチ,다미키치,tamikichi,damikici
ソウマル,무네마루,soumaru,munemaru
ゴウタ,코다,gouta,koda
リョウケ,요시이에,ryouke,yosiie
カジヤ,카지타니,kajiya,kajitani
キノエホン,코모토,kinoehon,komoto
ギンゾウ,긴조,ginzou,ginjo
セコ,세코,seko,seko
アンヒロシ,야스히로,anhiroshi,yaseuhiro
マシコ,마스코,mashiko,maseuko
ハレヤスシ,하루야스,hareyasushi,haruyaseu
マチマサコ,나오코,machimasako,naoko
ツザキ,쓰자키,tsuzaki,sseujaki
ルリア,루리아,ruria,ruria
レイセイ,레오,reisei,reo
ナダオ,나다오,nadao,nadao
ナガミ,나가미,nagami,nagami
ナゴシ,나고야,nagoshi,nagoya
ヒダリミナモトフトシ,사겐타,hidariminamotofutoshi,sagenta
ナミジュ,나미키,namiju,namiki
タクミカイ,타쿠미,takumikai,takumi
コウミヤ,에미야,koumiya,emiya
イツコ,이쓰코,itsuko,isseuko
ナガサキ,나가사키,nagasaki,nagasaki
アタエシタイラ,요시헤이,ataeshitaira,yosihei
シュンハテ,슌카,shunhate,syunka
ハタタカシ,쇼케이,hatatakashi,syokei
アリスエ,아리스에,arisue,ariseue
アサユウコ,마유코,asayuuko,mayuko
カンロ,아마즈유,kanro,amajeuyu
ヒオキ,아사노,hioki,asano
カヤ,카야,kaya,kaya
ハレシ,하루우지,hareshi,haruuji
アユカイ,아유카이,ayukai,ayukai
ボウノススム,후사노신,bounosusumu,husanosin
トヨミ,도요미,toyomi,doyomi
アシツ,아시즈,ashitsu,asijeu
アマミヤ,아마미야,amamiya,amamiya
トコロリン,카린,tokororin,karin
キヨトシ,세이,kiyotoshi,sei
チョクトラ,나오토라,chokutora,naotora
ナカハタ,나카하타,nakahata,nakahata
チュウクニ,나카쿠니,chuukuni,nakakuni
モトナガ,모토나가,motonaga,motonaga
トキセイ,토키오,tokisei,tokio
エスパー,에스파,esupā,eseupa
マツヒトシ,진,matsuhitoshi,jin
ホワ,야스카즈,howa,yaseukajeu
ココロザシ,다케유키,kokorozashi,dakeyuki
シンジロウ,신지로,shinjirou,sinjiro
アサコウ,토모유키,asakou,tomoyuki
ブンイトグチ,후미오,bunitoguchi,humio
デイジー,데이지,deijī,deiji
テンマ,텐마,tenma,tenma
ドウススム,스스무,doususumu,seuseumu
スズヨヒメイノチ,미코토,suzuyohimeinochi,mikoto
アキヅキ,아키즈키,akidzuki,akijeuki
ソラフトシ,소라타,sorafutoshi,sorata
ヒロコウ,히로카,hirokou,hiroka
タチバナタカシ,다치바나,tachibanatakashi,dacibana
マタロウ,신타로,matarou,sintaro
ノソコ,노카,nosoko,noka
タメワガ,타메가이,tamewaga,tamegai
イテッ,토오루,iteッ,tooru
チドオリ,하루미치,chidoori,harumici
ノベハク,노부히로,nobehaku,nobuhiro
チュウガク,추가쿠,chuugaku,cugaku
オカザワ,오카사와,okazawa,okasawa
ニュウヒメイノチ,미코토,nyuuhimeinochi,mikoto
オオス,오스카,oosu,oseuka
ガジュン,준,gajun,jun
タケンスケ,켄스케,takensuke,kenseuke
ヤナギノスケ,류노스케,yanaginosuke,ryunoseuke
タタケキ,다케키,tatakeki,dakeki
ミギムネ,우소,migimune,uso
キヨシサワ,히지리사와,kiyoshisawa,hijirisawa
イソブ,이소베,isobu,isobe
ヤスハル,야스하루,yasuharu,yaseuharu
ヒカゲノカズラ,이시마츠,hikagenokazura,isimaceu
イシヤマ,이시야마,ishiyama,isiyama
クラタイラ,구라헤이,kurataira,gurahei
ススムオサム,가주지,susumuosamu,gajuji
サダヤスシ,사다야스,sadayasushi,sadayaseu
キクヒメ,키쿠히메,kikuhime,kikuhime
チョクツウ,나오미치,chokutsuu,naomici
ネケンジ,켄지,nekenji,kenji
ツジナイ,쓰지우치,tsujinai,sseujiuci
ユウシ,유지,yuushi,yuji
タニハナ,타니,tanihana,tani
ヤスマル,야스마루,yasumaru,yaseumaru
ジアオ,아오,jiao,ao
ハタタイラ,쇼헤이,hatataira,syohei
ヤマクラ,야마쿠라,yamakura,yamakura
オオトリメグミ,오토리,ootorimegumi,otori
トリオ,트리오,torio,teurio
ケイワ,게이와,keiwa,geiwa
ホハルノ,하루노,hoharuno,haruno
ヨル,요루,yoru,yoru
ヒキタ,히키다,hikita,hikida
タスクテル,유키,tasukuteru,yuki
イッセイ,잇세이,issei,issei
サイイリ,나일,saiiri,nail
リュウキ,다카스에,ryuuki,dakaseue
タイセイ,다이세이,taisei,daisei
テラアキラ,아키라,teraakira,akira
テイ,테이,tei,tei
シュンジ,슌지,shunji,syunji
ミヤサカエジンシンノウ,요시히토,miyasakaejinshinnou,yosihito
オカシンジ,신지,okashinji,sinji
ミヤサダナルシンノウ,사다후사,miyasadanarushinnou,sadahusa
ケンイワ,다케이와타쓰노,keniwa,dakeiwatasseuno
リュウイノチ,미코토,ryuuinochi,mikoto
イシモエオン,모네,ishimoeon,mone
ナギラ,나기라,nagira,nagira
イズミリク,이즈미,izumiriku,ijeumi
グジョウ,도모사다,gujou,domosada
イケヤマ,이케야마,ikeyama,ikeyama
リュウヒロシ,다카히로,ryuuhiroshi,dakahiro
セイオノレ,마사미,seionore,masami
ヒロシタカシ,히로타카,hiroshitakashi,hirotaka
タカシタ,소타,takashita,sota
ミネオ,미네오,mineo,mineo
タツジ,다쓰지,tatsuji,dasseuji
モトヒサシ,모토오,motohisashi,motoo
アメラン,우란,ameran,uran
サキキゴ,사키코,sakikigo,sakiko
ナマカタチ,우부카타,namakatachi,ubukata
ウイ,우이,ui,ui
ナツヒ,나츠히,natsuhi,naceuhi
ウエダカ,우에코,uedaka,ueko
チオノレ,하루미,chionore,harumi
フヅキ,후즈키,fudzuki,hujeuki
ミヨ,미요,miyo,miyo
ホラン,호란,horan,horan
イジリー,이지리,ijirī,ijiri
ワヨウ,가즈히로,wayou,gajeuhiro
ホウデン,호덴,houden,hoden
ハコダ,하코다,hakoda,hakoda
ヤマモリ,야마모리,yamamori,yamamori
ハシヅメ,하시즈메,hashidzume,hasijeume
コクサイウチュウステーション,국제우주정거장,kokusaiuchuusutēshon,gugjeujujeonggeojang
コンゴウグミ,곤고구미,kongougumi,gongogumi
イバラキケン,이바라키현,ibarakiken,ibarakihyeon
ニンテンドウ,닌텐도,nintendou,nintendo
ヒガシアジア,동아시아,higashiajia,dongasia
ミヤギケン,미야기현,miyagiken,miyagihyeon
メガネバシ,메가네교,meganebashi,meganegyo
ニホンカイ,동해,nihonkai,donghae
ゲイギ,게이샤,geigi,geisya
フクシマケン,후쿠시마현,fukushimaken,hukusimahyeon
ユニクロ,유니클로,yunikuro,yunikeulro
カワチグン,가와치군,kawachigun,gawacigun
ナカガワマチ,나카가와정,nakagawamachi,nakagawajeong
ゴセイバイシキモク,고세이바이시키모쿠,goseibaishikimoku,goseibaisikimoku
トウキョウト,도쿄도,toukyouto,dokyodo
グラバーエン,구라바엔,gurabāen,gurabaen
トチギケン,도치기현,tochigiken,docigihyeon
ヒガシシナカイ,동중국해,higashishinakai,dongjunggughae
ドラゴンボール,드래곤볼,doragonbōru,deuraegonbol
アオモリケン,아오모리현,aomoriken,aomorihyeon
コナミグループ,코나미,konamigurūpu,konami
ボンサイ,분재,bonsai,bunjae
ホクトウアジア,동북아시아,hokutouajia,dongbugasia
ダイハツコウギョウ,다이하쓰,daihatsukougyou,daihasseu
ダットサン,닷선,dattosan,dasseon
イワテケン,이와테현,iwateken,iwatehyeon
トウシバ,도시바,toushiba,dosiba
アリアケカイ,아리아케해,ariakekai,ariakehae
アイチケン,아이치현,aichiken,aicihyeon
ヘイワコウエン,평화공원,heiwakouen,pyeonghwagongweon
チョウセンカイキョウ,대한해협,chousenkaikyou,daehanhaehyeob
ツシマ,쓰시마섬,tsushima,sseusimaseom
オオノグン,오노군,oonogun,onogun
ホンダギケンコウギョウ,혼다,hondagikenkougyou,honda
インフィニティ,인피니티,infiniti,inpiniti
コトヒラグウ,고토히라궁,kotohiraguu,gotohiragung
アイヌ,아이누,ainu,ainu
トウキョウトチョウシャ,도쿄도청사,toukyoutochousha,dokyodoceongsa
トドウフケン,도도부현,todoufuken,dodobuhyeon
ヒロシマワン,히로시마만,hiroshimawan,hirosimaman
アキュラ,아큐라,akyura,akyura
シャープ,샤프,shāpu,syapeu
パナソニックホールディングス,파나소닉홀딩스,panasonikkuhōrudingusu,panasonigholdingseu
アキタケン,아키타현,akitaken,akitahyeon
ヨシカマチ,요시카정,yoshikamachi,yosikajeong
ウケタマワコヨミ,조랴쿠,uketamawakoyomi,joryaku
ホンシュウ,혼슈,honshuu,honsyu
ホッカイドウ,홋카이도,hokkaidou,hoskaido
カプコン,캡콤,kapukon,kaebkom
カゴシマケン,가고시마현,kagoshimaken,gagosimahyeon
ニッシンショクヒン,닛신식품,nisshinshokuhin,nissinsigpum
カミマセ,신리,kamimase,sinri
シンセイトウ,신생당,shinseitou,sinsaengdang
キョウトフ,교토부,kyoutofu,gyotobu
ジェットスター,젯스타,jettosutā,jesseuta
ジャパン,재팬,japan,jaepaen
イワミマチ,이와미정,iwamimachi,iwamijeong
イケガミツウシンキ,이케가미통신기,ikegamitsuushinki,ikegamitongsingi
レクサス,렉서스,rekusasu,regseoseu
コサカマチ,오사카정,kosakamachi,osakajeong
キチジョウジ,기치조지,kichijouji,gicijoji
ナミオカマチ,나미오카정,namiokamachi,namiokajeong
トライエース,트라이에이스,toraiēsu,teuraieiseu
チョウテキ,조적,chouteki,jojeog
ソクミボトケ,즉신성불,sokumibotoke,jeugsinseongbul
ショウチク,쇼치쿠,shouchiku,syociku
キヤノン,캐논,kiyanon,kaenon
チュウゼンジコ,주젠지호,chuuzenjiko,jujenjiho
ツガルセン,쓰가루선,tsugarusen,sseugaruseon
ブケショハット,무가제법도,bukeshohatto,mugajebeobdo
ダイミョウ,다이묘,daimyou,daimyo
オオサカフ,오사카부,oosakafu,osakabu
セガ,세가,sega,sega
フクオカケン,후쿠오카현,fukuokaken,hukuokahyeon
サムライ,사무라이,samurai,samurai
エヒメケン,에히메현,ehimeken,ehimehyeon
ヤマガタケン,야마가타현,yamagataken,yamagatahyeon
デンパサンギョウカイ,전파산업회,denpasangyoukai,jeonpasaneobhoe
アスキー,아스키,asukī,aseuki
カナガワヤド,가나가와슈쿠,kanagawayado,ganagawasyuku
ブラクモンダイ,부라쿠민,burakumondai,burakumin
カサイグン,가사이군,kasaigun,gasaigun
ハイトウレイ,폐도령,haitourei,pyedoryeong
ケンウッド,켄우드,kenuddo,kenudeu
ミトセン,미토선,mitosen,mitoseon
サンギイン,참의원,sangiin,camyiweon
シンゴンシュウ,진언종,shingonshuu,jineonjong
アイオイバシ,아이오이교,aioibashi,aioigyo
ヤマグチケン,야마구치현,yamaguchiken,yamagucihyeon
アイチグン,아이치군,aichigun,aicigun
ワカシオ,와카시오,wakashio,wakasio
テンウケタマワ,덴쇼,tenuketamawa,densyo
コクサイブドウダイガク,국제무도대학,kokusaibudoudaigaku,gugjemudodaehag
ナガノケン,나가노현,naganoken,naganohyeon
カナガワケン,가나가와현,kanagawaken,ganagawahyeon
クガグン,구가군,kugagun,gugagun
ヒガシイズマチ,히가시이즈정,higashiizumachi,higasiijeujeong
ゲイヒンカンアカサカリキュウ,영빈관,geihinkanakasakarikyuu,yeongbingwan
アカサカマチ,아카사카정,akasakamachi,akasakajeong
マルベニ,마루베니,marubeni,marubeni
オホーツクカイ,오호츠크해,ohōtsukukai,ohoceukeuhae
ソニーグループ,소니그룹,sonīgurūpu,sonigeurub
サイタマケン,사이타마현,saitamaken,saitamahyeon
ニッポンドウガキョウカイ,일본동화협회,nippondougakyoukai,ilbondonghwahyeobhoe
カスガタイシャ,가스가타이샤,kasugataisha,gaseugataisya
ナゴテラ,나고지,nagotera,nagoji
ダイフクジ,다이후쿠지,daifukuji,daihukuji
カイモンダケ,가이몬다케,kaimondake,gaimondake
アイキドウ,아이키도,aikidou,aikido
ユーフォーテーブル,유포테이블,yūfōtēburu,yupoteibeul
