김일,金日
강원도민일보,江原道民日报
강원도지사,江原道知事
강원특별자치도청,江原道厅
강원일보,江原日报
강원지방병무청,江原地方兵务厅
인제스피디움,麟蹄赛道
우신운수,宇信运输
태진운수,泰进运输
숙명여자고등학교,淑明女子高等学校
소의문,昭义门
휘문고등학교,徽文高等学校
아르바이트,计时人员
서울역사박물관,首尔历史博物馆
경교장,京桥庄
경기도교육청,京畿道教育厅
감천면,甘泉面
갑사,甲寺
장유면,长有洞
장충단공원,奖忠坛公园
전주한옥마을,全州韩屋村
잠실체육관,蚕室体育馆
송파동,松坡洞
송파산대놀이,松坡山台游戏
남양읍,南阳邑
남양면,南阳面
남양유업,南阳乳业
남원여자고등학교,南原女子高等学校
남원읍,南元邑
남원중학교,南元中学校
남조선과도입법의원,南朝鲜过渡立法议院
쌍봉사,双峰寺
스타시티몰,星城购物中心
서부운수,西部运输
각종학교,各种学校
중부대학교,中部大学校
진례면,进礼面
진위면,振威面
기린면,麒麟面
기성동,杞城洞
기성면,箕城面
기초과학연구원,基础科学研究院
길상사,吉祥寺
동대문역사문화공원,东大门历史文化公园
동래군,东莱郡
동북고등학교,东北高等学校
검단동,黔丹洞
검암경서동,白石洞
금성면,锦城面
금아고속관광,金亚高速观光
금오서원,金乌书院
금정터널,金井隧道
금지면,下道里
금지중학교,金池中学校
금창동,金昌洞
금천동,金川洞
금촌동,金村洞
금호읍,琴湖邑
금화터널,金化隧道
살풀이춤,煞驱舞
서울신학대학교,首尔艺术神学大学校
세운상가,世运商街
승전무,胜战舞
영도대교,影岛大桥
수내동,薮内洞
순천효천고등학교,顺天晓泉高等学校
숭인동,崇仁洞
성곡미술관,省谷美术馆
순화동,巡和洞
수원실내체육관,水原室内体育馆
국적법,大韩民国国籍法
서울도봉경찰서,首尔道峰警察署
인천부평경찰서,富平警察局
철도박물관,韩国铁道博物馆
청남대,青南台
초록봉,草绿峰
왜관읍,倭馆邑
김수영문학상,金洙映文学奖
김태지,金太智
김포,金浦市民
김포군,金浦郡
김포동,金浦本洞
서울경마공원,首尔赛马公园
곡선동,大皇桥洞
곡성읍,谷城邑
곤명면,昆明面
곤지암읍,昆池岩邑
공도읍,孔道邑
광혜원면,广惠院面
교하동,文发里
구갈동,旧葛洞
구산면,龟山面
구좌읍,旧左邑
구포동,龟浦洞
계원예술고등학교,桂园艺术高等学校
고강동,古康洞
고경면,古镜面
고남면,古南面
고려개발,高丽开发
경기도청,京畿道厅
경기여자고등학교,京畿女子高等学校
경기일보,京畿日报
경남공업고등학교,庆南工业高等学校
경남도민일보,庆南道民日报
경남도립미술관,庆尚南道道立美术馆
공산면,公山面
과천군,果川郡
과천동,果川洞
관고동,官库洞
내가면,内可面
내덕동,内德洞
내동면,奈洞面
내서읍,内西邑
내외동,内外洞
노령산맥,芦岭山脉
영남일보배,岭南日报杯
연산면,连山面
영남고등학교,岭南高等学校
성광고등학교,圣光高中
남지읍,南旨邑
남천동,南川洞
남촌도림동,南村桃林洞
남평읍,南平邑
낭성면,琅城面
부천소사경찰서,富川素砂警察署
평택경찰서,平泽警察署
급행열차,急行列车
경상남도경찰청,庆尚南道地方警察厅
양양양수발전소,襄阳抽水蓄能发电厂
야탑동,野塔洞
영등포동,永登浦洞
고잔동,古栈洞
고전면,古田面
고촌읍,高村邑
고한읍,古汗邑
경신고등학교,儆新高等学校
경안동,京安洞
경안중학교,广州中学校
경인일보,京仁日报
경인지방통계청,京仁地方统计厅
한국교육과정평가원,韩国教育课程评价院
한국방송광고진흥공사,韩国放送广告进兴公社
탑사,塔寺
광주광역시교육청,光州广域市教育厅
광주광역시청,光州广域市厅
광주동성고등학교,光州东成高等学校
광주동신고등학교,光州东新高中
광주산맥,广州山脉
대가면,大家面
대강면,大岗面
대곶면,大串面
금가면,金加面
사이버작전사령부,大韩民国国军网战司令部
극지연구소,极地研究所
근화동,槿花洞
글로벌녹색성장연구소,全球绿色发展署
고서면,古西面
고아읍,高牙邑
고양국제고등학교,高阳国际高等学校
월악산국립공원,月岳山国立公园
서울외국인묘지공원,杨花津外国人墓园
경회루,庆会楼
계룡대,鸡龙台
계산동,桂山洞
개포면,开浦面
거문오름,拒文岳
거제면,巨济面
거진읍,巨津邑
거창고등학교,居昌高等学校
거창민란,居昌民
군북면,郡北面
군사영어학교,军事英语学校
군산고등학교,群山高等学校
군서면,郡西面
군위읍,军威邑
군산국가산업단지,群山工业园
광주인권사무소,光州人权事务所
광주자연과학고등학교,光州农业高中
광주지방검찰청,光州地方检察厅
광주지방법원,光州地方法院
광천읍,广川邑
광탄면,广滩面
광한루,广寒楼
광한루원,广寒楼苑
광해군묘,光海君墓
광혜원,济众院医科学校
구룡사,龟龙寺
양평동,杨坪洞
여의도동,汝矣洞
용산고등학교,龙山高等学校
어린이대공원,儿童大公园
국가법령정보센터,大韩民国国家法令信息中心
국가지원지방도,国家支援地方道
낙동남로,洛东南道
낙생고등학교,乐生高等学校
남강고등학교,南岗高等学校
남계서원,灆溪书院
남대전고등학교,南大田高等学校
가사문학면,南面
국토정중앙면,南面
관곡지,官谷池
늘푸른고등학교,常青高等学校
능곡동,陵谷洞
세종대왕면,陵西面
다대동,多大洞
다사읍,多斯邑
노은동,盘石洞
노형동,老衡洞
논공읍,论工邑
다압면,多鸭面
단계동,丹溪洞
단구동,丹邱洞
단대동,丹垈洞
고군산대교,古群山大桥
단성면,丹城面
단양읍,丹阳邑
태백경찰서,太白警察署
관교동,官校洞
관인면,官仁面
관촌면,馆村面
광교동,光教洞
광남고등학교,广南高等学校
광남동,广南洞
국군의무사령부,国军医务司令部
경찰병원,大韩民国警察医院
경포대,镜浦台
한국영화아카데미,韩国电影艺术学院
상현동,上岘洞
흥아해운,兴亚海运
육군항공사령부,大韩民国陆军航空作战司令部
대신동,大新洞
대아고등학교,大亚高等学校
대야동,大夜洞
대야면,大野面
대양전자정보고등학교,大洋电子通信高等学校
대원고등학교,首尔大元高等学校
대원동,大围洞
대전가오고등학교,大田加午高等学校
단월면,丹月面
단장면,丹场面
담양읍,潭阳邑
당진소방서,唐津消防署
당진화력발전소,唐津火力发电厂
대한민국역사박물관,大韩民国历史博物馆
반곡관설동,盘古观雪洞
반송고등학교,盘松高等学校
반월동,半月洞
반포면,反浦面
공군미사일방어사령부,大韩民国空军防空砲兵司令部
방산면,方山面
대전도안고등학교,大田道安高等学校
대전문정중학교,大田文贞中学校
벌교읍,筏桥邑
범어고등학교,凡鱼高等学校
벽골제,碧骨堤
별내동,别内洞
별양동,别阳洞
수도포병여단,大韩民国首都砲兵旅
수도군단,大韩民国首都军
외교안보연구소,外交安保研究所
육군교육사령부,大韩民国陆军教育司令部
광동제약,广东制药
광릉,朝鲜光陵
경기항공고등학교,京畿航空高等学校
광명동,光明洞
광양군,光阳郡
광주고등법원,光州高等法院
중부내륙순환열차,中部内陆循环列车
백두대간협곡열차,白头大干峡谷列车
영흥화력발전소,灵兴火力发电厂
배방읍,排芳邑
배재학당,培材学堂
배화여자고등학교,培花女子高等学校
백구면,白鸥面
백남준아트센터,白南准艺术中心
백산서원,柏山书院
백석고등학교,白石高等学校
백석읍,白石邑
백수읍,白岫邑
백신고등학교,白新高中
용평면,龙坪面
영산대학교,灵山大学校
무거동,无去洞
선암동,仙岩洞
야음장생포동,也音长生浦洞
낙성대,落星垈
대치면,大峙面
대학동,大学洞
대한관광리무진,大韩
한일어업협정,日韩渔业协定
춘천경찰서,春川警察署
부산일본인학교,釜山日本人学校
서울정애학교,首尔精爱学校
서울정인학교,首尔正人学校
서울종합예술학교,首尔综合艺术学校
서울중앙지방검찰청,首尔中央地方检察厅
서울중부소방서,首尔中部消防署
서울지방국세청,首尔地方国税厅
서울특별시대통령경호처소방대,首尔特别市青瓦台消防队
대구학생문화센터,大邱学生文化中心
대덕면,大德面
대구지방검찰청,大邱地方检察厅
대구지방법원,大邱地方法院
서울서부지방검찰청,首尔西部地方检察厅
서울서부지방법원,首尔西部地方法院
서울세종고등학교,首尔世宗高等学校
서울성북소방서,首尔城北消防署
서울신석초등학교,新石初等学校
서울언북초등학교,首尔城北初等学校
병점동,饼店洞
보개면,宝盖面
보경사,宝镜寺
보광고등학교,普光高等学校
보리암,菩提庵
보문면,普门面
보산동,保山洞
부발읍,夫钵邑
부산김해경전철,釜山金海轻电铁
대마면,大马面
대상,大象
대선조선,大鲜造船
대소원면,大召院面
대술면,大述面
서울독립영화제,首尔独立电影节
서울디자인고등학교,首尔设计高中
서울미술고등학교,首尔美术高等学校
서울방송고등학교,首尔放送高等学校
서울북부지방검찰청,首尔北部地方检察厅
서울북부지방법원,首尔北部地方法院
부산광역시립시민도서관,釜山广域市立市民图书馆
미양고등학교,弥阳高中
미원면,米院面
민음사,民音社
민중의소리,人民之声
밀양동명고등학교,密阳东明高等学校
보성고등학교,普成高等学校
보성읍,宝城邑
보인고등학교,辅仁高等学校
복대동,福台洞
복정동,福井洞
한국투자공사,韩国投资公司
호림박물관,湖林博物馆
보령머드축제,泥浆节
해태제과식품,海太制菓
낙성대경제연구소,落星垈经济研究所
대한빙상경기연맹,大韩冰上竞技联盟
대한상공회의소,大韩商工会议所
덕진면,德津面
한국교통대학교,韩国交通大学校
덕포동,德浦洞
덕풍동,德豊洞
도개면,桃开面
도계서원,道溪书院
도고면,道高面
도당동,陶唐洞
도덕면,道德面
도두동,道头洞
도동서원,道东书院
대흥면,大兴面
덕산면,德山面
덕수고등학교,德寿高等学校
덕원여자고등학교,德源女子高中
도산면,陶山面
도원실내체육관,桃源室内体育馆
도촌동,岛村洞
둔내면,屯内面
둔산동,屯山洞
둔촌고등학교,遁村高等学校
둔촌잡영,遁村杂咏
둔포면,屯浦面
서울특별시소방학교,首尔特别市消防学校
염치읍,盐峙邑
영녕릉,英宁陵
영덕읍,盈德邑
영동고등학교,永东高等学校
영동읍,永同邑
부개여자고등학교,富开女高
부경고등학교,釜庆高等学校
부곡동,富谷洞
서울행정법원,首尔行政法院
설악면,雪岳面
설월여자고등학교,雪月女子高等学校
설천면,雪川面
성거읍,圣居邑
성남고등학교,城南高等学校
성남동,城南洞
대전송촌중학교,大田宋村中学校
대전이문고등학교,大田以文高等学校
대전지방검찰청,大田地方检察厅
대정중학교,大静中学校
대지고등학교,大池高等学校
대창고등학교,大昌高等学校
매산동,梅山洞
매송면,梅松面
매탄동,梅滩洞
맹골수도,孟骨水道
머니투데이,韩国今日早报
백현동,柏岘洞
번암면,蟠岩面
봉양읍,凤阳邑
부산동고등학교,釜山东高等学校
부산아시아단편영화제,釜山国际短篇电影节
부산여자상업고등학교,釜山女子商业高等学校
부산예술고등학교,釜山艺术高中
서울호서예술전문학교,首尔湖西艺术实用专门学校
서정동,西井洞
서천화력발전소,舒川火力发电所
서초고등학교,首尔瑞草高等学校
서탄면,西炭面
돈암서원,遯岩书院
돌마고등학교,突马高等学校
돌산읍,突山邑
오근장동,梧根场洞
오남읍,梧南邑
오류고등학교,梧柳高等学校
오송읍,江外面
동촌동,检沙洞
동탄동,东滩洞
두동면,斗东面
두마면,豆磨面
두서면,斗西面
두원면,豆原面
백암고등학교,白岩高等学校
백암면,白岩面
세종특별자치시교육청,世宗教育厅
소사중학교,素砂中学校
소안면,所安面
일신동,日新洞
임계면,临溪面
임동면,临东面
성산읍,城山邑
성산중학교,城山中学校
성수고등학교,圣修高等学校
성안동,城安洞
성암국제무역고등학교,诚庵国际贸易高中
북부동,北部洞
북상면,北上面
동대신동,东大新洞
동덕여자고등학교,同德女子高等学校
동두천고등학교,东豆川高等学校
동량면,东良面
동면,品杰里
부산지방검찰청,釜山地方检察厅
부산체육고등학교,釜山体育高等学校
부산컴퓨터과학고등학교,釜山电脑科学高等学校
부석면,浮石面
장성읍,长城邑
장수서창동,云宴洞
장암동,长岩洞
장암면,场岩面
제주국제장애인인권영화제,济州国际残疾人人权电影节
장천동,长泉洞
서울주택도시공사,首尔住宅都市公社
용암동,龙岩洞
용암면,龙岩面
용양봉저정,龙骧凤翥亭
옥종면,玉宗面
옥천면,玉泉面
옥천사,玉泉寺
온릉,温陵
온산읍,温山邑
온온사,稳稳舍
봉래면,蓬莱面
봉림동,龙洞
봉명동,凤鸣洞
봉산면,凤山面
장항동,獐项洞
장항읍,长项邑
장흥면,长兴面
적성면,赤城面
전곡읍,全谷邑
잠신고등학교,蚕新高等学校
잠실여자고등학교,蚕室女子高等学校
잠실학생체육관,蚕室学生体育馆
장곡고등학교,昌阁高中
장곡면,长谷面
장군면,将军面
장남면,高浪浦里
장덕고등학교,长德高等学校
장마면,丈麻面
장목면,长木面
소양동,昭阳洞
소요동,逍遥洞
소월시문학상,素月诗文学赏
소정면,小井面
소초면,所草面
소흘읍,苏屹邑
송도동,松岛洞
서후면,西后面
석문면,石门面
석봉동,石峰洞
석사동,硕士洞
석수동,石水洞
영등포여자고등학교,永登浦女子高等学校
영릉,朝鲜永陵
영암고속,荣岩高速
영양읍,英阳邑
영운동,永云洞
목포해양경찰서,木浦海洋警察厅
묘도동,猫岛洞
무거고등학교,无去高等学教
성당면,圣堂面
성락원,城乐园
성모여자고등학교,圣母女子高等学校
성복동,城北洞
성사고등학교,星沙高等学校
성지고등학교,盛志高中
