热比娅,레비야,rebiya
佳明,자밍,jaming
家尧,자야오,jayao
邦桥,오방차오,obangcao
湛博,잔보,janbo
繁雄,판슝,pansyung
子骥,오쯔지,ojjeuji
春晨,춘천,cunceon
艳艳,옌옌,yenyen
辰光,천광,ceongwang
玫嫔,메이핀,meipin
雨沛,위페이,wipei
学中,쉐중,swejung
兆年,자오녠,jaonyen
翰辰,한천,hanceon
金昊,진하오,jinhao
汤颢,탕하오,tanghao
逅,허우,heou
业明,예밍,yeming
天凝,톈닝,tyenning
仁安,런안,reonan
新生,신성,sinseong
晓昕,샤오신,syaosin
中华,중화,junghwa
启,치,ci
春雷,춘레이,cunrei
鹏旺,펑왕,peongwang
霖,린,rin
颖辉,이잉후이,iinghui
明磊,밍레이,mingrei
国严,궈옌,gweoyen
子扬,쯔양,jjeuyang
力立,리리,riri
吟啸,인샤오,insyao
子睿,쯔루이,jjeurui
俊豪,쥔하오,jwinhao
泰毓,타이위,taiwi
浩哲,하오저,haojeo
伟健,웨이젠,weijen
记,지,ji
建鹏,이젠펑,ijenpeong
前进,이첸진,icenjin
甫伟,푸웨이,puwei
轶哲,이저,ijeo
恩泽,언쩌,eonjjeo
俊毅,쥔이,jwini
孜林,쯔린,jjeurin
苏豪,쑤하오,ssuhao
歆宇,신위,sinwi
琪高,이치가오,icigao
韵嘉,윈자,winja
砚畅,옌창,yencang
菲鸿,페이훙,peihung
楚典,추뎬,cudyen
智文,즈원,jeuweon
靖原,징위안,jingwian
天予,톈위,tyenwi
禹然,위란,wiran
辰爵,천줴,ceonjwe
成龙,청룽,ceongrung
羽鑫,위신,wisin
锐韬,지티,jiti
邱铉,추쉬안,cuswian
志弦,즈쉬안,jeuswian
秉方,빈팡,binpang
嘉悦,자웨,jawe
传兴,촨싱,cwansing
濮,푸,pu
之珍,즈전,jeujeon
若宇,뤄위,rweowi
奇彦,기언,gieon
沐沐,무무,mumu
诗云,이스윈,iseuwin
华军,화쥔,hwajwin
重恒,충헝,cungheong
之英,즈잉,jeuing
健铭,젠밍,jenming
泽金,쩌진,jjeojin
晨阳,천양,ceonyang
培成,페이청,peiceong
立诚,리청,riceong
靖冬,징둥,jingdung
星灿,싱찬,singcan
恒逸,우헝이,uheongi
天源,톈위안,tyenwian
文聪,원충,weoncung
瑾睿,진루이,jinrui
美琳,메이린,meirin
佑嘉,유자,yuja
笑林,이샤오린,isyaorin
宪容,헌용,heonyong
嘉弈,자이,jai
佳言,자옌,jayen
际成,우지청,ujiceong
宗哲,종철,jongceol
兆京,자오징,jaojing
若浩,뤄하오,rweohao
凯瑾,카이진,kaijin
瞳,오퉁,otung
浩员,하오위안,haowian
国勇,궈융,gweoyung
皓哲,하오저,haojeo
季康,지캉,jikang
楚焜,추쿤,cukun
钦,친,cin
天悦,톈웨,tyenwe
佳步,자부,jabu
津玮,진위,jinwi
振满,전만,jeonman
旭哲,이쉬저,iswijeo
轩铭,쉬안밍,swianming
志钧,즈쥔,jeujwin
甫轩,오푸쉬안,opuswian
成志,청즈,ceongjeu
大志,오다즈,odajeu
吉贤,지셴,jisyen
子弈,우쯔이,ujjeui
宇鹏,위펑,wipeong
星越,싱웨,singwe
舜博,순보,sunbo
子萌,쯔멍,jjeumeong
思滢,쓰잉,sseuing
亚杰,야제,yaje
正建,정젠,jeongjen
长浩,창하오,canghao
伊伦,이룬,irun
心飏,신양,sinyang
子浩,즈하오,jeuhao
麻,마,ma
长皓,창하오,canghao
墨阳,모양,moyang
博尧,보야오,boyao
国际金融中心,국제금융센터,gugjegeumyungsenteo
笔划数,획수,hoegsu
中国工商银行股份有限公司,중국공상은행,jungguggongsangeunhaeng
大伊朗,대이란,daeiran
北疆,중가리아,junggaria
梅县话,메이셴화,meisyenhwa
门巴族,먼바족,meonbajog
恭陵,공릉,gongreung
中国西部,서중국,seojunggug
燕京,연경,yeongyeong
塔门,탑문섬,tabmunseom
华中,화중,hwajung
上海科技馆,상하이커지관,sanghaikeojigwan
富春山居图,부춘산거도,bucunsangeodo
温州话,원저우화,weonjeouhwa
中国教育电视台,중국교육방송,jungguggyoyugbangsong
加舒尔布鲁木诸峰,가셔브룸,gasyeobeurum
大鸦洲,다이아자우섬,daiajauseom
国家司法考试,전국사법시험,jeongugsabeobsiheom
桥咀洲,키우저이섬,kiujeoiseom
中国银联股份有限公司,중국은련,junggugeunryeon
希夏邦马峰,시샤팡마,sisyapangma
高昌,가오창국,gaocanggug
马哈兰格,마할랑구르,mahalranggureu
喜玛尔,히말,himal
徐家汇,쉬자후이,swijahui
香港星光大道,성광대도,seonggwangdaedo
盐田仔,임틴자이섬,imtinjaiseom
唐乾陵,건릉,geonreung
赫哲族,나나이족,nanaijog
中国石油,페트로차이나,peteurocaina
周口店北京人遗址,저우커우뎬,jeoukeoudyen
中国海洋石油集团有限公司,중국해양석유총공사,junggughaeyangseogyuconggongsa
卓奥友峰,초오유,cooyu
马卡鲁峰,마칼루,makalru
库姆塔格沙漠,로프노르,ropeunoreu
华南,화난,hwanan
大盘鸡,다판지,dapanji
吉澳,갓오섬,gasoseom
天坛大佛,천단대불,ceondandaebul
布洛阿特峰,브로드피크,beurodeupikeu
中国邮政储蓄银行,중국우정저축은행,junggugujeongjeocugeunhaeng
街道,가도변사소,gadobyeonsaso
中华人民共和国国务委员,국무위원,gugmuwiweon
武汉长江足球俱乐部,우한,uhan
延边长白山职业足球队,연변장백산직업축구팀,yeonbyeonjangbaegsanjigeobcuggutim
北海舰队,북해함대,bughaehamdae
藏族,티베트족,tibeteujog
汉长陵,장릉,jangreung
鄂温克族,예벤키족,yebenkijog
蒲台,포토이섬,potoiseom
东龙洲,둥룽자우섬,dungrungjauseom
海尔,하이얼,haieol
格重康峰,갸충캉,gyacungkang
招商银行,중국초상은행,junggugcosangeunhaeng
中国国家铁路集团有限公司,중국철도총공사,junggugceoldoconggongsa
中国尊,중국존,junggugjon
大秦寺塔,대진사,daejinsa
格兰仕,갈란츠,galranceu
周原,주원,juweon
改革开放,개혁개방,gaehyeoggaebang
汉阳陵,양릉,yangreung
金盾工程,금순공정,geumsungongjeong
巴颜喀拉山脉,바얀카라산맥,bayankarasanmaeg
太庙,태묘,taemyo
土豆网,토두망,todumang
鄂尔多斯高原,오르도스고원,oreudoseugoweon
石鼓洲,섹구자우섬,seggujauseom
国家电网有限公司,국가전망공사,guggajeonmanggongsa
上海帮,상하이방,sanghaibang
景泰陵,경태릉,gyeongtaereung
平安保险,핑안보험,pinganboheom
宋陵,송릉,songreung
邺,업,eob
中国人民革命军事博物馆,중국인민혁명군사박물관,jungguginminhyeogmyeonggunsabagmulgwan
泽当街道,세탕,setang
中国丹霞,단샤,dansya
县,현,hyeon
实际控制线,실질통제선,siljiltongjeseon
中国宝武钢铁集团有限公司,바오우,baou
联洲国际有限公司,티피링크,tipiringkeu
中国政府友谊奖,우의장,uyijang
汉茂陵,무릉,mureung
梨园,이원,iweon
南海舰队,남해함대,namhaehamdae
灵山大佛,영산대불,yeongsandaebul
青洲,칭자우섬,cingjauseom
坪洲,펭자우섬,pengjauseom
南坳,남요,namyo
兴业银行,중국흥업은행,junggugheungeobeunhaeng
桑耶寺,삼예사,samyesa
清裕陵,유릉,yureung
中华庙宇,사원,saweon
中国航空工业集团有限公司,중국항공공업집단공사,junggughanggonggongeobjibdangongsa
中国石油化工集团有限公司,중국석유화공집단공사,junggugseogyuhwagongjibdangongsa
清福陵,복릉,bogreung
将军澳,정관오,jeonggwano
乡,향,hyang
粉岭,판링,panring
上海浦东发展银行,상하이푸동발전은행,sanghaipudongbaljeoneunhaeng
香港铁路有限公司,항철공사,hangceolgongsa
中国兵器工业集团有限公司,노린코,norinko
中国航天科技集团有限公司,중국항천과기집단공사,junggughangceongwagijibdangongsa
实验系列卫星,실험,silheom
土尔扈特,투르구트,tureuguteu
海思半导体有限公司,하이실리콘,haisilrikon
中央戏剧学院,중앙희극학원,junganghyigeughagweon
朝鲜停战协定,한국휴전협정,hangughyujeonhyeobjeong
民政总署大楼,민정총서대루,minjeongcongseodaeru
红旗,훙치,hungci
昂坪,옹핑,ongping
海洋系列卫星,해양,haeyang
喜灵洲,헤이링자우섬,heiringjauseom
陆海国际中心,륙해국제센터,ryughaegugjesenteo
福建炒饭,후지엔차오판,hujiencaopan
恒大地产,헝다그룹,heongdageurub
抗美援朝纪念馆,항미원조기념관,hangmiweonjoginyeomgwan
中国腌菜,파오차이,paocai
武功山,우궁산맥,ugungsanmaeg
香港小型巴士,마을버스,maeulbeoseu
愤青,펀칭,peoncing
东直门,둥지먼,dungjimeon
中国人民解放军空降兵军,공강병군,gonggangbyeonggun
江海关,강해관,ganghaegwan
麻辣,마라,mara
国子监,국자감,gugjagam
往湾洲,웡완자우섬,weongwanjauseom
曹操攻徐州之战,서주대학살,seojudaehagsal
东嘎街道,동가르,donggareu
翟服,적의,jeogyi
图门国境大桥,도문국경대교,domunguggyeongdaegyo
海下,호이하,hoiha
伪满建国忠灵庙旧址,건국충영묘,geongugcungyeongmyo
多玛乡,두오마,duoma
香港韩国国际学校,홍콩한국국제학교,hongkonghanguggugjehaggyo
交椅洲,가우이자우섬,gauijauseom
昆阳街道,곤양,gonyang
葡汁,포우잡,poujab
双江街道,신장,sinjang
人民网,인민망,inminmang
国药控股,시노팜,sinopam
威孚房开杯棋王争霸赛,위부방개배,wibubanggaebae
天津广播电视台,톈진인민방송,tyenjininminbangsong
天链系列中继卫星,천련중계위성,ceonryeonjunggyewiseong
天京之战,천경공방전,ceongyeonggongbangjeon
浮屠,승탑,seungtab
明裕陵,유릉,yureung
明思陵,사릉,sareung
甘肃省广播电影电视总台,간쑤인민방송,ganssuinminbangsong
路军,로군,rogun
西营盘,사이잉푼,saiingpun
云峰水库,운봉댐,unbongdaem
唐和陵,화릉,hwareung
永佑陵,영우릉,yeongureung
永崇陵,영숭릉,yeongsungreung
永穆陵,영목릉,yeongmogreung
永绍陵,영소릉,yeongsoreung
永茂陵,영무릉,yeongmureung
永阜陵,영부릉,yeongbureung
蓬州,펑저우,peongjeou
宋少帝陵,소제릉,sojereung
清昭陵,소릉,soreung
童话大王,동화대왕,donghwadaewang
严道街道,얀다오,yandao
中国龙星战,용성전,yongseongjeon
上将,상장,sangjang
中国人民解放军中将,중장,jungjang
中国航天科工集团有限公司,중국항천과공집단,junggughangceongwagongjibdan
东镇街道,동젠,dongjen
东皇街道,동후앙,donghuang
便江街道,비안지앙,bianjiang
佳州街道,지알루,jialru
保泰陵,보태릉,botaereung
北京小马奔腾影视文化发展,샤오마뻔텅,syaomabbeonteong
集州街道,난지앙,nanjiang
南隆街道,난롱,nanrong
南街街道,난지에,nanjie
符阳街道,헤이장,heijang
唐桥陵,교릉,gyoreung
唐靖陵,정릉,jeongreung
汉昌街道,청관,ceonggwan
国家煤矿安全监察局,국가탄광안전감찰국,guggatangwanganjeongamcalgug
大街街道,다지에,dajie
天池街道,티안치,tianci
宋永福陵,영복릉,yeongbogreung
平南街道,핑난,pingnan
峡山街道,시아샨,siasyan
屏山街道,핑샨,pingsyan
广东白云学院,광동백운대학교는,gwangdongbaegundaehaggyoneun
延边卫视,연변위성방송,yeonbyeonwiseongbangsong
桂林学院,계림대학교,gyerimdaehaggyo
文澜街道,웬란,wenran
