hebe,ɛbɛ
giaretta,ʒiɐɾɛttɐ
adnet,ɐdnɛt
krigsner,kɾiɡsnɛɾ
nando,nɐndo
tonico,toniko
merabet,mɛɾɐbɛt
penélope,pɛnelopɛ
pellegrini,pɛllɛɡʁini
grinover,ɡɾinovɛɾ
chay,kɐj
suede,suɛdɛ
ornellas,oɾnɛllɐʃ
kotscho,kotsko
yū,jū
boechat,bowɛkɐt
toffoli,toffoli
rubenilson,ʁubɛnilsõ
selmir,sɛlmiɾ
babaioff,bɐbɐjoff
joelisson,ʒowɛliʃsõ
garrafa,ɡɐʁɐfɐ
eryk,ɛɾjk
wainer,wajnɛɾ
loreto,loɾɛto
valdetaro,vɐldɛtɐɾo
ambiel,ɐmbiɛl
klara,klɐɾɐ
castanho,kɐʃtɐno
saback,sɐbɐkk
marcius,mɐɾsiwʃ
melhem,mɛlɛ̃
hassum,ɐʃsũ
karnal,kɐɾnɐl
marcia,mɐɾsiɐ
tiburi,tibuɾi
veras,vɛɾɐʃ
gueiros,ɡʷɛjɾoʃ
neusinha,newzinɐ
onyx,onjs
lorenzoni,loɾɛnzoni
barum,bɐɾũ
suely,suɛlj
herculanohouzel,ɛɾkulɐnoowuzɛl
márcico,maɾsiko
quitéria,kʷiteɾiɐ
projota,pɾoʒotɐ
thalita,tɐlitɐ
carauta,kɐɾawtɐ
cipreste,sipʁɛʃtɛ
silvino,silvino
rincon,ʁinkõ
sapiencia,sɐpiɛnsiɐ
ricky,ʁikkj
cé,se
pardal,pɐɾdɐl
karanga,kɐɾɐnɡɐ
josiel,ʒoziɛl
marlene,mɐɾlɛnɛ
lancellotti,lɐnsɛllotti
fuscão,fuʃkɐ̃w̃
reiner,ʁɛjnɛɾ
gedoz,ʒɛdoʒ
albina,ɐlbinɐ
clèmerson,klɛ̀mɛɾsõ
merlin,mɛɾlĩ
clève,klɛ̀vɛ
clóvis,klɔviʃ
maméde,mɐmedɛ
lucco,lukko
manhente,mɐnɛntɛ
cristovam,kɾiʃtovɐ̃
barbio,bɐɾbio
willyan,willjɐ̃
farley,fɐɾlɛj
baldin,bɐldĩ
lobianco,lobiɐnko
rainer,ʁajnɛɾ
nathaly,nɐtɐlj
kurata,kuɾɐtɐ
zaneratto,zɐnɛɾɐtto
ratão,ʁɐtɐ̃w̃
fellipe,fɛllipɛ
bertoldo,bɛɾtoldo
samira,sɐmiɾɐ
belusso,bɛluʃso
abla,ɐblɐ
olivir,oliviɾ
gabardo,ɡɐbɐɾdo
goiano,ɡowjɐno
allano,ɐllɐno
gaitán,ɡajtã
elmôr,ɛlmoɾ
enedina,ɛnɛdinɐ
edinho,ɛdino
mandetta,mɐndɛttɐ
dalavia,dɐlɐviɐ
romarinho,ʁomɐɾino
helga,ɛlɡɐ
nemeczyk,nɛmɛkzjk
gebran,ʒɛbʁɐ̃
liniker,linikɛɾ
sauer,sawɛɾ
walterson,wɐltɛɾsõ
kayzer,kɐjzɛɾ
hygor,jɡoɾ
baio,bɐjo
nezinho,nɛzino
ava,ɐvɐ
djamila,dʒɐmilɐ
deltan,dɛltɐ̃
dallagnol,dɐllɐɡnol
jucimar,ʒuzimɐɾ
dandara,dɐndɐɾɐ
cynthia,sjntiɐ
arraes,ɐʁɐɛʃ
serrato,sɛʁɐto
karabachian,kɐɾɐbɐkiɐ̃
mc,mk
fioti,fioti
charry,kɐʁj
oriovisto,oɾioviʃto
laryssa,lɐɾjʃsɐ
ayres,ɐjʁɛʃ
vintecinco,vintɛzinko
zambelli,zɐmbɛlli
bugalho,buɡɐlo
jurema,ʒuɾɛmɐ
wajngarten,wɐʒnɡɐɾtɛ̃
angélica,ɐnʒelikɐ
flavio,flɐvio
pitaluga,pitɐluɡɐ
thelma,tɛlmɐ
endrick,ɛndɾikk
fred,fɾɛd
nicácio,nikazio
sander,sɐndɛɾ
isnairo,iʃnajɾo
lídia,lidiɐ
florbela,floɾbɛlɐ
espanca,ɛʃpɐnkɐ
antónia,ɐntɔniɐ
capela,kɐpɛlɐ
moedas,mowɛdɐʃ
barge,bɐɾʒɛ
carvalhas,kɐɾvɐlɐʃ
pete,pɛtɛ
tha,tɐ
zouk,zowuk
nemésio,nɛmezio
alberta,ɐlbɛɾtɐ
suzanne,suzɐnnɛ
daveau,dɐvɛaw
mily,milj
possoz,poʃsoʒ
grada,ɡɾɐdɐ
kilomba,kilombɐ
lamelaslópez,lɐmɛlɐʃlɔpɛʒ
pinharanda,pinɐɾɐndɐ
amazônica,ɐmɐzonikɐ
jocum,ʒokũ
incêndio,insendio
no,no
joelma,ʒowɛlmɐ
akan,ɐkɐ̃
palácio,pɐlazio
planalto,plɐnɐlto
morato,moɾɐto
itapiranga,itɐpiɾɐnɡɐ
açailândia,ɐsajlandiɐ
comitê,komite
codó,kodɔ
brasilguiana,bɾɐzilɡʷiɐnɐ
brasilcolômbia,bɾɐzilkolombiɐ
brasilsuriname,bɾɐzilsuɾinɐmɛ
brasilvenezuela,bɾɐzilvɛnɛzuɛlɐ
bolíviabrasil,boliviɐbʁɐzil
brasilparaguai,bɾɐzilpɐɾɐɡaj
argentinabrasil,ɐɾʒɛntinɐbʁɐzil
brasilperu,bɾɐzilpɛɾu
boate,bowɐtɛ
kiss,kisʃ
prato,pɾɐto
paio,pɐjo
tucupi,tukupi
ação,ɐsɐ̃w̃
integralista,intɛɡʁɐliʃtɐ
maravilhosa,mɐɾɐvilozɐ
capivariano,kɐpivɐɾiɐno
zalla,zɐllɐ
d,d
prémio,pɾemio
capelinha,kɐpɛlinɐ
aparições,ɐpɐɾisõj̃ʃ
última,ultimɐ
ceia,sɛjɐ
congonhassão,konɡonɐʃsɐ̃w̃
airport,ajɾpoɾt
viracopos,viɾɐkopoʃ
international,intɛɾnɐtionɐl
rech,ʁɛk
mazzilli,mɐʒzilli
tigrão,tiɡʁɐ̃w̃
fellype,fɛlljpɛ
cambalhota,kɐmbɐlotɐ
arthuso,ɐɾtuzo
geovanni,ʒɛovɐnni
jade,ʒɐdɛ
gemignani,ʒɛmiɡnɐni
vinício,vinizio
possamai,poʃsɐmaj
rademaker,ʁɐdɛmɐkɛɾ
delani,dɛlɐni
dênis,deniʃ
eninho,ɛnino
fofão,fofɐ̃w̃
paiola,pɐjolɐ
elinton,ɛlintõ
fabão,fɐbɐ̃w̃
dines,dinɛʃ
winck,winkk
zuzu,zuzu
angel,ɐnʒɛl
aviz,ɐviʒ
slobodan,slobodɐ̃
soro,soɾo
amoroso,ɐmoɾozo
eugênio,ewʒenio
lohaynny,loɐjnnj
vavá,vɐva
wilker,wilkɛɾ
didi,didi
marson,mɐɾsõ
saragosa,sɐɾɐɡozɐ
isaías,izaj́ɐʃ
dinho,dino
kardec,kɐɾdɛk
pantera,pɐntɛɾɐ
robyn,ʁobj̃
regehr,ʁɛʒɛʁ
oreco,oɾɛko
b,b
algodão,ɐlɡodɐ̃w̃
bortoletto,boɾtolɛtto
cavallin,kɐvɐllĩ
cajá,kɐʒa
delfim,dɛlfĩ
claudemir,klawdɛmiɾ
tjong,tʒonɡ
estácio,ɛʃtazio
miller,millɛɾ
niède,niɛ̀dɛ
guidon,ɡʷidõ
obina,obinɐ
finkler,finklɛɾ
kuhlmann,kulmɐn
cíntia,sintiɐ
demerson,dɛmɛɾsõ
detinho,dɛtino
chana,kɐnɐ
danielson,dɐniɛlsõ
dinélson,dinelsõ
beck,bɛkk
caboré,kɐboɾe
orzechowski,oɾzɛkowski
lily,lilj
tonho,tono
narde,nɐɾdɛ
weligton,wɛliɡtõ
agnelo,ɐɡnɛlo
scheid,skɛjd
ratinho,ʁɐtino
ithamara,itɐmɐɾɐ
koorax,kowoɾɐs
stefan,stɛfɐ̃
fest,fɛʃt
carrijo,kɐʁiʒo
ned,nɛd
sidraílson,sidʁaj́lsõ
mauri,mawɾi
könig,köniɡ
may,mɐj
east,ɛɐʃt
jumar,ʒumɐɾ
pigossi,piɡoʃsi
schroeber,skɾowɛbɛɾ
élcio,elsio
etiene,ɛtiɛnɛ
daiene,dɐjɛnɛ
alcino,ɐlsino
róger,ʁɔʒɛɾ
pomar,pomɐɾ
delta,dɛltɐ
winicki,winikki
escobar,ɛʃkobɐɾ
zormann,zoɾmɐn
hyuri,juɾi
josip,ʒozip
vrlić,vɾliḱ
sancho,sɐnko
tiquinho,tikʷino
brandonn,bɾɐndon
altamir,ɐltɐmiɾ
stefani,stɛfɐni
milena,milɛnɐ
titoneli,titonɛli
ícaro,ikɐɾo
diamante,diɐmɐntɛ
jungblut,ʒunɡblut
menino,mɛnino
lamoglia,lɐmoɡliɐ
vladas,vlɐdɐʃ
sidoravicius,sidoɾɐviziwʃ
policarpo,polikɐɾpo
heinz,ɛjnʒ
kerry,kɛʁj
ticha,tikɐ
penicheiro,pɛnikɛjɾo
mia,miɐ
hermínia,ɛɾminiɐ
jeanmichel,ʒɛɐnmikɛl
bismut,biʃmut
kátia,katiɐ
fineza,finɛzɐ
d'eça,dʼɛsɐ
sassetti,sɐʃsɛtti
bruma,bɾumɐ
fiúza,fiẃzɐ
auriol,awɾiol
dongmo,donɡmo
iúri,iẃɾi
ernestina,ɛɾnɛʃtinɐ
matinhos,mɐtinoʃ
caldazinha,kɐldɐzinɐ
tramandaí,tɾɐmɐndaj́
aratiba,ɐɾɐtibɐ
arambaré,ɐɾɐmbɐɾe
jacuizinho,ʒɐkujzino
poconé,pokone
nanuque,nɐnukʷɛ
ibirubá,ibiɾuba
jóia,ʒɔjɐ
sairé,sajɾe
rialma,ʁiɐlmɐ
coaraci,kowɐɾɐzi
condado,kondɐdo
xambioá,ʃɐmbiowa
interlagos,intɛɾlɐɡoʃ
coroaci,koɾowɐzi
brazabrantes,bɾɐzɐbʁɐntɛʃ
aspásia,ɐʃpaziɐ
balbinos,bɐlbinoʃ
bananal,bɐnɐnɐl
axixá,ɐksiksa
jaguari,ʒɐɡɐɾi
paranapuã,pɐɾɐnɐpuɐ̃
turiaçu,tuɾiɐsu
brasiléia,bɾɐzilejɐ
arcoverde,ɐɾkovɛɾdɛ
aceguá,ɐzɛɡa
mairipotaba,majɾipotɐbɐ
aloândia,ɐlowandiɐ
firminópolis,fiɾminɔpoliʃ
matrinchã,mɐtʁinkɐ̃
jarinu,ʒɐɾinu
derrubadas,dɛʁubɐdɐʃ
crucilândia,kɾuzilandiɐ
juti,ʒuti
porteirão,poɾtɛjɾɐ̃w̃
itarumã,itɐɾumɐ̃
goianira,ɡowjɐniɾɐ
cerrado,sɛʁɐdo
alumínio,ɐluminio
itaberá,itɐbɛɾa
piripiri,piɾipiɾi
arenópolis,ɐɾɛnɔpoliʃ
paraúna,pɐɾaẃnɐ
serro,sɛʁo
quixeramobim,kʷiksɛɾɐmobĩ
alecrim,ɐlɛkʁĩ
canela,kɐnɛlɐ
crissiumal,kɾiʃsiwmɐl
caarapó,kɐɐɾɐpɔ
lajinha,lɐʒinɐ
bacurituba,bɐkuɾitubɐ
aiuaba,ɐjuɐbɐ
paraguaçu,pɐɾɐɡɐsu
caraúbas,kɐɾaẃbɐʃ
gouvelândia,ɡowuvɛlandiɐ
mossâmedes,moʃsamɛdɛʃ
mozarlândia,mozɐɾlandiɐ
joviânia,ʒovianiɐ
tabapuã,tɐbɐpuɐ̃
cristianópolis,kɾiʃtiɐnɔpoliʃ
theobroma,tɛobʁomɐ
ipuaçu,ipuɐsu
witmarsum,witmɐɾsũ
ouvidor,owuvidoɾ
timbiras,timbiɾɐʃ
salinópolis,sɐlinɔpoliʃ
xavantina,ʃɐvɐntinɐ
remígio,ʁɛmiʒio
paranaiguara,pɐɾɐnajɡɐɾɐ
goiandira,ɡowjɐndiɾɐ
urutaí,uɾutaj́
itapetinga,itɐpɛtinɡɐ
ipuiuna,ipujunɐ
sanclerlândia,sɐnklɛɾlandiɐ
chuvisca,kuviʃkɐ
palmitinho,pɐlmitino
jaguaribe,ʒɐɡɐɾibɛ
cidelândia,sidɛlandiɐ
guaraciama,ɡɐɾɐziɐmɐ
brodowski,bɾodowski
tambaú,tɐmbaẃ
batatais,bɐtɐtajʃ
crisólita,kɾizɔlitɐ
casinhas,kɐzinɐʃ
tanabi,tɐnɐbi
igarapémiri,iɡɐɾɐpemiɾi
ataléia,ɐtɐlejɐ
juruá,ʒuɾua
davinópolis,dɐvinɔpoliʃ
itaubal,itawbɐl
ingá,inɡa
alvinópolis,ɐlvinɔpoliʃ
guapirama,ɡɐpiɾɐmɐ
itajá,itɐʒa
caturaí,kɐtuɾaj́
uirapuru,ujɾɐpuɾu
fernão,fɛɾnɐ̃w̃
duartina,duɐɾtinɐ
abadiânia,ɐbɐdianiɐ
diorama,dioɾɐmɐ
panamá,pɐnɐma
juruti,ʒuɾuti
caetés,kɐɛteʃ
itaju,itɐʒu
materlândia,mɐtɛɾlandiɐ
igrejinha,iɡʁɛʒinɐ
mamanguape,mɐmɐnɡɐpɛ
cristalina,kɾiʃtɐlinɐ
inhacorá,inɐkoɾa
curimatá,kuɾimɐta
pejuçara,pɛʒusɐɾɐ
acreúna,ɐkʁeẃnɐ
corumbiara,koɾumbiɐɾɐ
jussari,ʒuʃsɐɾi
borborema,boɾboɾɛmɐ
morrinhos,moʁinoʃ
lajeado,lɐʒɛɐdo
mucurici,mukuɾizi
corupá,koɾupa
soure,sowuɾɛ
cumbe,kumbɛ
castelândia,kɐʃtɛlandiɐ
emilianópolis,ɛmiliɐnɔpoliʃ
elisiário,ɛliziaɾio
inaciolândia,inɐziolandiɐ
arez,ɐɾɛʒ
ipiguá,ipiɡa
arataca,ɐɾɐtɐkɐ
avaí,ɐvaj́
embaúba,ɛmbaẃbɐ
óleo,ɔlɛo
sirinhaém,siɾinɐẽ
beijamão,bɛjʒɐmɐ̃w̃
timbaúba,timbaẃbɐ
ipaussu,ipawʃsu
pindorama,pindoɾɐmɐ
caçu,kɐsu
fernandópolis,fɛɾnɐndɔpoliʃ
ipeúna,ipeẃnɐ
mercês,mɛɾseʃ
paulistânia,pawliʃtaniɐ
guzolândia,ɡzolandiɐ
lutécia,luteziɐ
olindina,olindinɐ
zortéa,zoɾteɐ
araçagi,ɐɾɐsɐʒi
juarina,ʒuɐɾinɐ
serrana,sɛʁɐnɐ
guaraqueçaba,ɡɐɾɐkʷɛsɐbɐ
ibituruna,ibituɾunɐ
caatiba,kɐɐtibɐ
nuporanga,nupoɾɐnɡɐ
pradópolis,pɾɐdɔpoliʃ
lucianópolis,luziɐnɔpoliʃ
matão,mɐtɐ̃w̃
marinópolis,mɐɾinɔpoliʃ
arabutã,ɐɾɐbutɐ̃
medianeira,mɛdiɐnɛjɾɐ
lavínia,lɐviniɐ
japonvar,ʒɐponvɐɾ
itaí,itaj́
potirendaba,potiɾɛndɐbɐ
iacanga,iɐkɐnɡɐ
iaras,iɐɾɐʃ
itobi,itobi
orindiúva,oɾindiẃvɐ
jupiá,ʒupia
itainópolis,itajnɔpoliʃ
anori,ɐnoɾi
aramina,ɐɾɐminɐ
tamboara,tɐmbowɐɾɐ
mirador,miɾɐdoɾ
jaguaré,ʒɐɡɐɾe
cromínia,kɾominiɐ
cajapió,kɐʒɐpiɔ
itinga,itinɡɐ
coxilha,koksilɐ
pardinho,pɐɾdino
centenário,sɛntɛnaɾio
pitangueiras,pitɐnɡʷɛjɾɐʃ
braganey,bɾɐɡɐnɛj
cabixi,kɐbiksi
jales,ʒɐlɛʃ
nipoã,nipowɐ̃
canitar,kɐnitɐɾ
apuí,ɐpuj́
altinópolis,ɐltinɔpoliʃ
potengi,potɛnʒi
guapiaçu,ɡɐpiɐsu
ituverava,ituvɛɾɐvɐ
itapura,itɐpuɾɐ
montividiu,montividiw
pinhão,pinɐ̃w̃
paulicéia,pawlizejɐ
ouroeste,owuɾowɛʃtɛ
glicério,ɡlizeɾio
guarantã,ɡɐɾɐntɐ̃
iguaraçu,iɡɐɾɐsu
toropi,toɾopi
paudalho,pawdɐlo
alhandra,ɐlɐndɾɐ
mandaguaçu,mɐndɐɡɐsu
canarana,kɐnɐɾɐnɐ
iporá,ipoɾa
itamarati,itɐmɐɾɐti
alagoinha,ɐlɐɡowinɐ
jumirim,ʒumiɾĩ
macaubal,mɐkawbɐl
pinhalzinho,pinɐlzino
getulina,ʒɛtulinɐ
afuá,ɐfua
gilbués,ʒilbueʃ
curaçá,kuɾɐsa
xexéu,ʃɛksɛw
sananduva,sɐnɐnduvɐ
japoatã,ʒɐpowɐtɐ̃
miraselva,miɾɐzɛlvɐ
nonoai,nonowaj
agrolândia,ɐɡʁolandiɐ
agudo,ɐɡdo
jangada,ʒɐnɡɐdɐ
alagoa,ɐlɐɡowɐ
vicentinópolis,vizɛntinɔpoliʃ
nantes,nɐntɛʃ
matinha,mɐtinɐ
aimorés,ajmoɾeʃ
macatuba,mɐkɐtubɐ
anhembi,ɐnɛmbi
ourolândia,owuɾolandiɐ
itamaraju,itɐmɐɾɐʒu
cedral,sɛdʁɐl
uchoa,ukowɐ
sangão,sɐnɡɐ̃w̃
pratânia,pɾɐtaniɐ
tapiratiba,tɐpiɾɐtibɐ
iguatemi,iɡɐtɛmi
brejinho,bɾɛʒino
chiador,kiɐdoɾ
itaquara,itɐkɐɾɐ
jacaraci,ʒɐkɐɾɐzi
palmópolis,pɐlmɔpoliʃ
marmelópolis,mɐɾmɛlɔpoliʃ
itapiúna,itɐpiẃnɐ
ladainha,lɐdajnɐ
sarandi,sɐɾɐndi
aguanil,ɐɡɐnil
riqueza,ʁikʷɛzɐ
baependi,bɐɛpɛndi
paraopeba,pɐɾɐopɛbɐ
rondinha,ʁondinɐ
palotina,pɐlotinɐ
embuguaçu,ɛmbuɡɐsu
mutum,mutũ
caapiranga,kɐɐpiɾɐnɡɐ
filadélfia,filɐdelfiɐ
meridiano,mɛɾidiɐno
ipueiras,ipuɛjɾɐʃ
amontada,ɐmontɐdɐ
jaquirana,ʒɐkʷiɾɐnɐ
curvelo,kuɾvɛlo
aiuruoca,ɐjuɾuokɐ
pindoretama,pindoɾɛtɐmɐ
perdigão,pɛɾdiɡɐ̃w̃
jaboticatubas,ʒɐbotikɐtubɐʃ
araçuaí,ɐɾɐsuaj́
botumirim,botumiɾĩ
harmonia,ɐɾmoniɐ
cidreira,sidʁɛjɾɐ
bofete,bofɛtɛ
perdizes,pɛɾdizɛʃ
turuçu,tuɾusu
araponga,ɐɾɐponɡɐ
candiota,kɐndiotɐ
arvorezinha,ɐɾvoɾɛzinɐ
espumoso,ɛʃpumozo
amorinópolis,ɐmoɾinɔpoliʃ
amambai,ɐmɐmbaj
normandia,noɾmɐndiɐ
guaraçaí,ɡɐɾɐsaj́
ubarana,ubɐɾɐnɐ
ourizona,owuɾizonɐ
pedranópolis,pɛdʁɐnɔpoliʃ
caseiros,kɐzɛjɾoʃ
piratuba,piɾɐtubɐ
tijucas,tiʒukɐʃ
aruanã,ɐɾuɐnɐ̃
anapu,ɐnɐpu
mirassolândia,miɾɐʃsolandiɐ
acrelândia,ɐkʁɛlandiɐ
ubaí,ubaj́
maratá,mɐɾɐta
maçambará,mɐsɐmbɐɾa
arneiroz,ɐɾnɛjɾoʒ
luminárias,luminaɾiɐʃ
colorado,koloɾɐdo
cacaulândia,kɐkawlandiɐ
mampituba,mɐmpitubɐ
arcoíris,ɐɾkowiɾiʃ
brochier,bɾokiɛɾ
ângulo,anɡlo
comodoro,komodoɾo
jaicós,ʒajkɔʃ
campinápolis,kɐmpinapoliʃ
bálsamo,balsɐmo
alvinlândia,ɐlvinlandiɐ
cajobi,kɐʒobi
areiópolis,ɐɾɛjɔpoliʃ
angatuba,ɐnɡɐtubɐ
cedro,sɛdʁo
pongaí,ponɡaj́
ibiraiaras,ibiɾɐjɐɾɐʃ
envira,ɛnviɾɐ
dolcinópolis,dolsinɔpoliʃ
buritama,buɾitɐmɐ
andrelândia,ɐndɾɛlandiɐ
corumbataí,koɾumbɐtaj́
mataraca,mɐtɐɾɐkɐ
pancas,pɐnkɐʃ
alexânia,ɐlɛksaniɐ
panorama,pɐnoɾɐmɐ
suzanápolis,suzɐnapoliʃ
seringueiras,sɛɾinɡʷɛjɾɐʃ
gandu,ɡɐndu
cananéia,kɐnɐnejɐ
charqueadas,kɐɾkʷɛɐdɐʃ
unistalda,uniʃtɐldɐ
caicó,kajkɔ
gentil,ʒɛntil
alpestre,ɐlpɛʃtɾɛ
irani,iɾɐni
itaetê,itɐɛte
canelinha,kɐnɛlinɐ
reginópolis,ʁɛʒinɔpoliʃ
analândia,ɐnɐlandiɐ
biguaçu,biɡɐsu
chalé,kɐle
cansanção,kɐnsɐnsɐ̃w̃
cambira,kɐmbiɾɐ
querência,kʷɛɾensiɐ
cocal,kokɐl
palestina,pɐlɛʃtinɐ
acorizal,ɐkoɾizɐl
imaruí,imɐɾuj́
itapema,itɐpɛmɐ
careiro,kɐɾɛjɾo
xaxim,ʃɐksĩ
ibirá,ibiɾa
torrinha,toʁinɐ
ressaquinha,ʁɛʃsɐkʷinɐ
cambuquira,kɐmbukʷiɾɐ
braúna,bɾaẃnɐ
orizona,oɾizonɐ
muqui,mukʷi
jaguaquara,ʒɐɡɐkɐɾɐ
juvenília,ʒuvɛniliɐ
floraí,floɾaj́
icapuí,ikɐpuj́
itupeva,itupɛvɐ
itapororoca,itɐpoɾoɾokɐ
carneirinho,kɐɾnɛjɾino
jequitaí,ʒɛkʷitaj́
mercedes,mɛɾsɛdɛʃ
mascote,mɐʃkotɛ
araguanã,ɐɾɐɡɐnɐ̃
caiabu,kɐjɐbu
alambari,ɐlɐmbɐɾi
jordânia,ʒoɾdaniɐ
uarini,uɐɾini
tiros,tiɾoʃ
garruchos,ɡɐʁukoʃ
calçoene,kɐlsowɛnɛ
bujari,buʒɐɾi
cutias,kutiɐʃ
chupinguaia,kupinɡɐjɐ
imigrante,imiɡʁɐntɛ
agronômica,ɐɡʁonomikɐ
junqueirópolis,ʒunkʷɛjɾɔpoliʃ
itambacuri,itɐmbɐkuɾi
camanducaia,kɐmɐndukɐjɐ
vazante,vɐzɐntɛ
maravilhas,mɐɾɐvilɐʃ
umburatiba,umbuɾɐtibɐ
pedrinópolis,pɛdʁinɔpoliʃ
macedônia,mɐzɛdoniɐ
virmond,viɾmond
marliéria,mɐɾlieɾiɐ
monjolos,monʒoloʃ
carvalhos,kɐɾvɐloʃ
caibaté,kajbɐte
caparaó,kɐpɐɾɐɔ
quatiguá,kɐtiɡa
ipubi,ipubi
westfália,wɛʃtfaliɐ
piraquê,piɾɐkʷe
paranhos,pɐɾɐnoʃ
paraisópolis,pɐɾajzɔpoliʃ
parisi,pɐɾizi
ipê,ipe
ibicaraí,ibikɐɾaj́
palmeirante,pɐlmɛjɾɐntɛ
palmelo,pɐlmɛlo
sinimbu,sinimbu
mamonas,mɐmonɐʃ
josenópolis,ʒozɛnɔpoliʃ
bodocó,bodokɔ
fartura,fɐɾtuɾɐ
epitaciolândia,ɛpitɐziolandiɐ
caeté,kɐɛte
malhada,mɐlɐdɐ
orós,oɾɔʃ
bananeiras,bɐnɐnɛjɾɐʃ
poté,pote
catanduvas,kɐtɐnduvɐʃ
itaipé,itajpe
cristália,kɾiʃtaliɐ
itacajá,itɐkɐʒa
itanagra,itɐnɐɡʁɐ
jataí,ʒɐtaj́
birigui,biɾiɡʷi
areial,ɐɾɛjɐl
itaberaí,itɐbɛɾaj́
tianguá,tiɐnɡa
pratinha,pɾɐtinɐ
rubim,ʁubĩ
veredinha,vɛɾɛdinɐ
paracatu,pɐɾɐkɐtu
matozinhos,mɐtozinoʃ
piumhi,piwmi
machacalis,mɐkɐkɐliʃ
malacacheta,mɐlɐkɐkɛtɐ
ibicoara,ibikowɐɾɐ
borebi,boɾɛbi
cacimbas,kɐzimbɐʃ
anahy,ɐnɐj
barracão,bɐʁɐkɐ̃w̃
bambuí,bɐmbuj́
berilo,bɛɾilo
planura,plɐnuɾɐ
sabinópolis,sɐbinɔpoliʃ
piranguinho,piɾɐnɡʷino
carrancas,kɐʁɐnkɐʃ
inhaúma,inaẃmɐ
inconfidentes,inkonfidɛntɛʃ
ibertioga,ibɛɾtioɡɐ
japaraíba,ʒɐpɐɾaj́bɐ
jequeri,ʒɛkʷɛɾi
paracuru,pɐɾɐkuɾu
rincão,ʁinkɐ̃w̃
tupandi,tupɐndi
coroatá,koɾowɐta
ipira,ipiɾɐ
icém,izẽ
aracitaba,ɐɾɐzitɐbɐ
taquara,tɐkɐɾɐ
itapebi,itɐpɛbi
bodoquena,bodokʷɛnɐ
montanhas,montɐnɐʃ
jeriquara,ʒɛɾikɐɾɐ
anamã,ɐnɐmɐ̃
angelândia,ɐnʒɛlandiɐ
araçaí,ɐɾɐsaj́
ibirama,ibiɾɐmɐ
caraá,kɐɾɐa
xangrilá,ʃɐnɡɾila
joaíma,ʒowaj́mɐ
petrolândia,pɛtʁolandiɐ
anhanguera,ɐnɐnɡʷɛɾɐ
boquim,bokʷĩ
chapadinha,kɐpɐdinɐ
combinado,kombinɐdo
chopinzinho,kopinzino
maragogi,mɐɾɐɡoʒi
araújos,ɐɾaẃʒoʃ
cajuri,kɐʒuɾi
caputira,kɐputiɾɐ
buenópolis,buɛnɔpoliʃ
gameleiras,ɡɐmɛlɛjɾɐʃ
segredo,sɛɡʁɛdo
igarapava,iɡɐɾɐpɐvɐ
jequitinhonha,ʒɛkʷitinonɐ
crisópolis,kɾizɔpoliʃ
catiguá,kɐtiɡa
leópolis,lɛɔpoliʃ
caroebe,kɐɾowɛbɛ
laranjal,lɐɾɐnʒɐl
almenara,ɐlmɛnɐɾɐ
ibiá,ibia
inimutaba,inimutɐbɐ
arantina,ɐɾɐntinɐ
carvalhópolis,kɐɾvɐlɔpoliʃ
cruzília,kɾuziliɐ
botelhos,botɛloʃ
aiquara,ajkɐɾɐ
borá,boɾa
catolândia,kɐtolandiɐ
claraval,klɐɾɐvɐl
rodeiro,ʁodɛjɾo
irapuru,iɾɐpuɾu
baldim,bɐldĩ
bocaiuva,bokɐjuvɐ
catuti,kɐtuti
divisópolis,divizɔpoliʃ
mutuípe,mutuj́pɛ
solonópole,solonɔpolɛ
mongaguá,monɡɐɡa
durandé,duɾɐnde
glaucilândia,ɡlawzilandiɐ
alterosa,ɐltɛɾozɐ
funilândia,funilandiɐ
itapuca,itɐpukɐ
mormaço,moɾmɐso
ilópolis,ilɔpoliʃ
araporã,ɐɾɐpoɾɐ̃
catuji,kɐtuʒi
ervália,ɛɾvaliɐ
alpinópolis,ɐlpinɔpoliʃ
franciscópolis,fɾɐnsiʃkɔpoliʃ
jequitibá,ʒɛkʷitiba
montauri,montawɾi
paraí,pɐɾaj́
machadinho,mɐkɐdino
caraí,kɐɾaj́
beruri,bɛɾuɾi
prudentópolis,pɾudɛntɔpoliʃ
riozinho,ʁiozino
charqueada,kɐɾkʷɛɐdɐ
caconde,kɐkondɛ
itanhandu,itɐnɐndu
macau,mɐkaw
carbonita,kɐɾbonitɐ
cambuí,kɐmbuj́
bertópolis,bɛɾtɔpoliʃ
carrapateira,kɐʁɐpɐtɛjɾɐ
sapiranga,sɐpiɾɐnɡɐ
canguçu,kɐnɡsu
buritizal,buɾitizɐl
itamarandiba,itɐmɐɾɐndibɐ
tupanciretã,tupɐnsiɾɛtɐ̃
jiparaná,ʒipɐɾɐna
rolante,ʁolɐntɛ
itapitanga,itɐpitɐnɡɐ
maracanaço,mɐɾɐkɐnɐso
natércia,nɐteɾsiɐ
pitangui,pitɐnɡʷi
parobé,pɐɾobe
jari,ʒɐɾi
itacurubi,itɐkuɾubi
portão,poɾtɐ̃w̃
iconha,ikonɐ
orizânia,oɾizaniɐ
ivoti,ivoti
itaara,itɐɐɾɐ
lindoia,lindowjɐ
ivorá,ivoɾa
pontão,pontɐ̃w̃
maquiné,mɐkʷine
cotiporã,kotipoɾɐ̃
putinga,putinɡɐ
