douglas,dʌɡləs
bishopsbourne,bɪʃɑpsbɹn
widecombe,wajdɪkɑm
allestree,ælɪstɹi
skegness,skɛɡnəs
auckland,ɑklənd
macclesfield,mæklɛzfild
camberley,kæmbɹ̩li
ulverston,ʌlvɹ̩stən
guilsborough,ɡɪlzbɹ̩ow
tolland,tɑlənd
noviomagus,nowvajowməɡəs
reginorum,ɹɛd͡ʒɪnɹəm
teviot,tɛviət
lavington,lɑvɪŋtən
lingfield,lɪŋfild
brading,bɹejdɪŋ
supply,səplaj
headcorn,hɛdkɔɹn
calstock,kælstɑk
chalford,t͡ʃæfɹ̩d
twelveheads,twɛlvɛdz
slemish,slɛmɪʃ
homerton,howmɹ̩tən
assington,əsɪŋtən
grimsthorpe,ɡɹɪmstɹp
spilsby,spɪlsbi
assynt,əsɪnt
ballyclare,bælajklɛɹ
offa's,ɑfæz
westport,wɛstpɔɹt
balliol,bæliəl
balloch,bælək
scarborough,skɑɹbɹ̩ow
cramlington,kɹæmlɪŋtən
rossshire,ɹɑʃhajɹ
heworth,hjuwɹ̩θ
bamburgh,bæmbɹ̩ɡ
balham,bɑlhəm
balivanich,bəlɪvænɪt͡ʃ
ballater,bælætɹ̩
winsford,wɪnsfɹ̩d
ewelme,ɛɪlm
tyneham,tajnəm
groby,ɡɹowbi
torridge,tɔɹɪd͡ʒ
grayrigg,ɡɹejɹɪɡ
abernethy,æbɹ̩nɛθi
raglan,ɹæɡlən
ballymoney,bælimʌni
ballymena,bæliminə
springbank,spɹɪŋbæŋk
bedworth,bɛdwɹ̩θ
hendred,hɛndɹ̩d
stourpaine,stʊɹpejn
stokenchurch,stowkɛnt͡ʃɹ̩t͡ʃ
laleham,lɑlɪhəm
corfe,kɔɹf
warley,wɔɹli
bitches,bɪt͡ʃəz
alderley,ɔldɹ̩li
harwell,hɑɹwɛl
blackburne,blækbɹ̩n
banchory,bænkɹi
wimpey,wɪmpi
hebburn,hɛbɹ̩n
tichborne,tɪt͡ʃbɔɹ̩n
bude,bjud
grasmere,ɡɹæzmɪɹ
centra,sɛntɹə
barrowland,bɑɹowlənd
keele,kil
barnstaple,bɑɹnstəpəl
waterways,wɔtɹ̩wejz
northallerton,nɔɹθælɹ̩tən
soar,sɔɹ
cliviger,klɪvɪɡɹ̩
brixham,bɹɪksəm
blackford,blækfɹ̩d
blackfriars,blækfɹiɹz
lowestoft,lowstɔft
ballycastle,bælikæsəl
whittington,wɪtɪŋtən
ockendon,ɑkəndən
dunvegan,dʌnvɡən
bannockburn,bænɑkbɹ̩n
barbarian,bɑɹbɛɹiən
banffshire,bænfʃajɹ
egham,ɛɡəm
ffestiniog,fɛstɪniɑɡ
blakes,blejks
haltwhistle,hæltwɪsəl
titchfield,tɪt͡ʃfild
claymores,klejmɔɹz
spelthorne,spɛlθɹ̩n
southend,sawʌθɛnd
carbost,kɑɹbɔst
laurencekirk,lɔɹənsɛkɹ̩k
batley,bætli
titanic,tajtænɪk
wallingford,wɔlɪŋfɹ̩d
brixworth,bɹɪkswɹ̩θ
somerton,sʌmɹ̩tən
frome,fɹowm
coleford,kowlɪfɹ̩d
bodmin,bɑdmɪn
selborne,sɛlbɔɹn
beaconsfield,bikənzfild
yat,jæt
snapper,snæpɹ̩
ribblesdale,ɹɪblzdejl
daresbury,dɛɹɪzbɛɹi
henleyonthames,hɛnlejiɑnθejmz
melcombe,mɛlkəm
ditcham,dɪt͡ʃəm
emmaus,ɛmaws
coln,kowln
aldwyns,ɑldwɪnz
cheam,t͡ʃim
coastal,kowstəl
quernmore,kwɹnmɔɹ
blackheath,blækhiθ
ettington,ɛtɪŋtən
toddington,tɑdɪŋtən
ravenhill,ɹejvənhɪl
broadgate,bɹɔdɡejt
broadford,bɹɔdfɹ̩d
broadlands,bɹɔdlændz
bebington,bɪbɪŋtən
broadstairs,bɹɔdstɛɹz
bassetlaw,bæsətlɔ
neston,nɛstən
overmonnow,owvɹ̩mownow
beccles,bɛkəlz
beaminster,bimɪnstɹ̩
wrenthorpe,ɹɛnθɹp
alkborough,ælkbɹ̩ow
haverfordwest,hævɹ̩fɔɹdwɛst
peninsula,pənɪnsələ
beeston,bistən
christchurch,kɹɪst͡ʃɹ̩t͡ʃ
bathgate,bæθɡejt
bateman's,bejtmənz
brodick,bɹɑdɪk
bogside,bɑɡsajd
lloyd's,lojdz
register,ɹɛd͡ʒɪstɹ̩
ferring,fɛɹ̩ɪŋ
llanelli,lænɛli
cwmbran,kwmbɹæn
broughshane,bɹawʃejn
acre,ejkɹ̩
cookham,kʊkhəm
poldhu,powldhu
brotherton,bɹʌðɹ̩tən
bolsover,bowlsɑvɹ̩
bheigeir,bajɡɛajɹ
brora,bɹɔɹə
epping,ɛpɪŋ
dramatic,dɹəmætɪk
border,bɔɹdɹ̩
reivers,ɹivɹ̩z
witney,wɪtni
keighley,kejli
sailing,sejlɪŋ
cambourne,kæmbɹn
odiham,owdajhəm
hethel,hɛθəl
harwich,hɑɹwɪk
wythall,wajθəl
ynys,jnajz
môn,ɛmôɛn
vue,vju
bonhams,bownhəmz
haymarket,hejmɑɹkɪt
kingsway,kɪŋzwej
broxburn,bɹɑksbɹ̩n
forfar,fɔɹfɑɹ
rudston,ɹʌdstən
hodnet,hɑdnɛt
yard,jɑɹd
cantley,kæntli
bradninch,bɹædnɪnt͡ʃ
wyndham's,wɪndhæmz
borrowdale,bɑowdejl
borth,bɔɹθ
cookstown,kʊkztawn
gaddesden,ɡædsdən
campsie,kæmpsi
shipley,ʃɪpli
sanquhar,sænkɹ̩
sandhurst,sɑndhɹ̩st
bedwyn,bɛdwɪn
tewkesbury,t͡ʃuksbɛɹi
dacorum,dækɔɹəm
effingham,ɛfɪŋhæm
taplow,tæplow
mistley,mɪstli
sidmouth,sɪdməθ
stocktonontees,stɑktɑnɑntiz
empingham,ɛmpɪŋhæm
llandudno,lændʌdnow
norham,nɔɹhəm
cannock,kænək
durness,dɹ̩nəs
augusta,əɡʌstə
brooks's,bɹʊksz
edwinstowe,ɛdwɪnztow
redcar,ɹɛdkɑɹ
wellingborough,wɛlɪŋbɹ̩ow
sedgefield,sɛd͡ʒfild
blaydon,blejdən
gatehouse,ɡɑthaws
puddington,pʊdɪŋtən
derwentwater,dɹ̩wəntwɑtɹ̩
carfax,kɑɹfæks
carloway,kɑɹlowwej
wagonlit,wæɡownlɪt
bramber,bɹæmbɹ̩
bovey,bowvi
braemar,bɹmɑɹ
bo'ness,bɑnəs
carbuncle,kɑɹbənkəl
bowling,bowlɪŋ
limavady,lɪməvɑdi
lymm,lɪm
relx,ɹɛlks
pirbright,pɹ̩bɹajt
wickford,wɪkfɹ̩d
grosvenor,ɡɹowvnɹ̩
sandgate,sændɡejt
westhill,wɛsðɪl
burtonwood,bɹ̩tɑnwʊd
llangollen,læŋɡələn
glenrothes,ɡlɛnɹəθz
buckie,bʌki
branston,bɹænstən
cordaymorgan,kɹ̩dejmɔɹɡən
prize,pɹajz
brasenose,bɹejsənows
breamore,bɹimɔɹ
cromford,kɹʌmfɹ̩d
budleigh,bʌdlə
salterton,sɔltɹ̩tən
chilham,t͡ʃɪləm
braeriach,bɹɪɹiək
builth,bɪlθ
sheerness,ʃɪɹnəs
cottingham,kɑtɪŋhæm
postcard,powstkɑɹd
docks,dɑks
craigavon,kɹejɡəvən
stranraer,stɹænɹɑɹ
oakham,owkhəm
kilmartin,kɪlmɑɹtɪn
castell,kejstəl
bere,bɪɹ
oxborough,ɑksbɹ̩ow
boswells,bɑswəlz
killiecrankie,kɪlikɹænki
stonehaven,stownhəvən
universities,junəvɹ̩sətiz
godalming,ɡədælmɪŋ
brecon,bɹɛkən
trident,tɹajdənt
dixton,dɪkstən
charlestown,t͡ʃɑɹlztawn
castlebay,kæsəlbej
waterlooville,wɔtɹ̩luvɪl
portnahaven,pɔɹtnəhejvən
erth,ɹ̩θ
swanage,swænəd͡ʒ
pulborough,pʌlbɹ̩ow
pudsey,pʊdsi
methil,mɛtɪl
birdcage,bɹ̩dkɪd͡ʒ
rytonondunsmore,ɹɪtownəndʌnsmɔɹ
eynsham,ejnʃəm
cobham,kɑbhəm
clan,klæn
freshfields,fɹɛʃfildz
bruckhaus,bɹʌkhaws
deringer,dɛɹɪnd͡ʒɹ̩
perthshire,pɹ̩θʃajɹ
bungay,bʌŋej
exmouth,ɛksməθ
totnes,tɑtnz
na,nɑ
heileanan,hajlinən
iar,iɑɹ
basing,bejsɪŋ
spar,spɑɹ
ploughshares,plawʃɛɹz
criccieth,kɹɪt͡ʃiɪθ
carstairs,kɑɹstɛɹz
caerleon,kɛɹliən
oswestry,ɑswɛstɹi
fauldhouse,fɔldhaws
dungeness,dʌnd͡ʒɛnəs
longman,lɔŋmən
lechladeonthames,lɛklejdiənθejmz
rettendon,ɹɛtɪndən
lochalsh,lɑt͡ʃhəlʃ
benhall,bɛnhɔl
week,wik
clitheroe,klajθɹ̩ow
muirkirk,mjʊɹ̩kɹ̩k
hawkhead,hɔkhɛd
drybridge,dɹɪbɹɪd͡ʒ
chadwell,t͡ʃædwɛl
cromdale,kɹɑmdejl
runcorn,ɹʌnkɔɹn
alloa,ælowə
gorebridge,ɡɔɹbɹɪd͡ʒ
ormiston,ɔɹmɪstɑn
hagley,hæɡli
chew,t͡ʃu
kewstoke,kustowk
sports,spɔɹts
gardenstown,ɡɑɹdənztawn
newtyle,nutajl
crediton,kɹɛdɪtən
array,ɹ̩ej
nailsea,nejlsiə
bridport,bɹɪdpɔɹt
oldmeldrum,owldmɛldɹəm
killin,kɪlɪn
queensferry,kwinsfɛɹi
padstow,pædstow
waddesdon,wɑddsdən
swire,swajɹ
dignitas,dɪɡnajtəs
fortrose,fɔɹtɹows
balfron,bælfɹən
hayle,hejl
brindleyplace,bɹɪndliplejs
creetown,kɹitawn
cumnock,kʌmnək
duich,dut͡ʃ
bridgnorth,bɹɪɡnɔɹθ
bridgwater,bɹɪd͡ʒwɔtɹ̩
newborough,nubɹ̩ow
brig,bɹɪɡ
turk,tɹ̩k
glenfarg,ɡlɛnfɑɹɡ
newmachar,numəkɑɹ̩
cromartyshire,kɹowmɑɹtɪʃajɹ
brightlingsea,bɹajtəlɪŋsiə
deganwy,dɪɡænwi
leonards,lɛnɹ̩dz
redruth,ɹidɹuθ
caerwent,kɛɹwɛnt
lochwinnoch,lɑkwɪnək
kilsyth,kɪlsajθ
rothes,ɹɑθz
gullane,ɡʌlən
revue,ɹɪvju
turnham,tɹ̩nhəm
hadham,hædəm
pencaitland,pɛnkejtlənd
portgordon,pɔɹtɡɔɹdən
shotts,ʃɑts
chirnside,t͡ʃɪɹ̩nsajd
rosemarkie,ɹowzmɑɹki
cowdenbeath,kawdənbiθ
lennoxtown,lɛnɑkstawn
inverkeithing,ɪnvɹ̩kəθɪŋ
aberlour,æbɹ̩lɹ̩
aberlady,æbɛɹ̩lɑdi
crail,kɹejl
brisbane,bɹɪzbejn
charnwood,t͡ʃɑɹnwʊd
clackmannan,klækmɪnən
earlston,ɹ̩lstən
tayport,tejpɔɹt
knapdale,næpdejl
dunseverick,dənsɪvɹ̩ɪk
durdle,dɹ̩dəl
door,dɔɹ
cults,kʌlts
perton,pɹ̩tən
plumstead,plʌmstɛd
colwall,kowlwɔl
dyfed,dɪfɛd
charlbury,t͡ʃɑɹlbɛɹi
enstone,ɛnstown
scafell,skejfɛl
drumnadrochit,dɹʌmædɹowt͡ʃɪt
longridge,lɑŋɡɹɪd͡ʒ
forres,fɔɹz
ratho,ɹæθə
shap,ʃæp
rural,ɹʊɹəl
edenbridge,idnbɹɪd͡ʒ
durovernum,djuɹowvɹ̩nəm
cantiacorum,kæntiəkɔɹəm
portsoy,pɔɹtsoj
killearn,kɪlɹ̩n
lesmahagow,lɛsməhəɡow
mallaig,mælejɡ
keble,kɛbəl
kilmacolm,kɪlməkəm
wemyss,wɛmɪs
lacock,lækək
avoch,ævɑt͡ʃ
kirkcudbright,kɹ̩kədbɹajt
plean,pliən
barns,bɑɹnz
lundin,lʌndɪn
links,lɪŋks
tranent,tɹænənt
braco,bɹəkow
coldingham,kowldɪŋhæm
loanhead,lownhɛd
kincardine,kɪnkɑɹdin
cheapside,t͡ʃipsajd
navan,nejvæn
ballachulish,bælət͡ʃulɪʃ
burntisland,bɹ̩ntɪslənd
strathpeffer,stɹæθpfɹ̩
findhorn,fajndhɔɹ̩n
halkirk,hælkɹ̩k
penrhyndeudraeth,pɛnɹhajndojudɹɑɪθ
kirriemuir,kimuɪɹ
cherwell,t͡ʃɹ̩wɛl
portree,pɔɹtɹi
wightlink,wajtlɪŋk
ladywood,lejdiwʊd
polbeth,powlbɪθ
edzell,ɛd͡ʒzəl
stewarton,stuɹtən
bookham,bʊkhəm
porthmadog,pɔɹθhmədɔɡ
portpatrick,pɔɹtpætɹɪk
pitlochry,pɪtlowkɹi
schiehallion,ʃihæljən
holcombe,howlkəm
kemsing,kɛmsɪŋ
hexham,hɛksəm
horsenden,hɔɹsəndən
aldworth,ɑldwɹ̩θ
purbeck,pɹ̩bɛk
chivas,t͡ʃivəs
cadgwith,kæd͡ʒwɪθ
chequers,t͡ʃɛkɹ̩z
dalbeattie,dælbti
invergordon,ɪnvɹ̩ɡɔɹdən
coupar,kupɑɹ̩
pittenweem,pɪtɪnwim
carluke,kɑɹluk
penicuik,pɛnikuɪk
embankment,ɛmbæŋkmənt
chertsey,t͡ʃɹ̩tsi
bladon,blædɑn
dufftown,dʌftawn
wisbech,wɪsbɪk
alyth,ælθ
thornycroft,θɔɹnikɹəft
newcastleton,nukæsəlɛtən
fochabers,fɑt͡ʃəbɹ̩z
tarbolton,tɑɹbowltən
hippodrome,hɪpədɹowm
hambledon,hæmbəldən
girvan,ɡɹ̩vən
coylton,kojltən
culham,kʌlhəm
whitehaven,wajthəvən
crossing,kɹɔsɪŋ
godmanstone,ɡɑdmənstown
hadleigh,hædlə
elderslie,ɛldɹ̩sli
lulworth,lʌlwɹ̩θ
wantage,wɑntɪd͡ʒ
strathaven,stɹæθəvən
immingham,ɪmɪŋhæm
burghead,bɹ̩ɡhd
cruden,kɹudən
helston,hɛlstən
monans,mownənz
winscombe,wɪnskowm
writtle,ɹɪtəl
egmont,ɛɡmɑnt
coalburn,kowlbɹ̩n
arthuret,ɑɹθɹət
lossiemouth,lɔsiməθ
larkhall,lɑɹkhəl
alcester,ælsɛstɹ̩
academical,ækədɛməkəl
elmbridge,ɛlmbɹɪd͡ʒ
teesside,tisajd
knole,nowl
sudley,sudli
annbank,ænbæŋk
ruthin,ɹʌθən
chalfont,t͡ʃæfɑnt
kilwinning,kɪlwɪnɪŋ
scalloway,skælowwej
palgrave,pɔlɡɹejv
callander,kæləndɹ̩
almondbank,ɑlmɑndbæŋk
nantwich,næntwɪt͡ʃ
hartswood,hɑɹtswʊd
airth,ɛɹθ
turriff,tɹəf
kilbirnie,kɪlbɹ̩ni
burnden,bɹ̩ndən
guisborough,ɡɪsbɹ̩ow
harringay,hɛɹɹiŋej
dartington,dɑɹtɪŋtən
langholm,læŋhowlm
bonnybridge,bɑnibɹɪd͡ʒ
doune,dawn
cudworth,kʌdwɹ̩θ
sandiacre,sændiəkɹ̩
coalville,kowlvɪl
ditton,dɪtən
hever,hɛvɹ̩
albertopolis,ælbɹ̩tɑpələs
deadline,dɛdlajn
deanston,diænstən
kinloss,kɪnlɑs
bilston,bɪlstən
largs,lɑɹɡz
cardenden,kɑɹdɛndən
mirfield,mɹ̩fild
darvel,dɑɹvəl
watton,wɔtən
longniddry,lɔŋnɪdɹi
earn,ɹ̩n
kingussie,kɪŋɡʌsi
walkers,wɔkɹ̩z
wildlife,wajldlajf
specialist,spɛʃələst
vehicles,vihɪkəlz
ecclefechan,ɛkləfkən
by,baj
byfleet,bajflit
eboracum,ɛbɹəkəm
dodworth,dɑdwɹ̩θ
eastington,istɪŋtən
bromsgrove,bɹɑmsɡɹəv
mold,mowld
supper,sʌpɹ̩
buckhaven,bʌkhejvən
mildenhall,majldənhɔl
feltwell,fɛltwɛl
winkfield,wɪŋkfild
glencoe,ɡlɛnkow
phantoms,fæntəmz
ivybridge,ajvɪbɹɪd͡ʒ
lymington,lɪmɪŋtən
bristolian,bɹɪstowliən
kymin,kɪmɪn
white's,wajtɛz
eskdalemuir,ɛskdələmuɪɹ
mastercard,mæstɹ̩kɑɹd
swanscombe,swɑnskowm
aberchirder,æbɹ̩t͡ʃɹ̩dɹ̩
hailsham,hejlʃəm
fylde,fɪld
mole,mowl
reform,ɹəfɔɹm
inverurie,ɪnvɹ̩ɹ̩i
butser,bʌtsɹ̩
rosehearty,ɹowshɑɹti
lochgilphead,lɑkd͡ʒɪlfɛd
giffnock,ɡɪfnək
peterhead,pitɹ̩hɛd
lochboisdale,lɑkbowsdejl
parc,pɑɹk
denbigh,dɛnbə
quacquarelli,kwɑkwɑɹɛli
almondvale,ɑlmɑndvejl
dornoch,dɔɹnək
galashiels,ɡɑlɑʃilz
huntly,hʌntli
uckfield,ʌkfild
germans,d͡ʒɹ̩mənz
woolworths,wʊlwɹ̩θs
mavis,mejvɪs
grind,ɡɹajnd
meirionnydd,majɹajənajdd
barnham,bɑɹnəm
portishead,pɔɹtɪzhɛd
button's,bʌtownz
neots,niowts
wigtown,wɪɡtawn
trerice,tɹɛɹ̩ajs
todmorden,tɑdmɔɹdən
holyport,howlɪpɔɹt
aeolian,æiəliən
golspie,ɡowlspi
dunoon,dənun
upland,ʌplənd
coatbridge,kowtbɹɪd͡ʒ
cambuslang,kæmbjuslæŋ
fishguard,fɪʃɡɹd
meigle,miɡəl
carrickfergus,kæɹɪkfɹ̩ɡəs
swanley,swɑnli
ilfracombe,ɪlfɹəkowm
reigate,ɹajɡejt
melton,mɛltən
tain,tejn
crianlarich,kɹinlɹ̩ɪk
dempster,dɛmpstɹ̩
rinns,ɹɪnz
islay,ajslej
vertigo,vɹ̩tɪɡow
slinfold,slɪnfowld
darenth,dɛɹɛnθ
edington,ɛdɪŋtən
kinlochbervie,kɪnlowkbɹ̩vi
smethwick,smɛθwɪk
rotherfield,ɹɑθɹ̩fild
hythe,hajð
barriers,bæɹiɹ̩z
swardeston,sɔɹ̩dɛstən
whitstable,wɪtstəbəl
newtownbutler,nutawnbʊtəlɹ̩
minehead,majnhɛd
saltcoats,sɔltkowts
repton,ɹɛptən
coldstream,kowldstɹim
racecourse,ɹejsəkɔɹs
moel,mowl
hebog,hibɑɡ
dialog,dajəlɔɡ
semiconductor,sɛmikəndʌktɹ̩
episcopi,ɪpɪskowpi
newgate,nuɡejt
elan,ilən
cheddar,t͡ʃɛdɹ̩
lancing,lænsɪŋ
corringham,kɔɹɪŋhæm
gangway,ɡæŋwej
pontypool,pɑntajpul
troon,tɹun
dales,dejlz
topman,tɑpmən
kilverstone,kɪlvɹ̩stown
cleckheaton,klɛkhitən
penwith,pɛnwɪθ
kingsteignton,kɪŋstejəntən
ormskirk,ɔɹmskɹ̩k
danbury,dænbɹ̩i
woodbridge,wʊdbɹɪd͡ʒ
ingatestone,ɪnɡejtstown
westhorpe,wɛstɹp
winterbourne,wɪntɹ̩bɔɹn
kingsclere,kɪŋsklɪɹ
welford,wɛlfɹ̩d
didsbury,dɪdzbɛɹi
brendon,bɹɪndən
puddletown,pʌddəltawn
coalbrookdale,kowlbɹʊkdejl
uk,jukej
milborne,mɪlbɔɹn
marshfield,mɑɹʃfild
charminster,t͡ʃɑɹmɪnstɹ̩
coleraine,kowlɹ̩ejn
coleshill,kowlʃɪl
colyton,kowlətən
farm,fɑɹm
tangmere,tæŋmɪɹ
wyesham,wajɛʃəm
rye,ɹaj
ellerman,ɛlɹ̩mən
handforth,hændfɔɹθ
bobbing,bɑbɪŋ
hilperton,hɪlpɹ̩tən
llandrindod,lændɹindəd
ferrybridge,fɛɹ̩ɪbɹɪd͡ʒ
software,sɔftwɛɹ
wool,wʊl
chudleigh,t͡ʃʌdlə
porlock,pɔɹlək
wiveliscombe,wɪvəlɪskowm
tisbury,tɪsbɛɹi
yetminster,jɛtmɪnstɹ̩
lyneham,lajnəm
biddulph,bɪdəlf
kentmere,kɛntmɪɹ
welshpool,wɛlʃpul
downpatrick,dawnpætɹɪk
romford,ɹɑmfɹ̩d
maghera,mæɡɛɹə
thurrock,θʊɹ̩ək
williton,wɪlɪtən
braunton,bɹɔntən
keepmoat,kiipmowt
looe,lu
pontypridd,pɑntajpɹɪ
computers,kəmpjutɹ̩z
polperro,powlpɹow
penryn,pɛnɹɪn
emsworth,ɛmzwɹ̩θ
tawton,tɔtən
mere,mɪɹ
sherston,ʃɹ̩stən
minchinhampton,mɪnt͡ʃɪnhæmptən
wylam,wɪləm
sproxton,spɹɑkstən
howwood,hawwʊd
coniston,kɑnəstən
institution,ɪnstɪtuʃən
structural,stɹʌkt͡ʃɹ̩əl
engineers,ɛnd͡ʒənɪɹz
penshurst,pɛnʃɹ̩st
tolpuddle,towlpʌəl
spy,spaj
janes,d͡ʒejnz
cadw,kædw
hintlesham,hɪntlʃəm
traprain,tɹæpɹejn
tyneside,tajnɪsajd
paul's,pɔlz
alresford,ɔlɹɪsfɹ̩d
fowey,fawi
pwllheli,pwlɛli
diss,dɪs
yate,jejt
pengwern,pɛŋɡwɹ̩n
ventnor,vɛntnɹ̩
birkhall,bɹ̩khəl
vindolanda,vɪndowlɑndə
silchester,sɪlʃɛstɹ̩
texaco,tɛksəkow
ensembl,ɑnsmbəl
genome,d͡ʒinowm
southill,sawthɪl
macbrayne,mɑkbɹejn
moretonhampstead,mɔɹɪtənhæmpstɛd
lacy,lejsi
forte,fɔɹtej
calleva,kɔlɛvə
atrebatum,ætɹbɑtəm
calverley,kælvɹ̩li
wincanton,wɪnkæntən
anglic,æŋɡlɪk
stirlingshire,stɹ̩lɪŋʃajɹ
upavon,ʌpəvən
normanton,nɔɹməntən
knowsley,nowsli
appledore,æplɪdɔɹ
glamis,ɡlæməs
devizes,dɪvajzɪz
spean,spin
fishbourne,fɪʃbɹn
watkin's,wɔtkɪnz
tameside,tejmsajd
inchcape,ɪnt͡ʃkejp
calderdale,kɔldɹ̩dejl
craigellachie,kɹejɡɛlət͡ʃi
ellon,ɛlən
tidworth,tɪdwɹ̩θ
nailsworth,nejlswɹ̩θ
radstock,ɹædstɑk
genii,d͡ʒɛni
alnmouth,əlnməθ
fordingbridge,fɔɹdɪŋbɹɪd͡ʒ
okehampton,owkɛhæmptən
crewkerne,kɹukɹ̩n
steventon,stivəntən
wrekin,ɹɛkən
lynmouth,lɪnməθ
lynton,lɪntən
bideford,bajdɪfɔɹ̩d
thornbury,θɔɹnbɛɹi
midsomer,mɪdsowmɹ̩
erewash,ɛɹ̩uwɑʃ
masons,mejsənz
portchester,pɔɹt͡ʃɛstɹ̩
calne,kæln
kielder,kildɹ̩
gruinart,ɡɹuinɑɹt
portrush,pɔɹtɹʌʃ
words,wɹ̩dz
weighton,wejtən
lesbury,lɛsbɛɹi
frimley,fɹɪmli
dolgellau,dowlɡɛlaw
tebay,təbej
queenhithe,kwinhɪð
barford,bɑɹfɹ̩d
gobion,ɡowbiən
shetland,ʃɛtlənd
melksham,mɛlkʃəm
cranfield,kɹænfild
lakeland,lejklənd
moretaine,mɔɹtejn
maulden,mawldən
chellington,t͡ʃɛlɪŋtən
melchbourne,mɛlkbɹn
flitton,flɪtən
swaffham,swɑfhəm
torrington,tɔɹɪŋtən
polari,powlɑɹi
muswell,mʌswɛl
botley,bowtli
sharpness,ʃɑɹpnəs
tomintoul,tɑmintul
shepton,ʃɛptən
bletsoe,blɛtsow
bodden,bɑdən
complex,kɑmplɛks
hungerford,hʌŋɡɹ̩fɹ̩d
carisbrooke,kɑɹ̩ɪsbɹʊk
slip,slɪp
hurlingham,hɹ̩lɪŋhæm
llanberis,lænbɹ̩ɪs
glory,ɡlɔɹi
humberside,hʌmɹ̩sajd
amblimation,æmbləmejʃən
scatness,skætnəs
modbury,mɑdbɛɹi
mottisfont,mɑtizfɑnt
cinderford,sɪndɹ̩fɹ̩d
dorling,dɔɹlɪŋ
kindersley,kɪndɹ̩sli
kyles,kajlz
southwell,sawθwɛl
glenfinnan,ɡlɛnfənən
allerdale,ælɹ̩dejl
goat,ɡowt
goathland,ɡowθlænd
godmanchester,ɡɑdmænt͡ʃɛstɹ̩
tredegar,tɹɪdɪɡɹ̩
huyton,hajtən
lydd,lɪd
alvechurch,ælvɛt͡ʃɹ̩t͡ʃ
howden,hawdən
wherwell,wɹ̩wɛl
vyne,vajn
solitude,sɑlətud
hyndburn,hɪndbɹ̩n
pollok,pɑlək
kells,kɛlz
ilchester,ɪlt͡ʃɛstɹ̩
peeblesshire,pibləʃhajɹ
morayshire,mɹ̩ejʃajɹ
nairnshire,nɛɹnʃajɹ
glazebrook,ɡlejzbɹʊk
fastjet,fæstd͡ʒɛt
kilarrow,kilɹow
dumfriesshire,dʌmfɹiʃhajɹ
tintern,tɪntɹ̩n
radnorshire,ɹædnɹ̩ʃajɹ
devonport,dɛvɑnpɔɹt
invernessshire,ɪnvɹ̩nɪʃhajɹ
leytonstone,lejtənstown
newnham,nunhəm
salcombe,sɑlkowm
petersfield,pitɹ̩zfild
newmarket,numɑɹkət
rank,ɹæŋk
cramond,kɹæmənd
billing,bɪlɪŋ
eyam,ejəm
wester,wɛstɹ̩
hopton,hɑptən
keady,kidi
ottery,ɑtɹ̩i
kingswood,kɪŋzwʊd
naturescot,næt͡ʃɹ̩ɛskɑt
goose,ɡus
ilminster,ɪlmɪnstɹ̩
hamiltonsbawn,hæmɪltɑnzbɔn
randalstown,ɹændəlstawn
osterley,ɑstɹ̩li
freemasons',fɹimejsənz
hub,hʌb
milngavie,mɪlnɡəvi
ottershaw,ɑtɹ̩ʃɔ
sawley,sɔli
gairloch,ɡɛɹlək
indaal,ɪndɑl
tonypandy,tɑnajpændi
ringwood,ɹɪŋwʊd
roker,ɹɑkɹ̩
tattersalls,tætɹ̩sɔlz
eversholt,ɛvɹ̩ʃowlt
deer,dɪɹ
downham,dawnhəm
downland,dawnlənd
wallsend,wɔlsɛnd
dawlish,dɔlɪʃ
kintail,kintejl
grampian,ɡɹæmpiən
inmos,ɪnmowz
clarkston,klɑɹkstən
index,ɪndɛks
censorship,sɛnsɹ̩ʃɪp
groombridge,ɡɹumbɹɪd͡ʒ
ightham,ɪthəm
mote,mowt
empress,ɛmpɹɛs
taping,tejpɪŋ
killing,kɪlɪŋ
shepperton,ʃɛpɹ̩tən
sarm,sɑɹm
hilda's,hɪldæz
droitwich,dɹojɑtwɪt͡ʃ
dunnet,dʌnɪt
tetbury,tɛtbɛɹi
gravesham,ɡɹejvʃəm
flycatcher,flajkæt͡ʃɹ̩
double,dʌbəl
larbert,lɑɹbɹ̩t
inverleven,ɪnvɹ̩lɛvən
invicta,ɪnvɪktə
fallodon,fælədən
criterion,kɹajtɪɹiən
taff's,tæfz
well,wɛl
beacon,bikən
louth,lawθ
sunbeam,sʌnbim
rapier,ɹejpiɹ̩
flydsa,flajdsə
masjid,mæsd͡ʒəd
moors,mʊɹz
wash,wɑʃ
stalybridge,stɔlɪbɹɪd͡ʒ
hornsea,hɔɹnsiə
jenard,d͡ʒɛnɑɹ̩d
appin,æpɪn
gatcombe,ɡætkowm
duncansby,dʌŋkənzbi
liver,lɪvɹ̩
frontline,fɹʌntlajn
richmondshire,ɹɪt͡ʃməndʃajɹ
jarlshof,d͡ʒɑɹlʃɔf
dun,dʌn
witley,wajtli
teesdale,tizdejl
hurling,hɹ̩lɪŋ
rifles,ɹajfəlz
rhayader,ɹajədɹ̩
hoddesdon,hɑdsdən
radicals,ɹædəkəlz
knutsford,nʌtsfɹ̩d
pendle,pɛndəl
southeastern,sawθistɹ̩n
midhurst,mɪdhɹ̩st
llanystumdwy,lænəstʌmdwi
cluanie,kluɑni
