イチロー,it͡ɕiɾoː
コルサヴィー,koɾɯsabʲiː
タイエ,taie
アルビエス,aɾɯbʲiesɯ
モンフェレ,moõɸeɾe
レギュイヨン,ɖeɡʲɯijoɴ
ボーランヴィル,boːɾambʲiɾɯ
カルメイユ,kaɾɯmeːjɯ
ダルディリー,daɾɯdiɾʲiː
ガンデルショフェン,ɡandeɾɯɕoɸeŋ
アンペールチュウガッコウ,ampeːɾɯt͡ɕɯːɡakkoɯ
フレッシュウィレル,ɸɯɾeɕɕɯɰiɾeɾɯ
アティー,atiː
アストロボーレ,asɯtoɾoboːɾe
インゲンハイム,iŋɡeẽhaimɯ
モンボロ,momboɾo
カベスタニ,kabesɯtaɲi
ブーライユ,bɯːɾaijɯ
カナラ,kanaɾa
デュムベア,djɯmɯbea
ウアイルー,ɯaiɾɯː
クマック,kɯmakkɯ
サンタヴォル,santaboɾɯ
ポンエリウーアン,poõeɾʲiɯːaɴ
プオンブー,pɯombɯː
プエボ,pɯebo
ミッテラウゼン,mʲitteɾaɯzeŋ
ウエゴア,ɯeɡoa
オウシュウゲンシカクケンキュウキコウ,oɯɕɯːɡeẽɕikakɯkeŋkʲɯːkʲikoɯ
スフェルヴァイヤースハイム,sɯɸeɾɯbaijaːsɯhaimɯ
コルビ,koɾɯbʲi
キャモエル,kʲamoeɾɯ
ヤテ,jate
ゼーバハ,d͡zeːbaha
プーム,pɯːmɯ
トゥホ,tɯho
シャーヴィラー,ɕaːbʲiɾaː
シルメック,ɕiɾɯmekkɯ
サラメア,saɾamea
シャトノワ,ɕatonoɰa
アンビュトリ,ambʲɯtoɾʲi
メルツヴィラー,meɾɯt͡sɯbʲiɾaː
テルドゲム,teɾɯdoɡemɯ
ウィンヌジール,ɰinnɯʑiːɾɯ
プログレ,pɯɾoɡɯɾe
スープ,sɯːpɯ
ピストゥ,pʲisɯtɯ
ディウーズ,diɯːzɯ
ホッフェン,hoɸɸeŋ
エオレ,eoɾe
オービニー,oːbʲiɲiː
アルグランジュ,aɾɯɡɯɾand͡ʑɯ
スピシャラン,sɯpʲiɕaɾaɴ
ヴィオンヴィル,bʲiombʲiɾɯ
ビッシュ,bʲiɕɕɯ
ダロワ,daɾoɰa
ボッセンドルフ,bossendoɾɯɸɯ
ドルリサイム,doɾɯɾʲisaimɯ
マルレンハイム,maɾɯɾeẽhaimɯ
エズレ,ezɯɾe
リュツェルズ,ɖʲɯt͡seɾɯzɯ
ブルトゥニエール,bɯɾɯtɯɲieːɾɯ
イサネン,isaneŋ
フォヴェルネ,ɸobeɾɯne
ロンジョー,ɖond͡ʑoː
フェイザン,ɸeːzaɴ
ヴァルダースバッハ,baɾɯdaːsɯbahha
ウケルク,ɯkeɾɯkɯ
マイゼンタール,maizentaːɾɯ
ゴドワアイェヴェルド,ɡodoɰaːjebeɾɯdo
ジャンリス,d͡ʑanɖʲisɯ
ベンヌクール,bennɯkɯːɾɯ
エエク,eːkɯ
ヴァルスピール,baɾɯsɯpʲiːɾɯ
クンフレン,kɯɯ̃ɸɯɾeŋ
カプシー,kapɯɕiː
プルヴォー,pɯɾɯboː
ヴァランジュ,baɾand͡ʑɯ
ポンプ,pompɯ
クロモ,kɯɾomo
フェット,ɸetto
シャンピニョール,ɕampʲiɲoːɾɯ
フォワシー,ɸoɰaɕiː
ロサイム,ɖosaimɯ
プリュヴェー,pɯɾʲɯbeː
キュレートル,kʲɯɾeːtoɾɯ
レーシュヴォーク,ɖeːɕɯboːkɯ
マニェン,maɲeŋ
アムポン,amɯpoɴ
ジュエ,d͡ʑɯe
ラマルジェール,ɖamaɾɯʑeːɾɯ
サウ,saɯ
フレノワ,ɸɯɾenoɰa
ヴィエヴィー,bʲiebʲiː
フラヴィニュロー,ɸɯɾabʲiɲɯɾoː
フェンデンハイム,ɸendeẽhaimɯ
ウッテンホーフェン,ɯtteẽhoːɸeŋ
ナントゥー,nantɯː
ムロワジー,mɯɾoɰaʑiː
コンベルトー,kombeɾɯtoː
バルジュ,baɾɯʑɯ
ボワヤール,boɰajaːɾɯ
ルヴェルノワ,ɖɯbeɾɯnoɰa
ブロション,bɯɾoɕoɴ
シャンブッフ,ɕambɯɸɸɯ
ムルサンジュ,mɯɾɯsand͡ʑɯ
クーシェ,kɯːɕe
クレマンセー,kɯɾemaãseː
メルセイユ,meɾɯseːjɯ
アンタイユ,antaijɯ
オーベーヌ,oːbeːnɯ
モールパ,moːɾɯpa
クリュジェ,kɯɾʲɯʑe
タイリー,taiɾʲiː
オクサン,okɯsaɴ
エキュティニー,ekʲɯtiɲiː
ウルスィ,ɯɾɯsi
パンブラン,pambɯɾaɴ
トミレ,tomʲiɾe
ヴェイイー,beːːː
マンレ,manɖe
リエルネ,ɖʲieɾɯne
ブラノ,bɯɾano
マルシュスイユ,maɾɯɕɯsɯijɯ
ディアンセ,diaãse
エシュヴァンヌ,eɕɯbannɯ
ディエネー,dieneː
サンスレ,saãsɯɾe
メヌセール,menɯseːɾɯ
モロワ,moɾoɰa
エブリンゲン,ebɯɾʲiŋɡeŋ
ヴェロンヌ,beɾonnɯ
オエティン,oetiŋ
ヴィアンジュ,bʲiand͡ʑɯ
サヴィリー,sabʲiɾʲiː
コルポー,koɾɯpoː
シュセ,ɕɯse
ヴィルコント,bʲiɾɯkonto
エパニー,epaɲiː
チュリー,t͡ɕɯɾʲiː
タルシュル,taɾɯɕɯɾɯ
サントッス,santossɯ
ロシュポ,ɖoɕɯpo
ビエーブル,bʲieːbɯɾɯ
シャルム,ɕaɾɯmɯ
モレイユ,moɾeːjɯ
アルスナン,aɾɯsɯnaɴ
コンブランシアン,kombɯɾaãɕiaɴ
アジャンクール,aʑaŋkɯːɾɯ
フュセ,ɸʲɯse
コルゴロアン,koɾɯɡoɾoaɴ
グレメシー,ɡɯɾemeɕiː
ムイエ,mɯie
アンジューホウゲン,and͡ʑɯːhoɯɡeŋ
ヴィルビショ,bʲiɾɯbʲiɕo
アルコンセ,aɾɯkoõse
カンセ,kaãse
シャジイ,ɕaʑiː
ブウエ,bɯːe
シャトーヌフ,ɕatoːnɯɸɯ
シャテルノ,ɕateɾɯno
ブランセ,bɯɾaãse
フォルスヴィル,ɸoɾɯsɯbʲiɾɯ
エティヌエム,etinɯemɯ
オベルブリュック,obeɾɯbɯɾʲɯkkɯ
アルイ,aɾɯi
マズヴォー,mazɯboː
キルシュベルグ,kʲiɾɯɕɯbeɾɯɡɯ
ポンテューハク,pontjɯːhakɯ
キンゲーサイム,kʲiŋɡeːsaimɯ
キンツアイム,kʲint͡sɯaimɯ
ニエデルブリュック,ɲiedeɾɯbɯɾʲɯkkɯ
ダウール,daɯːɾɯ
ブレティニー,bɯɾetiɲiː
リヒスドルフ,ɖʲiçisɯdoɾɯɸɯ
ボロン,boɾoɴ
オストハイム,osɯtohaimɯ
リーディシェイム,ɖʲiːdiɕeːmɯ
オットマルザイム,ottomaɾɯzaimɯ
リークスエム,ɖʲiːkɯsɯemɯ
ペザン,pezaɴ
キャヴァナック,kʲabanakkɯ
サモロー,samoɾoː
ロクミネ,ɖokɯmʲine
アヴォリアズ,aboɾʲiazɯ
ブーロネー,bɯːɾoneː
テュイア,tjɯia
プロヤール,pɯɾojaːɾɯ
フロワラック,ɸɯɾoɰaɾakkɯ
カストイユ,kasɯtoijɯ
トルイヤ,toɾɯija
ギデル,ɡʲideɾɯ
クールノン,kɯːɾɯnoɴ
コルポ,koɾɯpo
ベドゥー,bedɯː
サンタヴェ,santabe
デルバモン,deɾɯbamoɴ
ソーゾン,soːzoɴ
グランクール,ɡɯɾaŋkɯːɾɯ
コトンシー,kotoõɕiː
ペイヤック,peːjakkɯ
ロクミケリック,ɖokɯmʲikeɾʲikkɯ
プロモール,pɯɾomoːɾɯ
モーロン,moːɾoɴ
モルトー,moɾɯtoː
アレーニュ,aɾeːɲɯ
クロゼ,kɯɾoze
ケヴァン,kebaɴ
ドセル,doseɾɯ
フェレティン,ɸeɾetiŋ
プロエレン,pɯɾoeɾeŋ
サルゾー,saɾɯzoː
エスタヴァール,esɯtabaːɾɯ
リュ,ɖʲɯ
ペリアック,peɾʲiakkɯ
プルエ,pɯɾɯe
トラマン,toɾamaɴ
オーバジーヌ,oːbaʑiːnɯ
ベガール,beɡaːɾɯ
ヴォスロール,bosɯɾoːɾɯ
ジャルナック,d͡ʑaɾɯnakkɯ
ドシーズ,doɕiːzɯ
アルカディー,aɾɯkadiː
ヴェルタンボー,beɾɯtamboː
カルフール,kaɾɯɸɯːɾɯ
マファト,maɸato
シュヴィイ,ɕɯbʲiː
スグエーニュ,sɯɡɯeːɲɯ
ソンベルノン,sombeɾɯnoɴ
ソゼ,soze
カピュサン,kapʲɯsaɴ
ヴァロンティニエ,baɾontiɲie
アウン,aɯɴ
エショフール,eɕoɸɯːɾɯ
シャマーニュ,ɕamaːɲɯ
アルエ,aɾɯe
ベタン,betaɴ
モントロー,montoɾoː
クルタコン,kɯɾɯtakoɴ
レアーズ,ɖeaːzɯ
アルジャンティエル,aɾɯʑantieɾɯ
ステレーヌ,sɯteɾeːnɯ
ナントゥイエ,nantɯie
ブレノッド,bɯɾenoddo
イゼルノル,izeɾɯnoɾɯ
アンブロネ,ambɯɾone
カシス,kaɕisɯ
ケルジー,keɾɯʑiː
ジロンドハ,d͡ʑiɾondoha
セサック,sesakkɯ
キョウフセイジ,kʲoɯɸɯseːʑi
ジロン,d͡ʑiɾoɴ
ルラン,ɖɯɾaɴ
セルドン,seɾɯdoɴ
ヴォナ,bona
オザンス,ozaãsɯ
マンシュール,maãɕɯːɾɯ
ランシュー,ɖaãɕɯː
クルクテヌ,kɯɾɯkɯtenɯ
ランゴア,ɖaŋɡoa
ショフリー,ɕoɸɯɾʲiː
フジュ,ɸɯʑɯ
アンブレオン,ambɯɾeoɴ
ボテユ,botejɯ
アルジ,aɾɯʑi
エシュネベ,eɕɯnebe
エグリニー,eɡɯɾʲiɲiː
シャルトロンジュ,ɕaɾɯtoɾond͡ʑɯ
ディリノン,diɾʲinoɴ
メクシミュー,mekɯɕimʲɯː
カルヴァン,kaɾɯbaɴ
アルビニー,aɾɯbʲiɲiː
キュロズ,kʲɯɾozɯ
クタンソン,kɯtaãsoɴ
ラット,ɖatto
サムロン,samɯɾoɴ
アズレイユ,azɯɾeːjɯ
ヴィルゲン,bʲiɾɯɡeŋ
バッサンス,bassaãsɯ
アングルフォール,aŋɡɯɾɯɸoːɾɯ
アルトマール,aɾɯtomaːɾɯ
ブーランジェドオリ,bɯːɾand͡ʑedoːɾʲi
アルミ,aɾɯmʲi
ビリア,bʲiɾʲia
エマルグ,emaɾɯɡɯ
アティニャ,atiɲa
クトラ,kɯtoɾa
クレオン,kɯɾeoɴ
シャラモン,ɕaɾamoɴ
エッセ,esse
フレスリーヌ,ɸɯɾesɯɾʲiːnɯ
ラヴェラネー,ɖabeɾaneː
ルムーラン,ɖɯmɯːɾaɴ
レスカンケンタニ,ɖesɯkaŋkentaɲi
プレイニャック,pɯɾeːɲakkɯ
セーゼリア,seːzeɾʲia
フランシュルアン,ɸɯɾaãɕɯɾɯaɴ
ケノワ,kenoɰa
ジュールナン,d͡ʑɯːɾɯnaɴ
ヴィドーバン,bʲidoːbaɴ
コルスル,koɾɯsɯɾɯ
シュスクラン,ɕɯsɯkɯɾaɴ
ジュルク,d͡ʑɯɾɯkɯ
ビュジー,bʲɯʑiː
ビエール,bʲieːɾɯ
モンタンジュ,montand͡ʑɯ
コロンジュ,koɾond͡ʑɯ
ブレード,bɯɾeːdo
レトリクール,ɖetoɾʲikɯːɾɯ
ベルグ,beɾɯɡɯ
バランゲム,baɾaŋɡemɯ
バヌアン,banɯaɴ
モンテグロッソ,monteɡɯɾosso
ベリニャ,beɾʲiɲa
シャネー,ɕaneː
ビジア,bʲiʑia
スヴィニー,sɯbʲiɲiː
ベオン,beoɴ
シャンフロミエ,ɕaãɸɯɾomʲie
ヴォクワ,bokɯɰa
ベノンス,benoõsɯ
コクサイエイガテレビキョウイクレンメイ,kokɯsaieːɡateɾebʲikʲoɯikɯɾemmeː
ベリニュー,beɾʲiɲɯː
ロンゲネス,ɖoŋɡenesɯ
マルシアック,maɾɯɕiakkɯ
ブリオール,bɯɾʲioːɾɯ
ベレドゥー,beɾedɯː
スリジエ,sɯɾʲiʑie
モルトリー,moɾɯtoɾʲiː
ムルー,mɯɾɯː
ララセル,ɖaɾaseɾɯ
アルゾンヌ,aɾɯzonnɯ
オリエルグ,oɾʲieɾɯɡɯ
トリルポール,toɾʲiɾɯpoːɾɯ
アレリア,aɾeɾʲia
タンクルー,taŋkɯɾɯː
モントニール,montoɲiːɾɯ
クレラック,kɯɾeɾakkɯ
スルダン,sɯɾɯdaɴ
ヴォヴェール,bobeːɾɯ
コンジュー,kond͡ʑɯː
ジュヴィニャック,d͡ʑɯbʲiɲakkɯ
ボワス,boɰasɯ
ブラモン,bɯɾamoɴ
セーゼリュー,seːzeɾʲɯː
ローニュ,ɖoːɲɯ
オランヴィル,oɾambʲiɾɯ
マルフォンテーヌ,maɾɯɸonteːnɯ
ヘルフェスト,heɾɯɸesɯto
セルティーヌ,seɾɯtiːnɯ
ベタンヴィレ,betambʲiɾe
アスパラン,asɯpaɾaɴ
キュヴェ,kʲɯbe
ブリニュー,bɯɾʲiɲɯː
ペルトル,peɾɯtoɾɯ
ボロゾン,boɾozoɴ
プレニー,pɯɾeɲiː
アルカング,aɾɯkaŋɡɯ
モンマニー,mommaɲiː
マラヴィレー,maɾabʲiɾeː
クロワマール,kɯɾoɰamaːɾɯ
モンレリ,monɖeɾʲi
フクロウトウ,ɸɯkɯɾoɯtoɯ
クロタン,kɯɾotaɴ
シャヴィニョール,ɕabʲiɲoːɾɯ
ショーニー,ɕoːɲiː
ベルガルド,beɾɯɡaɾɯdo
モンメディ,mommedi
パンシャル,paãɕaɾɯ
マニクール,maɲikɯːɾɯ
トレモワン,toɾemoɰaɴ
ファンジョー,ɸand͡ʑoː
ヴェラルグ,beɾaɾɯɡɯ
ソルボンヌ,soɾɯbonnɯ
イットゥヴィル,ittɯbʲiɾɯ
ソショー,soɕoː
ジュティニー,d͡ʑɯtiɲiː
モロザーリア,moɾozaːɾʲia
クラポンヴィル,kɯɾapombʲiɾɯ
グラヴォン,ɡɯɾaboɴ
モンテルメ,monteɾɯme
ジゾール,d͡ʑizoːɾɯ
ルーズ,ɖɯːzɯ
イルソン,iɾɯsoɴ
ドルタン,doɾɯtaɴ
ラニュー,ɖaɲɯː
オンドヴィリエ,ondobʲiɾʲie
ヴィルベオン,bʲiɾɯbeoɴ
ポンジボー,pond͡ʑiboː
ヴォクルトワ,bokɯɾɯtoɰa
シャレックス,ɕaɾekkɯsɯ
クロミエ,kɯɾomʲie
セスタ,sesɯta
マルル,maɾɯɾɯ
ベセージュ,beseːʑɯ
スシー,sɯɕiː
ビサイム,bʲisaimɯ
グヴェルヌ,ɡɯbeɾɯnɯ
オルネックス,oɾɯnekkɯsɯ
アベクール,abekɯːɾɯ
トゥソン,tɯsoɴ
コルボノ,koɾɯbono
バノン,banoɴ
アンポンヴィール,ampombʲiːɾɯ
エヴォージュ,eboːʑɯ
マルシェモレー,maɾɯɕemoɾeː
ボーポン,boːpoɴ
ウトリアーズ,ɯtoɾʲiaːzɯ
ミュロル,mʲɯɾoɾɯ
シャスミー,ɕasɯmʲiː
レーシュロール,ɖeːɕɯɾoːɾɯ
ヴォドゥエ,bodɯe
アノネー,anoneː
コルリエ,koɾɯɾʲie
ルション,ɖɯɕoɴ
プレミリュー,pɯɾemʲiɾʲɯː
クウェンツァ,kɯɰent͡sa
ヴァローヌ,baɾoːnɯ
エペルノン,epeɾɯnoɴ
ゲルシュヴィル,ɡeɾɯɕɯbʲiɾɯ
サモーニャ,samoːɲa
ペリア,peɾʲia
マイヤ,maija
ブリュージュ,bɯɾʲɯːʑɯ
エプノワ,epɯnoɰa
セソン,sesoɴ
ガラントルヴィル,ɡaɾantoɾɯbʲiɾɯ
エムランヴィル,emɯɾambʲiɾɯ
モンドルヴィル,mondoɾɯbʲiɾɯ
ヴァンダン,bandaɴ
セルヴォン,seɾɯboɴ
オブソンヴィル,obɯsombʲiɾɯ
フォーブール,ɸoːbɯːɾɯ
サンジェルマン,sand͡ʑeɾɯmaɴ
オルベック,oɾɯbekkɯ
モンリュエル,monɖʲɯeɾɯ
プラーニュ,pɯɾaːɲɯ
エリシー,eɾʲiɕiː
アスフィル,asɯɸʲiɾɯ
ゼペス,d͡zepesɯ
ショウイミナライ,ɕoɯimʲinaɾai
パラオアカンショウ,paɾaoakaãɕoɯ
アンデューズ,andjɯːzɯ
フレトワ,ɸɯɾetoɰa
ポムーズ,pomɯːzɯ
サブロニエル,sabɯɾoɲieɾɯ
シャルトレット,ɕaɾɯtoɾetto
シャンポー,ɕampoː
ブルール,bɯɾɯːɾɯ
キュシャルモワ,kʲɯɕaɾɯmoɰa
ソノプレス,sonopɯɾesɯ
ティーニュ,tiːɲɯ
エトージュ,etoːʑɯ
ヴァルモンドワ,baɾɯmondoɰa
エトワール,etoɰaːɾɯ
クリスタルショウ,kɯɾʲisɯtaɾɯɕoɯ
ダニュー,daɲɯː
ビュルシー,bʲɯɾɯɕiː
クルパレー,kɯɾɯpaɾeː
ボレーヌ,boɾeːnɯ
ラヴァルダン,ɖabaɾɯdaɴ
アブリ,abɯɾʲi
アヴィオン,abʲioɴ
セシアケン,seɕiakeŋ
エトボン,etoboɴ
ディボンヌ,dibonnɯ
エトゥヴァン,etɯbaɴ
ガナ,ɡana
シュブリー,ɕɯbɯɾʲiː
シャルメゾン,ɕaɾɯmezoɴ
バイユール,baijɯːɾɯ
マルティニャ,maɾɯtiɲa
アンバザック,ambazakkɯ
ベラングリズ,beɾaŋɡɯɾʲizɯ
ネゼル,nezeɾɯ
アルドル,aɾɯdoɾɯ
ミラウモン,mʲiɾaɯmoɴ
ウルタン,ɯɾɯtaɴ
サンリュック,sanɖʲɯkkɯ
オニー,oɲiː
レティエ,ɖetie
コケル,kokeɾɯ
サランドル,saɾandoɾɯ
フォルグ,ɸoɾɯɡɯ
エシャロン,eɕaɾoɴ
ギエルヴァル,ɡʲieɾɯbaɾɯ
グラヴィエル,ɡɯɾabʲieɾɯ
エシュナン,eɕɯnaɴ
グリイー,ɡɯɾʲiːː
ベルソネ,beɾɯsone
ソーベルニー,soːbeɾɯɲiː
モントール,montoːɾɯ
ランヴィル,ɖambʲiɾɯ
サリエ,saɾʲie
ドルラン,doɾɯɾaɴ
ルーレ,ɖɯːɾe
ヴィスー,bʲisɯː
エタプル,etapɯɾɯ
スィヤーンス,sijaːãsɯ
ポリティーク,poɾʲitiːkɯ
ミリベル,mʲiɾʲibeɾɯ
モンジー,mond͡ʑiː
ダンベラン,dambeɾaɴ
ベシュレル,beɕɯɾeɾɯ
マンジア,mand͡ʑia
クレーヌ,kɯɾeːnɯ
エクアン,ekɯaɴ
トレーユ,toɾeːjɯ
コテレ,koteɾe
アベヴィレ,abebʲiɾe
ポワニー,poɰaɲiː
ギレストル,ɡʲiɾesɯtoɾɯ
トリニャン,toɾʲiɲaɴ
ルッシーガンケンキュウジョ,ɖɯɕɕiːɡaŋkeŋkʲɯːʑo
ポゼッション,pozeɕɕoɴ
ブジェンシー,bɯʑeẽɕiː
バンドーレン,bandoːɾeŋ
ジェルニー,d͡ʑeɾɯɲiː
ルヴァンクール,ɖɯbaŋkɯːɾɯ
シェラール,ɕeɾaːɾɯ
ヴィッサン,bʲissaɴ
レユニ,ɖejɯɲi
アギクール,aɡʲikɯːɾɯ
ベヌーヴィル,benɯːbʲiɾɯ
ヴィムルー,bʲimɯɾɯː
リレ,ɖʲiɾe
セリス,seɾʲisɯ
ラヌムザン,ɖanɯmɯzaɴ
パルティネッロ,paɾɯtineɖɖo
ブルンハウプト,bɯɾɯɯ̃haɯpɯto
サイクル,saikɯɾɯ
ヴァルボンヌ,baɾɯbonnɯ
オタ,ota
ポワティエカ,poɰatieka
バパウム,bapaɯmɯ
スケール,sɯkeːɾɯ
フィガリ,ɸʲiɡaɾʲi
グーニョン,ɡɯːɲoɴ
グウェンガト,ɡɯɰeŋɡato
エルブレ,eɾɯbɯɾe
ベダリュー,bedaɾʲɯː
ルゴス,ɖɯɡosɯ
オダックス,odakkɯsɯ
アルティエ,aɾɯtie
ベルガイム,beɾɯɡaimɯ
ホクブカイホウ,hokɯbɯkaihoɯ
テイユ,teːjɯ
ヴィミ,bʲimʲi
ルメ,ɖɯme
モンドヴィル,mondobʲiɾɯ
グリニャン,ɡɯɾʲiɲaɴ
ジャッスロン,d͡ʑassɯɾoɴ
レスーズ,ɖesɯːzɯ
マティニョン,matiɲoɴ
ベリクール,beɾʲikɯːɾɯ
アルアーニュ,aɾɯaːɲɯ
オーバントン,oːbantoɴ
ポメロル,pomeɾoɾɯ
ビュザンセ,bʲɯzaãse
ブイユ,bɯijɯ
ボールヴォワール,boːɾɯboɰaːɾɯ
ラランス,ɖaɾaãsɯ
モルガル,moɾɯɡaɾɯ
エキュエール,ekʲɯeːɾɯ
アマヌカンショウ,amanɯkaãɕoɯ
ウイストルアム,ɯisɯtoɾɯamɯ
エムロード,emɯɾoːdo
カムラン,kamɯɾaɴ
ベネー,beneː
シャラブル,ɕaɾabɯɾɯ
トロアーン,toɾoaːɴ
バヴァン,babaɴ
エシュブラン,eɕɯbɯɾaɴ
アレラック,aɾeɾakkɯ
クラマユ,kɯɾamajɯ
エンシスハイム,eẽɕisɯhaimɯ
ラルシャン,ɖaɾɯɕaɴ
ランピヨン,ɖampʲijoɴ
パンポル,pampoɾɯ
プランジー,pɯɾand͡ʑiː
ルヴィニー,ɖɯbʲiɲiː
シャランジュ,ɕaɾand͡ʑɯ
マノワール,manoɰaːɾɯ
ロックモール,ɖokkɯmoːɾɯ
ピエールフォール,pʲieːɾɯɸoːɾɯ
ボワセット,boɰasetto
クリエール,kɯɾʲieːɾɯ
ボンム,bommɯ
セリニャック,seɾʲiɲakkɯ
ブザンシー,bɯzaãɕiː
グロワシア,ɡɯɾoɰaɕia
バセ,base
コンダマイン,kondamaiŋ
ペルテュイ,peɾɯtjɯi
デュルマナック,djɯɾɯmanakkɯ
オシェル,oɕeɾɯ
ネロル,neɾoɾɯ
メジー,meʑiː
ラントネ,ɖantone
ブリギュ,bɯɾʲiɡʲɯ
コンフォール,koõɸoːɾɯ
フォコンベルグ,ɸokombeɾɯɡɯ
マルブジョル,maɾɯbɯʑoɾɯ
フリュージュ,ɸɯɾʲɯːʑɯ
フィルミニー,ɸʲiɾɯmʲiɲiː
キンサック,kʲiĩsakkɯ
ノナンクール,nonaŋkɯːɾɯ
ラヴァンティ,ɖabanti
トワリー,toɰaɾʲiː
モンソーレミーヌ,moõsoːɾemʲiːnɯ
セニー,seɲiː
フラーヌ,ɸɯɾaːnɯ
レドゥノン,ɖedɯnoɴ
グレネル,ɡɯɾeneɾɯ
サンガット,saŋɡatto
モンテカルロ,montekaɾɯɾo
リュフィユー,ɖʲɯɸʲijɯː
タリシュー,taɾʲiɕɯː
アビアシオン,abʲiaɕioɴ
モルタン,moɾɯtaɴ
ベダリッド,bedaɾʲiddo
オルシ,oɾɯɕi
デュールフィ,djɯːɾɯɸʲi
カンレ,kanɖe
カルシュパッハ,kaɾɯɕɯpahha
セプテム,sepɯtemɯ
モレー,moɾeː
グジョンドオリ,ɡɯʑondoːɾʲi
コルベニ,koɾɯbeɲi
エシス,eɕisɯ
サヴィニュー,sabʲiɲɯː
ヴァランボン,baɾamboɴ
ラボダンジュ,ɖabodand͡ʑɯ
フォレケン,ɸoɾekeŋ
フォランブレー,ɸoɾambɯɾeː
トゥック,tɯkkɯ
シェルジュ,ɕeɾɯʑɯ
エダン,edaɴ
ブレイデューンズ,bɯɾeːdjɯːnd͡zɯ
ヴォギュエ,boɡʲɯe
ボージュール,boːʑɯːɾɯ
オンショオット,oõɕoːtto
ファルムティエ,ɸaɾɯmɯtie
ギパヴァ,ɡʲipaba
ギネ,ɡʲine
ペルージュ,peɾɯːʑɯ
グエヴェンハイム,ɡɯebeẽhaimɯ
ジェルシー,d͡ʑeɾɯɕiː
マルメゾン,maɾɯmezoɴ
カルジェーズ,kaɾɯʑeːzɯ
エルムノンヴィル,eɾɯmɯnombʲiɾɯ
ガンドルー,ɡandoɾɯː
テルニエ,teɾɯɲie
アゲ,aɡe
アナアカンショウ,anaːkaãɕoɯ
マンザ,mand͡za
ゼントハイム,d͡zentohaimɯ
ルアンネック,ɖɯannekkɯ
アジュネ,aʑɯne
ヴィルプルー,bʲiɾɯpɯɾɯː
マメ,mame
アグレガシオン,aɡɯɾeɡaɕioɴ
ランドゥンヴェス,ɖandɯmbesɯ
ミュシダン,mʲɯɕidaɴ
アニアーヌ,aɲiaːnɯ
マニカン,maɲikaɴ
テュシャン,tjɯɕaɴ
ヴィンツェンハイム,bʲint͡seẽhaimɯ
インガーサイム,iŋɡaːsaimɯ
アナプ,anapɯ
ペシネー,peɕineː
ベドワン,bedoɰaɴ
ムトゥメ,mɯtɯme
ヴィレット,bʲiɾetto
タンテニアック,tanteɲiakkɯ
アヘカンショウ,ahekaãɕoɯ
マシアック,maɕiakkɯ
エーブレ,eːbɯɾe
カンブレジ,kambɯɾeʑi
メネルブ,meneɾɯbɯ
モントワゾン,montoɰazoɴ
フォルマージュ,ɸoɾɯmaːʑɯ
マルソナス,maɾɯsonasɯ
アティエ,atie
オルナン,oɾɯnaɴ
ボワトロン,boɰatoɾoɴ
リベラック,ɖʲibeɾakkɯ
ポンマン,pommaɴ
ヴィルブルヴァン,bʲiɾɯbɯɾɯbaɴ
オルシャン,oɾɯɕaɴ
マレイユ,maɾeːjɯ
ランベルヴィレール,ɖambeɾɯbʲiɾeːɾɯ
ヴェルテュハク,beɾɯtjɯhakɯ
トルフー,toɾɯɸɯː
エイジャックス,eːʑakkɯsɯ
テルミニヨン,teɾɯmʲiɲijoɴ
シャトーブロー,ɕatoːbɯɾoː
ディスクタイショウ,disɯkɯtaiɕoɯ
アキアキカンショウ,akʲiakʲikaãɕoɯ
バドンヴィレ,badombʲiɾe
シャルマントレー,ɕaɾɯmantoɾeː
ルミルモン,ɖɯmʲiɾɯmoɴ
セウエン,seɯeŋ
カブルレ,kabɯɾɯɾe
ヴェルゼネ,beɾɯzene
サンジュニアン,sand͡ʑɯɲiaɴ
カブルスピーヌ,kabɯɾɯsɯpʲiːnɯ
バタン,bataɴ
マリニャック,maɾʲiɲakkɯ
クソルル,kɯsoɾɯɾɯ
イリュストレ,iɾʲɯsɯtoɾe
ネアック,neakkɯ
イノークール,inoːkɯːɾɯ
ブレール,bɯɾeːɾɯ
デオル,deoɾɯ
ボンボン,bomboɴ
ソスロンオゴオリ,sosɯɾoõoɡoːɾʲi
モントレジョー,montoɾeʑoː
モダーヌ,modaːnɯ
キャシャレル,kʲaɕaɾeɾɯ
ピガール,pʲiɡaːɾɯ
ゴード,ɡoːdo
アヌー,anɯː
キャンシー,kʲaãɕiː
ブラサンプイ,bɯɾasampɯi
プルベザール,pɯɾɯbezaːɾɯ
シャンプラートルー,ɕampɯɾaːtoɾɯː
トレポール,toɾepoːɾɯ
ソルグ,soɾɯɡɯ
バルディグ,baɾɯdiɡɯ
コルモントルイユ,koɾɯmontoɾɯijɯ
クルトリー,kɯɾɯtoɾʲiː
レクトゥール,ɖekɯtɯːɾɯ
エンヌティエール,ennɯtieːɾɯ
タンクー,taŋkɯː
ブルブール,bɯɾɯbɯːɾɯ
ロンポン,ɖompoɴ
クミエール,kɯmʲieːɾɯ
ユーロスポーツ,jɯːɾosɯpoːt͡sɯ
ヴェルランス,beɾɯɾaãsɯ
ヴェイラック,beːɾakkɯ
オーデルヴィル,oːdeɾɯbʲiɾɯ
